,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,ifmid,ifiid,state_s,company
4796,Columbus,Ohio,"Columbus, OH",10026000,proforma-graphic-services,Advertising & Marketing,42,4794,22626,4,47.1814,19,5,OH,Proforma Graphic Services
4844,Cumming,Georgia,Atlanta,25889809,client-command,Advertising & Marketing,113,4842,24434,6,45.6733,29,5,GA,Client Command
4870,Raleigh,North Carolina,"Raleigh, NC",8483158,trimark-digital,Advertising & Marketing,38,4868,19467,6,44.9423,1029,5,NC,TriMark Digital
4878,Chicago,Illinois,Chicago,9825439,exact-data,Advertising & Marketing,96,4876,20265,5,44.6541,17,5,IL,Exact Data
4885,Cumming,Georgia,Atlanta,7897928,client-command,Advertising & Marketing,28,4883,24434,6,44.5469,29,5,GA,Client Command
4893,Reston,Virginia,"Washington, DC",31482000,intermarkets,Advertising & Marketing,41,4891,1265,7,44.188,3,5,VA,Intermarkets
4895,Tarpon springs,Florida,Tampa,6595238,imagemediacom,Advertising & Marketing,35,4893,3521,5,44.1395,7,5,FL,imageMEDIA.com
4902,Winder,Georgia,Atlanta,11271099,inkhead,Advertising & Marketing,25,4900,3798,7,43.8412,29,5,GA,InkHead
4916,Jackson,Mississippi,"Jackson, MS",20436196,the-ramey-agency,Advertising & Marketing,39,4914,44559,1,43.4171,96,5,MS,The Ramey Agency
4971,Mary Esther,Florida,"Pensacola-Ferry Pass-Brent, FL",87922375,advanced-enterprises-of-nw-fl,Advertising & Marketing,625,4969,21328,5,41.1365,130,5,FL,Advanced Enterprises of NW FL
4989,Annandale,New Jersey,New York City,5309000,blue-ocean-pharma,Advertising & Marketing,26,4987,44573,1,40.4126,9,5,NJ,Blue Ocean Pharma
4993,Austin,Texas,Austin,14071111,digital-marketer,Advertising & Marketing,135,4991,44576,1,40.2551,18,5,TX,Digital Marketer
4998,Farmington Hills,Michigan,Detroit,15233132,duffey-petrosky,Advertising & Marketing,105,4996,4114,8,40.0476,50,5,MI,Duffey Petrosky
