,Unnamed: 0,city,state_l,metro,revenue,url,industry,workers,rank,id,yrs_on_list,growth,ifmid,ifiid,state_s,company
2073,2073,Kansas City,Missouri,"Kansas City, MO-KS",42663755,gragg-advertising,Advertising & Marketing,66,2086,21666,2,178.5805,21,5,MO,Gragg Advertising
2076,2076,New York,New York,New York City,5563898,react2media,Advertising & Marketing,15,2089,21396,2,177.9952,9,5,NY,React2Media
2081,2081,Newton,Massachusetts,Boston,5811822,influence-central,Advertising & Marketing,30,2094,19762,3,177.796,6,5,MA,Influence Central
2084,2084,Salem,Massachusetts,Boston,9285572,net-atlantic,Advertising & Marketing,39,2097,23859,1,177.5509,6,5,MA,Net Atlantic
2092,2092,Denver,Colorado,Denver,8139000,faction-media,Advertising & Marketing,46,2105,20148,3,177.0252,30,5,CO,Faction Media
2093,2093,Kirkland,Washington,Seattle,21225813,simplicity-consulting,Advertising & Marketing,154,2106,19247,3,177.0019,23,5,WA,Simplicity Consulting
2128,2128,San Francisco,California,San Francisco,4303108,datasong,Advertising & Marketing,45,2141,23875,1,173.4109,4,5,CA,DataSong
2130,2130,Lehi,Utah,"Provo-Orem, UT",5252543,infuse-medical,Advertising & Marketing,37,2143,21671,2,173.3568,48,5,UT,Infuse Medical
2138,2138,Atlanta,Georgia,Atlanta,4621473,nebo,Advertising & Marketing,40,2151,22017,3,172.6217,29,5,GA,Nebo
2151,2151,Seattle,Washington,Seattle,14007866,206,Advertising & Marketing,37,2164,19858,3,171.4306,23,5,WA,206
2157,2157,Austin,Texas,Austin,6578310,somnio,Advertising & Marketing,42,2170,21905,2,170.5259,18,5,TX,Somnio
2170,2170,Wilmington,Delaware,Philadelphia,5044000,getresponse,Advertising & Marketing,173,2183,23891,1,169.0851,49,5,DE,GetResponse
2180,2180,Alexandria,Virginia,"Washington, DC",2890182,spire-communications,Advertising & Marketing,16,2193,23894,1,168.4296,3,5,VA,Spire Communications
2192,2192,Chicago,Illinois,Chicago,3388876,anthem-marketing-solutions,Advertising & Marketing,25,2205,21717,2,167.7542,17,5,IL,Anthem Marketing Solutions
2195,2195,New York,New York,New York City,25473308,invnt,Advertising & Marketing,44,2209,23902,1,167.399,9,5,NY,inVNT
2211,2211,Alpharetta,Georgia,Atlanta,8554782,the-pedowitz-group,Advertising & Marketing,51,2225,21305,2,166.2697,29,5,GA,The Pedowitz Group
2230,2230,Minneapolis,Minnesota,Minneapolis,3539603,nina-hale,Advertising & Marketing,32,2244,23916,1,164.0919,13,5,MN,Nina Hale
2231,2231,Carlsbad,California,San Diego,15466034,san-diego-sign-company,Advertising & Marketing,91,2245,21928,2,163.9756,11,5,CA,San Diego Sign Company
2257,2257,Pittsburgh,Pennsylvania,"Pittsburgh, PA",17287222,gatesmandave,Advertising & Marketing,38,2272,23923,1,160.9094,52,5,PA,Gatesman+Dave
2261,2261,Baltimore,Maryland,Baltimore,2250132,groove-commerce,Advertising & Marketing,26,2276,23924,1,160.5339,35,5,MD,Groove Commerce
2262,2262,Oradell,New Jersey,New York City,27959041,sigma-oradell-nj,Advertising & Marketing,55,2277,23925,1,160.4962,9,5,NJ,"Sigma (Oradell, NJ)"
2280,2280,Fort Worth,Texas,Dallas,3828218,the-starr-conspiracy,Advertising & Marketing,32,2295,23931,1,158.7646,8,5,TX,The Starr Conspiracy
2285,2285,Portland,Oregon,"Portland, OR",2694574,strategic-marketing,Advertising & Marketing,28,2301,23932,1,158.1858,10,5,OR,Strategic Marketing
2288,2288,San Mateo,California,San Francisco,5574438,clickmail-marketing,Advertising & Marketing,18,2304,773,4,157.9563,4,5,CA,ClickMail Marketing
2299,2299,The Woodlands,Texas,Houston,6144652,bubbleup,Advertising & Marketing,35,2315,21479,2,157.3689,22,5,TX,BubbleUp
2300,2300,Boston,Massachusetts,Boston,13025941,genuine-interactive,Advertising & Marketing,80,2316,17808,2,157.3187,6,5,MA,Genuine Interactive
2327,2327,Overland Park,Kansas,"Kansas City, MO-KS",2208000,sweet-spot-marketing,Advertising & Marketing,12,2343,21315,2,155.2601,21,5,KS,Sweet Spot Marketing
2341,2341,Denver,Colorado,Denver,24293226,diablo-media,Advertising & Marketing,22,2357,21459,2,153.6313,30,5,CO,Diablo Media
2345,2345,Burlington,Massachusetts,Boston,5131364,exclusive-concepts,Advertising & Marketing,31,2361,849,5,153.4251,6,5,MA,Exclusive Concepts
2350,2350,Columbia,Missouri,"Columbia, MO",35793326,true-media,Advertising & Marketing,52,2366,18124,4,152.9464,62,5,MO,True Media
2356,2356,New York,New York,New York City,4724000,digennaro-communications,Advertising & Marketing,32,2372,22151,3,152.3504,9,5,NY,DiGennaro Communications
2360,2360,New Haven,Connecticut,"New Haven-Milford, CT",2306264,response-marketing,Advertising & Marketing,19,2376,22662,2,152.1758,70,5,CT,Response Marketing
2383,2383,New York,New York,New York City,10703827,rain,Advertising & Marketing,74,2399,21962,2,150.6353,9,5,NY,Rain
2389,2389,New York,New York,New York City,9942592,sullivan,Advertising & Marketing,63,2405,4540,4,150.1525,9,5,NY,Sullivan
2396,2396,San Francisco,California,Los Angeles,8792209,attack,Advertising & Marketing,55,2412,1515,6,149.5903,2,5,CA,Attack!
2402,2402,Venice,California,Los Angeles,2288399,left-field-labs,Advertising & Marketing,8,2418,23957,1,149.2264,2,5,CA,Left Field Labs
2407,2407,Westlake Village,California,Los Angeles,6643910,giant-partners,Advertising & Marketing,55,2423,23959,1,149.0024,2,5,CA,Giant Partners
2412,2412,Vero Beach,Florida,"Sebastian-Vero Beach, FL",54005000,bridgevine,Advertising & Marketing,100,2428,1370,6,148.7449,187,5,FL,Bridgevine
2426,2426,Las Vegas,Nevada,"Las Vegas-Paradise, NV",5423000,proforma-gps-global-promotional-sourcing,Advertising & Marketing,7,2442,23966,1,147.5126,57,5,NV,Proforma GPS Global Promotional Sourcing
2428,2428,San Francisco,California,San Francisco,15626000,hot-studio,Advertising & Marketing,71,2444,1949,6,147.1686,4,5,CA,Hot Studio
2446,2446,Chicago,Illinois,Chicago,185489638,centro,Advertising & Marketing,341,2462,117,5,145.3799,17,5,IL,Centro
2454,2454,Plainfield,Illinois,Chicago,18499712,infutor-data-solutions,Advertising & Marketing,53,2470,23972,1,145.1177,17,5,IL,Infutor Data Solutions
2457,2457,Chicago,Illinois,Chicago,26633000,revolution,Advertising & Marketing,70,2474,18702,4,144.6762,17,5,IL,rEvolution
2468,2468,Tampa,Florida,Tampa,171322711,triad-retail-media,Advertising & Marketing,289,2485,372,3,143.1579,7,5,FL,Triad Retail Media
2473,2473,St. Paul,Minnesota,Minneapolis,2771094,oppsource,Advertising & Marketing,29,2490,21391,2,142.4423,13,5,MN,OppSource
2506,2506,Winter Park,Florida,"Orlando, FL",5026074,hooah,Advertising & Marketing,10,2523,17651,4,140.555,68,5,FL,Hooah
2510,2510,Oldsmar,Florida,Tampa,15395024,spectrio,Advertising & Marketing,68,2527,2493,6,140.3756,7,5,FL,Spectrio
2541,2541,Miami,Florida,Miami,10687420,republica,Advertising & Marketing,67,2558,20177,3,138.3668,1,5,FL,Republica
2596,2596,Brooklyn Heights,Ohio,Cleveland,2010000,proforma-signature-solutions,Advertising & Marketing,14,2613,24002,4,134.8131,79,5,OH,Proforma Signature Solutions
2609,2609,Austin,Texas,Austin,13807000,bulldog-solutions,Advertising & Marketing,60,2626,3414,7,133.7792,18,5,TX,Bulldog Solutions
2612,2612,Chicago,Illinois,Chicago,2806364,merge-design-interactive,Advertising & Marketing,17,2629,24006,1,133.675,17,5,IL,Merge Design & Interactive
2631,2631,Fairfax,Virginia,"Washington, DC",6406035,leapfrog-solutions,Advertising & Marketing,29,2648,6586,5,132.607,3,5,VA,LeapFrog Solutions
2683,2683,Bellaire,Texas,Houston,4030528,direct-innovations,Advertising & Marketing,7,2700,22782,2,129.8651,22,5,TX,Direct Innovations
2689,2689,Pleasantville,New York,New York City,2968775,primary-wave-media,Advertising & Marketing,15,2706,24027,1,129.6372,9,5,NY,Primary Wave Media
2690,2690,Boca Raton,Florida,Miami,5372309,citytwist,Advertising & Marketing,50,2707,18025,3,129.4391,1,5,FL,Citytwist
2700,2700,Stamford,Connecticut,"Bridgeport-Stamford-Norwalk, CT",10050000,proforma-promotion-consultants,Advertising & Marketing,6,2717,20743,4,128.6169,58,5,CT,Proforma Promotion Consultants
2701,2701,New York,New York,New York City,9676532,creativefeed,Advertising & Marketing,32,2718,19608,3,128.5274,9,5,NY,CreativeFeed
2707,2707,Westborough,Massachusetts,"Worcester, MA",4405825,wakefly,Advertising & Marketing,24,2724,22407,2,128.2293,113,5,MA,Wakefly
2716,2716,Minneapolis,Minnesota,Minneapolis,12281000,broadhead,Advertising & Marketing,51,2733,24033,1,127.6367,13,5,MN,BroadHead
2728,2728,Nashville,Tennessee,CBSA Metro Region,3715217,centresource,Advertising & Marketing,33,2745,20278,3,127.0976,977,5,TN,CentreSource
2734,2734,New York,New York,New York City,13482237,iomedia,Advertising & Marketing,133,2751,24037,1,126.6585,9,5,NY,IOMedia
2741,2741,Lewis Center,Ohio,"Columbus, OH",2957970,minds-on,Advertising & Marketing,13,2758,24041,1,126.2497,19,5,OH,Minds On
2751,2751,Aurora,Illinois,Chicago,19025900,quality-logo-products,Advertising & Marketing,52,2768,4938,4,125.6366,17,5,IL,Quality Logo Products
2787,2787,Woodbridge,Virginia,"Washington, DC",2126183,creating-results,Advertising & Marketing,13,2804,9377,4,123.5379,3,5,VA,Creating Results
2788,2788,New York,New York,New York City,32885859,leaddog-marketing-group,Advertising & Marketing,131,2805,18528,4,123.3657,9,5,NY,LeadDog Marketing Group
2794,2794,Midwest City,Oklahoma,"Oklahoma City, OK",8055573,leadvision-media,Advertising & Marketing,12,2812,22521,2,122.9037,38,5,OK,LeadVision Media
2813,2813,New York,New York,New York City,9192424,taylor-creative,Advertising & Marketing,35,2831,24059,1,121.7597,9,5,NY,Taylor Creative
2822,2822,Pittsburgh,Pennsylvania,"Pittsburgh, PA",3065509,beyond-spots-dots,Advertising & Marketing,15,2840,21910,2,121.1054,52,5,PA,Beyond Spots & Dots
2831,2831,San Francisco,California,San Francisco,41676984,geary-lsf,Advertising & Marketing,143,2849,24063,4,120.5043,4,5,CA,Geary LSF
2837,2837,Alpharetta,Georgia,Atlanta,5937866,dodge-communications,Advertising & Marketing,42,2855,1759,5,120.2842,29,5,GA,Dodge Communications
2855,2855,Seattle,Washington,Seattle,8979000,lenati,Advertising & Marketing,53,2873,20546,2,119.1069,23,5,WA,Lenati
2875,2875,San Francisco,California,San Francisco,9387224,launchsquad,Advertising & Marketing,85,2893,1186,6,117.9872,4,5,CA,LaunchSquad
2905,2905,San Francisco,California,San Francisco,12238781,the-sage-group,Advertising & Marketing,62,2923,24081,1,116.3652,4,5,CA,The Sage Group
2919,2919,Valley View,Ohio,Cleveland,14942374,fathom-valley-view-oh,Advertising & Marketing,121,2938,21992,4,115.6909,79,5,OH,"Fathom (Valley View, OH)"
2968,2968,Cleveland,Ohio,Cleveland,2838178,thunder-tech,Advertising & Marketing,31,2987,24092,1,113.0451,79,5,OH,Thunder Tech
2970,2970,CINCINNATI,Ohio,Cincinnati,6066162,deanhouston,Advertising & Marketing,38,2989,22301,2,113.0325,47,5,OH,DEANHOUSTON
2994,2994,San Francisco,California,San Francisco,92801034,prophet,Advertising & Marketing,228,3013,24098,1,111.4658,4,5,CA,Prophet
3030,3030,Castle Rock,Colorado,Denver,6895362,myweddingcom,Advertising & Marketing,73,3049,2681,5,109.5366,30,5,CO,mywedding.com
3033,3033,Mountain View,California,San Jose,20390927,duarte,Advertising & Marketing,106,3052,22240,2,109.4387,20,5,CA,Duarte
3037,3037,New York,New York,New York City,4541808,vhmnetwork,Advertising & Marketing,10,3056,21790,2,109.3082,9,5,NY,VHMnetwork
3048,3048,Farmington,Connecticut,"Hartford-West Hartford-East Hartford, CT",14991747,primacy,Advertising & Marketing,77,3067,24111,1,108.9188,100,5,CT,Primacy
3076,3076,Saint Charles,Missouri,"St. Louis, MO-IL",4488351,borgmeyer-marketing-group,Advertising & Marketing,13,3095,24117,1,107.035,74,5,MO,Borgmeyer Marketing Group
3087,3087,Le Claire,Iowa,"Davenport-Moline-Rock Island, IA-IL",2148746,mindfire-communications,Advertising & Marketing,14,3106,24124,1,106.55799999999999,37,5,IA,MindFire Communications
3098,3098,New York,New York,New York City,8161000,team-epiphany,Advertising & Marketing,37,3117,17976,5,105.8779,9,5,NY,Team Epiphany
3118,3118,Oklahoma City,Oklahoma,"Oklahoma City, OK",4677966,wilson-perkins-allen-opinion-research,Advertising & Marketing,16,3137,24135,1,104.7686,38,5,OK,Wilson Perkins Allen Opinion Research
3127,3127,New York,New York,New York City,4028850,verge-marketing,Advertising & Marketing,21,3146,24137,3,104.4405,9,5,NY,Verge Marketing
3134,3134,New York,New York,New York City,53796000,juice-pharma-worldwide,Advertising & Marketing,186,3153,4069,7,103.9272,9,5,NY,Juice Pharma Worldwide
3138,3138,Farmington Hills,Michigan,Detroit,12865906,eview-360,Advertising & Marketing,34,3157,17888,3,103.8321,50,5,MI,Eview 360
3143,3143,Baltimore,Maryland,Baltimore,10470662,planit,Advertising & Marketing,60,3162,9398,2,103.4812,35,5,MD,Planit
3148,3148,Bolingbrook,Illinois,Chicago,15633980,tobe-direct,Advertising & Marketing,55,3167,22057,2,103.3109,17,5,IL,Tobe Direct
3160,3160,Providence,Rhode Island,"Providence-New Bedford-Fall River, RI-MA",9922923,addventures,Advertising & Marketing,40,3179,3802,9,102.7568,55,5,RI,(add)ventures
3163,3163,Milwaukee,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",5697470,core-creative,Advertising & Marketing,31,3182,24145,1,102.3584,27,5,WI,Core Creative
3167,3167,Orlando,Florida,"Orlando, FL",9438153,akt-enterprises,Advertising & Marketing,137,3186,17617,3,102.1682,68,5,FL,AKT Enterprises
3183,3183,Cerritos,California,Los Angeles,7803000,ace-exhibits,Advertising & Marketing,42,3202,20147,3,101.212,2,5,CA,Ace Exhibits
3184,3184,Boston,Massachusetts,Boston,9170447,verndale,Advertising & Marketing,87,3203,2449,7,101.1847,6,5,MA,Verndale
3209,3209,St. Paul,Minnesota,Minneapolis,6152059,three-deep-marketing,Advertising & Marketing,50,3228,17942,4,100.2417,13,5,MN,Three Deep Marketing
3216,3216,Tempe,Arizona,Phoenix,9368000,bluemedia,Advertising & Marketing,74,3235,5645,5,100.0,46,5,AZ,bluemedia
3222,3222,Irvine,California,Los Angeles,3656057,rhythm,Advertising & Marketing,19,3241,24162,1,99.7415,2,5,CA,Rhythm
3232,3232,New York,New York,New York City,2251551,modus-associates,Advertising & Marketing,9,3251,24168,1,99.2021,9,5,NY,Modus Associates
3246,3246,Costa Mesa,California,Los Angeles,9202454,local-splash,Advertising & Marketing,152,3266,17340,4,97.9776,2,5,CA,Local Splash
3268,3268,Winder,Georgia,Atlanta,7800000,inkhead,Advertising & Marketing,22,3288,3798,6,97.0194,29,5,GA,InkHead
3269,3269,Rochester,New York,"Rochester, NY",123570070,butlertill-media-communications,Advertising & Marketing,73,3289,18250,3,97.009,71,5,NY,Butler/Till Media & Communications
3270,3270,Seattle,Washington,Seattle,6818771,denny-mountain-media,Advertising & Marketing,70,3290,24179,1,96.9915,23,5,WA,Denny Mountain Media
3279,3279,Wayne,Pennsylvania,Philadelphia,5018295,focus-forward,Advertising & Marketing,75,3299,20173,3,96.2971,49,5,PA,Focus Forward
3315,3315,Los Angeles,California,Los Angeles,3217681,soap-creative,Advertising & Marketing,25,3335,24192,1,94.8857,2,5,CA,Soap Creative
3319,3319,Richmond,Virginia,"Richmond, VA",29081647,barber-martin-agency,Advertising & Marketing,29,3339,12897,5,94.5707,40,5,VA,Barber Martin Agency
3327,3327,Fargo,North Dakota,"Fargo, ND-MN",10372813,sundog,Advertising & Marketing,96,3347,22499,2,93.8024,118,5,ND,Sundog
3334,3334,Pittsburgh,Pennsylvania,"Pittsburgh, PA",12516933,hds,Advertising & Marketing,48,3354,24196,1,93.6946,52,5,PA,HDS
3348,3348,Margate,Florida,Miami,226768114,saveologycom,Advertising & Marketing,1528,3368,4499,7,92.7342,1,5,FL,Saveology.com
3353,3353,Boise,Idaho,"Boise City-Nampa, ID",8947900,daviesmoore,Advertising & Marketing,15,3373,21890,2,92.5073,159,5,ID,DaviesMoore
3371,3371,Irvine,California,Los Angeles,6274000,restoration-media,Advertising & Marketing,33,3391,18155,3,91.8654,2,5,CA,Restoration Media
3384,3384,Oakland,California,San Francisco,5154353,alpi-international,Advertising & Marketing,30,3404,22456,2,91.4286,4,5,CA,Alpi International
3389,3389,New York,New York,New York City,12518123,formula-pr,Advertising & Marketing,92,3410,20418,3,90.8637,9,5,NY,Formula PR
3410,3410,Oklahoma City,Oklahoma,"Oklahoma City, OK",4255489,funnel-design-group,Advertising & Marketing,13,3430,24217,1,90.1989,38,5,OK,Funnel Design Group
3443,3443,Beaverton,Oregon,"Portland, OR",22533000,opus-events-agency,Advertising & Marketing,85,3465,24232,1,88.7977,10,5,OR,Opus Events Agency
3453,3453,Greenville,South Carolina,"Greenville-Mauldin-Easley, SC",2151489,worthwhile,Advertising & Marketing,25,3475,24235,1,88.3542,107,5,SC,Worthwhile
3466,3466,Columbus,Ohio,"Columbus, OH",4291531,skyline-exhibits-of-central-ohio,Advertising & Marketing,16,3488,24242,1,87.8565,19,5,OH,Skyline Exhibits of Central Ohio
3469,3469,Agoura Hills,California,Los Angeles,12957000,national-positions,Advertising & Marketing,128,3491,110,5,87.7826,2,5,CA,National Positions
3507,3507,San Diego,California,San Diego,4486731,rescue-|-the-behavior-change-agency,Advertising & Marketing,34,3529,1170,5,86.4996,11,5,CA,Rescue | The Behavior Change Agency
3526,3526,San Jose,California,San Jose,9811419,envision-technology-marketing-group,Advertising & Marketing,35,3548,7211,2,85.7053,20,5,CA,Envision Technology Marketing Group
3527,3527,New York,New York,New York City,4095411,influence-graphics,Advertising & Marketing,24,3549,20587,3,85.6999,9,5,NY,Influence Graphics
3529,3529,Austin,Texas,Austin,11676503,adlucent,Advertising & Marketing,83,3551,73,3,85.6514,18,5,TX,Adlucent
3533,3533,Winston-Salem,North Carolina,"Winston-Salem, NC",2587393,concinnity-marketing,Advertising & Marketing,25,3555,24259,1,85.5194,245,5,NC,Concinnity Marketing
3534,3534,Wayne,Nebraska,"Sioux City, IA-NE-SD",7300143,beck-ag,Advertising & Marketing,16,3556,6827,4,85.51100000000001,709,5,NE,Beck Ag
3550,3550,Farmington Hills,Michigan,Detroit,10877519,duffey-petrosky,Advertising & Marketing,75,3572,4114,5,85.0242,50,5,MI,Duffey Petrosky
3555,3555,Los Angeles,California,Los Angeles,12272538,sensis,Advertising & Marketing,39,3577,367,6,84.6921,2,5,CA,Sensis
3558,3558,Hillsboro,Oregon,"Portland, OR",31742385,pinnacle-exhibits,Advertising & Marketing,114,3580,24263,1,84.5675,10,5,OR,Pinnacle Exhibits
3564,3564,Seattle,Washington,Seattle,3740000,portent,Advertising & Marketing,38,3586,24266,1,84.2365,23,5,WA,Portent
3566,3566,Malvern,Pennsylvania,Philadelphia,26577575,stream-companies,Advertising & Marketing,85,3588,1158,7,84.2174,49,5,PA,Stream Companies
3568,3568,Jacksonville,Florida,"Jacksonville, FL",6032329,burdette-ketchum,Advertising & Marketing,26,3590,24268,1,84.1788,64,5,FL,Burdette Ketchum
3572,3572,New York,New York,New York City,5894145,post-beam,Advertising & Marketing,32,3594,24269,1,83.9763,9,5,NY,Post Beam
3580,3580,Chicago,Illinois,Chicago,12317385,opinionlab,Advertising & Marketing,75,3602,24273,1,83.7268,17,5,IL,OpinionLab
3609,3609,Glenview,Illinois,Chicago,12815885,dimension-design,Advertising & Marketing,92,3631,22498,2,82.5836,17,5,IL,Dimension Design
3633,3633,San Diego,California,San Diego,4098116,titan-seo,Advertising & Marketing,20,3655,22111,4,81.3846,11,5,CA,Titan SEO
3658,3658,Orinda,California,San Francisco,11146305,insight-resource-group,Advertising & Marketing,20,3681,17312,4,80.3434,4,5,CA,Insight Resource Group
3664,3664,Scottsdale,Arizona,Phoenix,11699136,eventpro-strategies,Advertising & Marketing,314,3687,4024,4,80.0682,46,5,AZ,EventPro Strategies
3671,3671,Chicago,Illinois,Chicago,10613142,dean-media-group,Advertising & Marketing,17,3694,17292,4,79.8095,17,5,IL,Dean Media Group
3672,3672,Allentown,Pennsylvania,"Allentown-Bethlehem-Easton, PA-NJ",2810736,liquid-interactive,Advertising & Marketing,35,3695,24295,1,79.8144,93,5,PA,Liquid Interactive
3687,3687,Oklahoma City,Oklahoma,"Oklahoma City, OK",4070590,saxum,Advertising & Marketing,28,3710,20480,3,79.1696,38,5,OK,Saxum
3689,3689,Newport Beach,California,Los Angeles,35971000,lifescript,Advertising & Marketing,71,3712,2672,7,79.1474,2,5,CA,Lifescript
3700,3700,Lanham,Maryland,"Washington, DC",100814903,hargrove,Advertising & Marketing,243,3723,24302,1,78.4607,3,5,MD,Hargrove
3709,3709,Minneapolis,Minnesota,Minneapolis,20579863,knock,Advertising & Marketing,51,3732,20039,3,78.1166,13,5,MN,KNOCK
3726,3726,Denver,Colorado,Denver,24497300,location3-media,Advertising & Marketing,72,3750,1415,7,77.494,30,5,CO,Location3 Media
3745,3745,Henderson,Nevada,"Las Vegas-Paradise, NV",8012912,panthera-interactive,Advertising & Marketing,13,3769,17487,4,76.874,57,5,NV,Panthera Interactive
3753,3753,St. Louis,Missouri,"St. Louis, MO-IL",48488867,switch,Advertising & Marketing,1430,3777,24315,1,76.561,74,5,MO,Switch
3769,3769,La Palma,California,Los Angeles,8224298,freddie-georges-production-group,Advertising & Marketing,24,3793,24321,1,76.0622,2,5,CA,Freddie Georges Production Group
3778,3778,Charlotte,North Carolina,Charlotte,3954021,concentric-marketing,Advertising & Marketing,22,3802,24325,1,75.4623,43,5,NC,Concentric Marketing
3786,3786,Escondido,California,San Diego,4115699,dynamicard-plastic-postcards-analytics,Advertising & Marketing,6,3810,24329,1,75.1498,11,5,CA,DynamiCard Plastic Postcards & Analytics
3787,3787,Tampa,Florida,Tampa,7760167,bayshore-solutions,Advertising & Marketing,53,3811,2208,5,75.0698,7,5,FL,Bayshore Solutions
3807,3807,San Francisco,California,San Francisco,2889744,img-business-solutions,Advertising & Marketing,11,3831,24335,1,74.2305,4,5,CA,IMG Business Solutions
3836,3836,McLean,Virginia,"Washington, DC",12268987,sage-communications,Advertising & Marketing,50,3860,24342,1,73.0782,3,5,VA,Sage Communications
3837,3837,Pleasant Ridge,Michigan,Detroit,65220508,eprize,Advertising & Marketing,400,3861,2745,9,73.0638,50,5,MI,HelloWorld
3853,3853,Cedar Falls,Iowa,"Waterloo-Cedar Falls, IA",52132605,mudd,Advertising & Marketing,259,3877,22776,2,72.2298,169,5,IA,Mudd
3855,3855,San Diego,California,San Diego,7242814,businessonline,Advertising & Marketing,37,3879,18504,4,72.182,11,5,CA,BusinessOnline
3862,3862,Chicago,Illinois,Chicago,15491000,imagination,Advertising & Marketing,90,3886,24343,1,71.8549,17,5,IL,Imagination
3864,3864,Virginia Beach,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",3750429,customer-magnetism,Advertising & Marketing,23,3888,20232,2,71.8281,15,5,VA,Customer Magnetism
3895,3895,Sterling Heights,Michigan,Detroit,18670309,mercury-promotions-fulfillment,Advertising & Marketing,50,3919,24355,1,70.5428,50,5,MI,Mercury Promotions & Fulfillment
3903,3903,Boulder,Colorado,"Boulder, CO",2141945,parallel-path,Advertising & Marketing,22,3927,24356,1,70.2437,31,5,CO,Parallel Path
3907,3907,Reston,Virginia,"Washington, DC",21834000,intermarkets,Advertising & Marketing,45,3931,1265,6,70.1527,3,5,VA,Intermarkets
3928,3928,Elmhurst,Illinois,Chicago,9225279,foodmix-marketing-communications,Advertising & Marketing,35,3952,24362,1,69.4938,17,5,IL,Foodmix Marketing Communications
3938,3938,Long Grove,Illinois,Chicago,19238284,dealer-product-services,Advertising & Marketing,150,3963,24369,1,69.0564,17,5,IL,Dealer Product Services
3944,3944,Milwaukee,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",76452469,ab-data,Advertising & Marketing,273,3969,24372,5,68.6414,27,5,WI,AB Data
3945,3945,Virginia Beach,Virginia,"Virginia Beach-Norfolk-Newport News, VA-NC",10247627,nexus-direct,Advertising & Marketing,31,3970,3667,3,68.5732,15,5,VA,Nexus Direct
3985,3985,Los Angeles,California,Los Angeles,99029626,evolve-media,Advertising & Marketing,348,4010,18337,4,67.1163,2,5,CA,Evolve Media
3995,3995,New York,New York,New York City,15019717,prosek-partners,Advertising & Marketing,62,4020,2717,5,66.7617,9,5,NY,Prosek Partners
3997,3997,Albuquerque,New Mexico,"Albuquerque, NM",2028400,griffin-associates,Advertising & Marketing,10,4022,6798,2,66.7039,66,5,NM,Griffin & Associates
4001,4001,El Segundo,California,Los Angeles,13857795,wpromote,Advertising & Marketing,85,4026,1990,7,66.4552,2,5,CA,Wpromote
4011,4011,Chicago,Illinois,Chicago,2700978,bfo,Advertising & Marketing,25,4036,21419,2,65.9962,17,5,IL,BFO
4017,4017,St. Petersburg,Florida,Tampa,17222322,kobie-marketing,Advertising & Marketing,85,4042,18579,4,65.8414,7,5,FL,Kobie Marketing
4020,4020,San Diego,California,San Diego,17429738,red-door-interactive,Advertising & Marketing,61,4045,1743,7,65.7007,11,5,CA,Red Door Interactive
4022,4022,Portland,Oregon,"Portland, OR",3669092,pcd-group,Advertising & Marketing,15,4047,2141,6,65.6841,10,5,OR,PCD Group
4045,4045,Knoxville,Tennessee,"Knoxville, TN",2000364,designsensory,Advertising & Marketing,21,4070,24395,1,64.7307,99,5,TN,DesignSensory
4061,4061,Brookfield,Wisconsin,"Milwaukee-Waukesha-West Allis, WI",37028000,bader-rutter,Advertising & Marketing,244,4086,24400,1,64.5396,27,5,WI,Bader Rutter
4063,4063,Reston,Virginia,"Washington, DC",9220282,merritt-group,Advertising & Marketing,40,4088,4043,7,64.5118,3,5,VA,Merritt Group
4073,4073,Denver,Colorado,Denver,4488500,90octane,Advertising & Marketing,47,4098,1671,5,64.1434,30,5,CO,90octane
4077,4077,Boston,Massachusetts,Boston,28734462,amp-agency,Advertising & Marketing,92,4102,22199,2,64.0754,6,5,MA,AMP Agency
4109,4109,Grand Prairie,Texas,Dallas,7767000,skyline-exhibits-events-dallasfort-worth-tx,Advertising & Marketing,29,4135,18633,4,63.138000000000005,8,5,TX,"Skyline Exhibits & Events (Dallas/Fort Worth, TX)"
4134,4134,Loveland,Colorado,"Fort Collins-Loveland, CO",22009032,vision-graphics,Advertising & Marketing,127,4160,24419,1,62.1682,120,5,CO,Vision Graphics
4140,4140,Westbury,New York,New York City,13187245,motivatorscom,Advertising & Marketing,55,4166,1423,6,62.0012,9,5,NY,Motivators.com
4150,4150,Columbus,Ohio,"Columbus, OH",6812000,proforma-graphic-services,Advertising & Marketing,19,4176,22626,2,61.69,19,5,OH,Proforma Graphic Services
4161,4161,Lafayette,California,San Francisco,10521368,krt-marketing,Advertising & Marketing,18,4187,24424,1,61.2071,4,5,CA,KRT Marketing
4174,4174,St. Simons Island,Georgia,"Brunswick, GA",9366862,jda,Advertising & Marketing,24,4200,24428,1,60.9596,556,5,GA,Joseph David Advertising
4183,4183,Gaithersburg,Maryland,"Washington, DC",2484022,sonic-promos,Advertising & Marketing,12,4209,22386,2,60.5703,3,5,MD,Sonic Promos
4190,4190,Des Moines,Iowa,"Des Moines-West Des Moines, IA",4540855,lessing-flynn-advertising,Advertising & Marketing,16,4216,24431,1,60.3896,161,5,IA,Lessing-Flynn Advertising
4196,4196,Red Bank,New Jersey,New York City,22745474,v12-group,Advertising & Marketing,82,4222,17938,4,60.1035,9,5,NJ,V12 Group
