,AGENCY-COMPANY,HEADQUARTERS,2012-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
91,Goodness Mfg./Trailer Park,Los Angeles,9850000,8.2,Goodness Mfg./Trailer Park,Independent
92,CatapultRPM* [Alliance Data Systems Corp.],"Westport, Conn.",9814200,7.7,CatapultRPM* ,Alliance Data Systems Corp.
93,Octagon* [Interpublic],"Norwalk, Conn.",9730800,11.0,Octagon* ,Interpublic
94,Initiative* [Interpublic],New York,9447200,0.8,Initiative* ,Interpublic
95,MRY* [Publicis],New York,9400000,18.3,MRY* ,Publicis
96,Roundarch Isobar* [Dentsu],Chicago,9340000,16.3,Roundarch Isobar* ,Dentsu
97,KBS+* [MDC Partners],New York,9332200,2.0,KBS+* ,MDC Partners
98,Critical Mass* [Omnicom],Chicago,9300000,1.1,Critical Mass* ,Omnicom
99,Sudler & Hennessey* [WPP],New York,9300000,1.1,Sudler & Hennessey* ,WPP
100,McMurry/TMG,New York,9095400,18.4,McMurry/TMG,Independent
101,Hawkeye [Hawkeye Group],Dallas,9053000,6.0,Hawkeye ,Hawkeye Group
102,Doner* [MDC Partners],"Southfield, Mich.",9000200,,Doner* ,MDC Partners
103,Possible* [WPP],New York,9000000,7.0,Possible* ,WPP
104,Porter Novelli* [Omnicom],New York,8783400,0.0,Porter Novelli* ,Omnicom
105,Huge* [Interpublic],"Brooklyn, N.Y.",8726300,16.2,Huge* ,Interpublic
106,Ansira,St. Louis,8619600,9.4,Ansira,Independent
107,Havas Media* [Havas],New York,8550000,7.8,Havas Media* ,Havas
108,PHD* [Omnicom],New York,8474800,11.6,PHD* ,Omnicom
109,TMP Worldwide Advertising & Communications [TMP Worldwide],New York,8440700,5.7,TMP Worldwide Advertising & Communications ,TMP Worldwide
110,OMG Entertainment & Sports* [Omnicom],New York,8409400,4.5,OMG Entertainment & Sports* ,Omnicom
111,Olson,Minneapolis,8321200,0.5,Olson,Independent
112,Targetbase* [Omnicom],"Irving, Texas",8243200,0.2,Targetbase* ,Omnicom
113,Landor Associates* [WPP],San Francisco,8100000,1.3,Landor Associates* ,WPP
114,MediaWhiz [Matomy Media Group],New York,7961900,-30.3,MediaWhiz ,Matomy Media Group
115,Derse*,Milwaukee,7791900,28.5,Derse*,Independent
116,Brunswick Group*,London,7610000,7.9,Brunswick Group*,Independent
117,Cohn & Wolfe* [WPP],New York,7600000,1.5,Cohn & Wolfe* ,WPP
118,Apco Worldwide,Washington,7525500,3.2,Apco Worldwide,Independent
119,SourceLink,"Itasca, Ill.",7510000,10.9,SourceLink,Independent
120,AbelsonTaylor,Chicago,7436800,-4.0,AbelsonTaylor,Independent
121,Moxie* [Publicis],Atlanta,7130000,-0.3,Moxie* ,Publicis
122,Brierley & Partners* [WPP],"Plano, Texas",7000000,16.7,Brierley & Partners* ,WPP
123,Match Marketing Group,"Mississauga, Ontario",6725000,17.0,Match Marketing Group,Independent
124,GSD&M* [Omnicom],"Austin, Texas",6700000,-1.5,GSD&M* ,Omnicom
125,22squared,Atlanta,6665700,3.1,22squared,Independent
126,FTI Consulting* (Strategic Communications),New York,6635100,-7.5,FTI Consulting* (Strategic Communications),Independent
127,ePrize,"Pleasant Ridge, Mich.",6522100,21.3,ePrize,Independent
128,Group360 Worldwide,St. Louis,6500000,44.4,Group360 Worldwide,Independent
129,Parago,"Lewisville, Texas",6409700,2.6,Parago,Independent
130,GlobalHue*,"Southfield, Mich.",6392500,-2.1,GlobalHue*,Independent
131,Team Enterprises* [MDC Partners],"Fort Lauderdale, Fla.",6360000,6.0,Team Enterprises* ,MDC Partners
132,Maxus* [WPP],New York,6333800,85.0,Maxus* ,WPP
133,CAHG* [Omnicom],Chicago,6300000,-5.3,CAHG* ,Omnicom
134,Harrison & Star* [Omnicom],New York,6285200,-2.1,Harrison & Star* ,Omnicom
135,Team One* [Publicis],"El Segundo, Calif.",6247700,7.0,Team One* ,Publicis
136,Klick Health [Klick Inc.],Toronto,6242500,26.9,Klick Health ,Klick Inc.
137,iProspect* [Dentsu],Boston,6240000,6.3,iProspect* ,Dentsu
138,Resource,"Columbus, Ohio",6200000,3.3,Resource,Independent
139,Glover Park Group* [WPP],Washington,6193400,3.2,Glover Park Group* ,WPP
140,ICC Lowe* [Interpublic],"Parsippany, N.J.",6130000,-8.0,ICC Lowe* ,Interpublic
141,Optimedia International U.S.* [Publicis],New York,6120000,27.5,Optimedia International U.S.* ,Publicis
142,DDB Health/DDB Remedy* [Omnicom],New York,6000000,0.0,DDB Health/DDB Remedy* ,Omnicom
143,Huntsworth Health* [Huntsworth],"Yardley, Pa.",5978800,14.6,Huntsworth Health* ,Huntsworth
144,TBA Global,New York,5900000,13.5,TBA Global,Independent
145,Merkley & Partners* [Omnicom],New York,5880000,12.0,Merkley & Partners* ,Omnicom
146,Global Experience Specialists* [Viad Corp.],Las Vegas,5870000,2.3,Global Experience Specialists* ,Viad Corp.
147,PureRed,"Stone Mountain, Ga.",5868600,14.0,PureRed,Independent
148,Blast Radius* [WPP],New York,5800000,1.0,Blast Radius* ,WPP
149,Saatchi & Saatchi Health & Wellness* [Publicis],New York,5800000,-17.7,Saatchi & Saatchi Health & Wellness* ,Publicis
150,Periscope,Minneapolis,5787200,12.4,Periscope,Independent
151,Siegel & Gale* [Omnicom],New York,5774300,1.7,Siegel & Gale* ,Omnicom
152,Tribal Worldwide* [Omnicom],New York,5757300,4.5,Tribal Worldwide* ,Omnicom
153,W2O Group,San Francisco,5609700,26.1,W2O Group,Independent
154,Rauxa*,"Costa Mesa, Calif.",5533600,30.1,Rauxa*,Independent
155,PlattForm Advertising,"Lenexa, Kan.",5456900,,PlattForm Advertising,Independent
156,Pacific Communications,"Costa Mesa, Calif.",5352000,8.6,Pacific Communications,Independent
157,VivaKi* [Publicis],Chicago,5302500,,VivaKi* ,Publicis
158,Moroch Partners,Dallas,5290600,14.5,Moroch Partners,Independent
159,GMMB* [Omnicom],Washington,5200000,26.8,GMMB* ,Omnicom
160,Javelin Marketing Group* [Omnicom],"Irving, Texas",5200000,4.0,Javelin Marketing Group* ,Omnicom
161,OgilvyAction* [WPP],New York,5140000,6.9,OgilvyAction* ,WPP
162,Intouch Solutions,"Overland Park, Kan.",5118800,30.7,Intouch Solutions,Independent
163,OMG Outdoor Media Group* [Omnicom],New York,5040000,4.5,OMG Outdoor Media Group* ,Omnicom
164,Ivie & Associates,"Flower Mound, Texas",5038000,19.5,Ivie & Associates,Independent
165,72andSunny Partners* [MDC Partners],Los Angeles,5035600,65.5,72andSunny Partners* ,MDC Partners
166,R2C Group,"Portland, Ore.",4655800,-5.7,R2C Group,Independent
167,R&R Partners,Las Vegas,4649400,13.0,R&R Partners,Independent
168,Campbell Mithun* [Interpublic],Minneapolis,4600000,,Campbell Mithun* ,Interpublic
169,Havas PR* [Havas],New York,4599000,2.2,Havas PR* ,Havas
170,MWW Group,"East Rutherford, N.J.",4590800,11.3,MWW Group,Independent
171,Publicis Life Brands Medicus* [Publicis],New York,4500000,-26.2,Publicis Life Brands Medicus* ,Publicis
172,Marketing Store,Chicago,4482200,-18.6,Marketing Store,Independent
173,Wasserman Media Group*,Los Angeles,4375300,11.0,Wasserman Media Group*,Independent
174,Neo@Ogilvy* [WPP],New York,4370000,-11.2,Neo@Ogilvy* ,WPP
175,Bernstein-Rein Advertising,"Kansas City, Mo.",4302600,-0.2,Bernstein-Rein Advertising,Independent
176,Russ Reid Co.* [Omnicom],"Pasadena, Calif.",4232000,7.1,Russ Reid Co.* ,Omnicom
177,CementBloc,New York,4160000,-1.5,CementBloc,Independent
178,MKTG,New York,4158100,12.8,MKTG,Independent
179,Band Digital*,Chicago,4121000,0.0,Band Digital*,Independent
180,U.S. International Media*,Los Angeles,4116300,7.1,U.S. International Media*,Independent
181,Paradysz,New York,4104300,8.5,Paradysz,Independent
182,BFG Communications,"Bluffton, S.C.",4103300,11.6,BFG Communications,Independent
183,AgencyRx* [Omnicom],New York,4100000,-2.4,AgencyRx* ,Omnicom
184,Carmichael Lynch* [Interpublic],Minneapolis,4100000,,Carmichael Lynch* ,Interpublic
185,GHG* [WPP],New York,4100000,-8.5,GHG* ,WPP
186,Grayling* [Huntsworth],London,4088000,-12.9,Grayling* ,Huntsworth
187,Fallon* [Publicis],Minneapolis,4047900,-10.3,Fallon* ,Publicis
188,Performics* [Publicis],Chicago,4046000,19.0,Performics* ,Publicis
189,Kekst & Co.* [Publicis],New York,4031900,,Kekst & Co.* ,Publicis
190,Water Cooler Group*,"Norwalk, Conn.",4000000,,Water Cooler Group*,Independent
