,AGENCY-COMPANY,HEADQUARTERS,2014-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
403,GlobalWorks Group*,New York,"17,000",13.3,GlobalWorks Group*,Independent
405,Peppercomm,New York,"16,958",-3.9,Peppercomm,Independent
433,Chandelier Creative,New York,"15,000",7.1,Chandelier Creative,Independent
444,Makovsky,New York,"14,500",1.8,Makovsky,Independent
456,Lippe Taylor*,New York,"14,088",9.7,Lippe Taylor*,Independent
460,LaForce & Stevens,New York,"14,000",0.0,LaForce & Stevens,Independent
476,Badger & Winters,New York,"13,459",46.0,Badger & Winters,Independent
478,Tenthwave Digital,New York,"13,400",-2.3,Tenthwave Digital,Independent
485,Bodden Partners,New York,"13,097",7.9,Bodden Partners,Independent
486,Modco Group,New York,"13,086",1.2,Modco Group,Independent
497,Civic Entertainment Group*,New York,"12,875",17.0,Civic Entertainment Group*,Independent
498,Rain,New York,"12,800",-1.5,Rain,Independent
501,RF Binder Partners,New York,"12,700",2.7,RF Binder Partners,Independent
507,Prime Access,New York,"12,500",19.0,Prime Access,Independent
509,True North,New York,"12,442",5.3,True North,Independent
510,Sullivan*,New York,"12,274",8.2,Sullivan*,Independent
521,Sub Rosa,New York,"11,585",-16.1,Sub Rosa,Independent
537,Admerasia,New York,"11,000",4.8,Admerasia,Independent
539,Broadstreet Productions,New York,"10,986",-2.4,Broadstreet Productions,Independent
544,Kaplow Communications*,New York,"10,869",0.0,Kaplow Communications*,Independent
545,InVnt,New York,"10,812",32.5,InVnt,Independent
550,Fly Communications,New York,"10,500",10.5,Fly Communications,Independent
576,D Exposito & Partners,New York,"9,458",15.0,D Exposito & Partners,Independent
577,Seiden Group,New York,"9,450",1.6,Seiden Group,Independent
608,Corinthian Media*,New York,"8,446",0.0,Corinthian Media*,Independent
613,Digital Pulp,New York,"8,300",10.7,Digital Pulp,Independent
614,Strikeforce Communications,New York,"8,300",3.8,Strikeforce Communications,Independent
623,Brooklyn Brothers,New York,"8,000",42.9,Brooklyn Brothers,Independent
626,DeSantis Breindel*,New York,"7,845",3.2,DeSantis Breindel*,Independent
650,Stein IAS,New York,"7,100",22.4,Stein IAS,Independent
651,MBLM Advertising,New York,"7,100",-13.4,MBLM Advertising,Independent
652,Underscore Marketing,New York,"7,005",62.7,Underscore Marketing,Independent
660,Allscope Direct*,New York,"6,815",-4.3,Allscope Direct*,Independent
673,Mirrorball,New York,"6,400",5.8,Mirrorball,Independent
674,KraftWorks NYC,New York,"6,400",1.2,KraftWorks NYC,Independent
677,BoomBox*,New York,"6,255",-26.4,BoomBox*,Independent
686,Barker/DZP,New York,"6,027",-4.1,Barker/DZP,Independent
692,Triptent,New York,"6,000",20.0,Triptent,Independent
706,Cheil Worldwide,New York,"5,770",-10.0,Cheil Worldwide,Independent
715,Safari Sundays,New York,"5,548",9.5,Safari Sundays,Independent
722,Della Femina Advertising*,New York,"5,400",-34.9,Della Femina Advertising*,Independent
733,AY Digital,New York,"5,200",-7.1,AY Digital,Independent
740,SMA NYC*,New York,"5,100",0.0,SMA NYC*,Independent
743,Pedone & Partners,New York,"5,000",,Pedone & Partners,Independent
752,CooperKatz & Co.,New York,"4,791",7.3,CooperKatz & Co.,Independent
795,Ready Set Rocket,New York,"4,010",30.6,Ready Set Rocket,Independent
796,L3 Advertising,New York,"4,000",-20.0,L3 Advertising,Independent
837,Grok,New York,"3,200",-17.9,Grok,Independent
848,Goldin Solutions*,New York,"3,000",20.0,Goldin Solutions*,Independent
870,Renegade,New York,"2,600",30.0,Renegade,Independent
872,Ventura Associates International,New York,"2,520",-3.7,Ventura Associates International,Independent
894,Reflex Group,New York,"2,000",42.9,Reflex Group,Independent
914,Holtzman Communications,New York,"1,500",,Holtzman Communications,Independent
930,Munn Rabot,New York,"1,095",15.8,Munn Rabot,Independent
947,Hudson Media Services,New York,355,7.6,Hudson Media Services,Independent
