,AGENCY-COMPANY,HEADQUARTERS,2015-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
93,Trailer Park [Engine Group],Los Angeles,123000000,7.0,Trailer Park ,Engine Group
94,Jack Morton Worldwide* [Interpublic],Boston,122180000,-3.3,Jack Morton Worldwide ,Interpublic
95,Ogilvy Public Relations* [WPP],New York,121000000,4.9,Ogilvy Public Relations ,WPP
96,Critical Mass* [Omnicom],"Calgary, Canada",121000000,17.5,Critical Mass ,Omnicom
97,GHG/GreyHealth Group* [WPP],New York,120000000,10.0,GHG/GreyHealth Group ,WPP
98,Gyro*,New York,117000000,2.6,Gyro,Independent
99,KBS* [MDC Partners],New York,115154000,11.0,KBS ,MDC Partners
100,Digitas Health LifeBrands* [Publicis],Philadelphia,115000000,0.0,Digitas Health LifeBrands ,Publicis
101,RPA,"Santa Monica, Calif.",113000000,7.6,RPA,Independent
102,CDM New York* [Omnicom],New York,112326000,10.0,CDM New York ,Omnicom
103,Moxie* [Publicis],Atlanta,110247000,-8.9,Moxie ,Publicis
104,Assembly* [MDC Partners],New York,110175000,12.0,Assembly ,MDC Partners
105,Initiative* [Interpublic],New York,109721000,5.0,Initiative ,Interpublic
106,Klick,Toronto,109152000,8.1,Klick,Independent
107,McCann Health* [Interpublic],New York,108624000,14.1,McCann Health ,Interpublic
108,TBWA/WorldHealth* [Omnicom],New York,108078000,-1.1,TBWA/WorldHealth ,Omnicom
109,Isobar* [Dentsu],London,107010000,23.0,Isobar ,Dentsu
110,Campbell Ewald* [Interpublic],Detroit,103767000,-8.5,Campbell Ewald ,Interpublic
111,Sudler & Hennessey* [WPP],New York,103430000,6.6,Sudler & Hennessey ,WPP
112,Arnold Worldwide* [Havas],Boston,102500000,7.9,Arnold Worldwide ,Havas
113,Intouch Solutions,"Overland Park, Kan.",101765000,32.5,Intouch Solutions,Independent
114,"Goodby, Silverstein & Partners* [Omnicom]",San Francisco,99607000,-8.3,"Goodby, Silverstein & Partners ",Omnicom
115,Harrison & Star* [Omnicom],New York,96684000,8.5,Harrison & Star ,Omnicom
116,Cohn & Wolfe* [WPP],New York,96423000,16.3,Cohn & Wolfe ,WPP
117,TracyLocke* [Omnicom],Dallas,96252000,0.7,TracyLocke ,Omnicom
118,Doner* [MDC Partners],"Southfield, Mich.",95475000,-8.6,Doner ,MDC Partners
119,PHD* [Omnicom],New York,95340000,0.0,PHD ,Omnicom
120,iProspect* [Dentsu],Boston,94726000,-2.0,iProspect ,Dentsu
121,Derse*,Milwaukee,94478000,2.5,Derse,Independent
122,Team One* [Publicis],Los Angeles,92466000,14.0,Team One ,Publicis
123,Huntsworth Health* [Huntsworth],"Yardley, Pa.",92065000,24.1,Huntsworth Health ,Huntsworth
124,TMP Worldwide Advertising & Communications,New York,91816000,6.1,TMP Worldwide Advertising & Communications,Independent
125,Innocean Worldwide,"Huntington Beach, Calif.",91270000,4.6,Innocean Worldwide,Independent
126,Group360 Worldwide*,St. Louis,90000000,12.5,Group360 Worldwide,Independent
127,W2O Group,San Francisco,88468000,16.9,W2O Group,Independent
128,Brunswick Group*,London,88250000,25.0,Brunswick Group,Independent
129,EPAM Systems,"Newtown, Pa.",85754000,15.9,EPAM Systems,Independent
130,Javelin Marketing Group* [Omnicom],"Irving, Texas",85450000,6.7,Javelin Marketing Group ,Omnicom
131,Wasserman Media Group*,Los Angeles,85280000,19.6,Wasserman Media Group,Independent
132,Targetbase* [Omnicom],"Irving, Texas",84117000,0.7,Targetbase ,Omnicom
133,MRY* [Publicis],New York,84000000,-16.0,MRY ,Publicis
134,GSD&M* [Omnicom],"Austin, Texas",83050000,-1.0,GSD&M ,Omnicom
135,Spark* [Publicis],Chicago,82777000,17.6,Spark ,Publicis
136,Global Experience Specialists* [Viad Corp.],Las Vegas,82520000,-0.5,Global Experience Specialists ,Viad Corp.
137,Mirum* [WPP],New York,82251000,9.7,Mirum ,WPP
138,Porter Novelli* [Omnicom],New York,81893000,-0.6,Porter Novelli ,Omnicom
139,MKTG* [Dentsu],New York,81615000,10.0,MKTG ,Dentsu
140,WE Communications,"Bellevue, Wash.",80044000,-8.6,WE Communications,Independent
141,Landor* [WPP],San Francisco,80000000,3.7,Landor ,WPP
142,Blast Radius* [WPP],"Vancouver, British Columbia",79943000,4.5,Blast Radius ,WPP
143,Resolution Media* [Omnicom],Chicago,78412000,30.3,Resolution Media ,Omnicom
144,22squared,Atlanta,76646000,2.0,22squared,Independent
145,Periscope,Minneapolis,74380000,7.0,Periscope,Independent
146,VSA Partners,Chicago,73769000,-7.6,VSA Partners,Independent
147,Ivie & Associates,"Flower Mound, Texas",72809000,26.0,Ivie & Associates,Independent
148,SourceLink,"Itasca, Ill.",72800000,9.0,SourceLink,Independent
149,AbelsonTaylor,Chicago,72092000,13.2,AbelsonTaylor,Independent
150,Merkley & Partners* [Omnicom],New York,71000000,6.2,Merkley & Partners ,Omnicom
151,OMG Outdoor Media Group* [Omnicom],New York,70102000,8.1,OMG Outdoor Media Group ,Omnicom
152,HelloWorld*,"Southfield, Mich.",70000000,0.0,HelloWorld,Independent
153,Optimedia International U.S.* [Publicis],New York,69791000,12.8,Optimedia International U.S. ,Publicis
154,FTI Consulting (Strategic Communications)*,New York,67828000,5.6,FTI Consulting (Strategic Communications),Independent
155,SMG Performance Marketing* [Publicis],Chicago,67038000,11.8,SMG Performance Marketing ,Publicis
156,Finn Partners,New York,66634000,5.5,Finn Partners,Independent
157,Apco Worldwide,Washington,66152000,-4.2,Apco Worldwide,Independent
158,DDB Health/DDB Remedy* [Omnicom],New York,66037000,8.5,DDB Health/DDB Remedy ,Omnicom
159,Marketing Store,Chicago,65897000,14.6,Marketing Store,Independent
160,Team* [MDC Partners],"Fort Lauderdale, Fla.",65000000,0.0,Team ,MDC Partners
161,Tribal Worldwide* [Omnicom],New York,64900000,9.1,Tribal Worldwide ,Omnicom
162,PMK-BNC* [Interpublic],"West Hollywood, Calif.",63503000,15.5,PMK-BNC ,Interpublic
163,PureRed,"Stone Mountain, Ga.",63153000,15.9,PureRed,Independent
164,Anomaly* [MDC Partners],New York,62343000,21.0,Anomaly ,MDC Partners
165,Glover Park Group* [WPP],Washington,61934000,0.0,Glover Park Group ,WPP
166,Saatchi & Saatchi Wellness* [Publicis],New York,61905000,19.0,Saatchi & Saatchi Wellness ,Publicis
167,Moroch Partners,Dallas,61519000,11.6,Moroch Partners,Independent
168,Neo@Ogilvy* [WPP],New York,61164000,19.4,Neo@Ogilvy ,WPP
169,Acronym,New York,60850000,21.2,Acronym,Independent
170,Siegel & Gale* [Omnicom],New York,59504000,19.0,Siegel & Gale ,Omnicom
171,Performics* [Publicis],Chicago,58460000,20.0,Performics ,Publicis
172,Code and Theory,New York,58000000,,Code and Theory,Independent
173,Allen & Gerritsen,Boston,57436000,0.0,Allen & Gerritsen,Independent
174,CDMiConnect* [Omnicom],New York,56591000,12.1,CDMiConnect ,Omnicom
175,Rauxa,"Costa Mesa, Calif.",56460000,-5.3,Rauxa,Independent
176,ICR,New York,56209000,10.8,ICR,Independent
177,Havas PR* [Havas],New York,55800000,,Havas PR ,Havas
178,Mars Agency,"Southfield, Mich.",55009000,1.4,Mars Agency,Independent
179,Rockfish* [WPP],"Rogers, Ark.",55000000,41.0,Rockfish ,WPP
180,Deep Focus [Engine Group],New York,54783000,19.2,Deep Focus ,Engine Group
181,MWWPR*,New York,54000000,0.9,MWWPR,Independent
182,Marketing Werks*,Chicago,53976000,-11.1,Marketing Werks,Independent
183,Barkley,"Kansas City, Mo.",53790000,15.6,Barkley,Independent
184,Fusion Marketing,St. Louis,53600000,7.2,Fusion Marketing,Independent
185,TPN* [Omnicom],Dallas,53370000,7.8,TPN ,Omnicom
186,Sard Verbinnen & Co.*,New York,51830000,8.9,Sard Verbinnen & Co.,Independent
187,Healthcare Consultancy Group* [Omnicom],New York,51232000,5.7,Healthcare Consultancy Group ,Omnicom
188,Essence* [WPP],London,50903000,32.2,Essence ,WPP
189,Paradysz & PM Digital,New York,50202000,9.5,Paradysz & PM Digital,Independent
190,Brierley & Partners*,"Plano, Texas",50000000,11.1,Brierley & Partners,Independent
191,Publicis Life Brands Medicus* [Publicis],New York,50000000,0.0,Publicis Life Brands Medicus ,Publicis
192,Impact XM,"Dayton, N.J.",49620000,6.9,Impact XM,Independent
193,GMMB* [Omnicom],Washington,49500000,-10.0,GMMB ,Omnicom
194,R&R Partners,Las Vegas,49040000,-0.3,R&R Partners,Independent
195,Russ Reid Co.* [Omnicom],"Pasadena, Calif.",48784000,0.7,Russ Reid Co. ,Omnicom
196,Ackerman McQueen,Oklahoma City,48074000,2.5,Ackerman McQueen,Independent
197,Carmichael Lynch* [Interpublic],Minneapolis,47783000,8.5,Carmichael Lynch ,Interpublic
198,DKC,New York,46950000,13.1,DKC,Independent
199,Ruder Finn*,New York,46400000,0.1,Ruder Finn,Independent
200,R2C Group,"Portland, Ore.",45800000,3.5,R2C Group,Independent
201,M&C Saatchi,London,45333000,81.3,M&C Saatchi,Independent
202,Publicis Health Media* [Publicis],Philadelphia,45000000,50.0,Publicis Health Media ,Publicis
203,Kobie Marketing,"St. Petersburg, Fla.",45000000,77.6,Kobie Marketing,Independent
204,Media Storm*,"Norwalk, Conn.",44506000,0.0,Media Storm,Independent
205,U.S. International Media*,Los Angeles,44036000,0.9,U.S. International Media,Independent
206,GlobalHue*,"Southfield, Mich.",43946000,-13.5,GlobalHue,Independent
207,Sandbox Group,Chicago,43876000,18.7,Sandbox Group,Independent
208,Allied Integrated Marketing*,"Cambridge, Mass.",43741000,7.9,Allied Integrated Marketing,Independent
209,Magna Global* [Interpublic],New York,43734000,15.0,Magna Global ,Interpublic
210,Vizeum* [Dentsu],New York,43312000,45.0,Vizeum ,Dentsu
211,Pepperjam,"Wilkes-Barre, Pa.",42300000,,Pepperjam,Independent
212,BVK,Milwaukee,42250000,10.0,BVK,Independent
213,Ayzenberg Group,"Pasadena, Calif.",42050000,31.4,Ayzenberg Group,Independent
214,The Bloc,New York,41726000,-8.1,The Bloc,Independent
215,Didit,"Mineola, N.Y.",41478000,32.5,Didit,Independent
216,Marc USA [Eastport Holdings],Pittsburgh,41207000,-5.1,Marc USA ,Eastport Holdings
217,Allison & Partners* [MDC Partners],San Francisco,41000000,29.2,Allison & Partners ,MDC Partners
218,Sparks*,Philadelphia,40872000,4.2,Sparks,Independent
219,EG+ Worldwide* [Omnicom],"Long Beach, Calif.",40597000,0.7,EG+ Worldwide ,Omnicom
220,Finsbury* [WPP],New York,40000000,0.8,Finsbury ,WPP
221,CMI/Compas*,"King of Prussia, Pa.",39552000,32.3,CMI/Compas,Independent
222,Greater Than One,New York,39200000,35.0,Greater Than One,Independent
223,HackerAgency* [Interpublic],Seattle,38792000,4.2,HackerAgency ,Interpublic
224,FutureBrand* [Interpublic],London,38534000,13.3,FutureBrand ,Interpublic
225,Colle & McVoy* [MDC Partners],Minneapolis,38500000,1.3,Colle & McVoy ,MDC Partners
226,Discovery USA* [Publicis],Chicago,38000000,0.0,Discovery USA ,Publicis
227,Big Fuel Communications* [Publicis],New York,37553000,2.4,Big Fuel Communications ,Publicis
228,David & Goliath,"El Segundo, Calif.",37400000,11.3,David & Goliath,Independent
229,Bartle Bogle Hegarty* [Publicis],London,37246000,0.0,Bartle Bogle Hegarty ,Publicis
230,Razorfish Health* [Publicis],New York,37000000,-7.5,Razorfish Health ,Publicis
231,Mercury Media*,"Santa Monica, Calif.",36380000,0.0,Mercury Media,Independent
232,McKinney [Cheil Worldwide],"Durham, N.C.",36200000,6.8,McKinney ,Cheil Worldwide
233,CMD,"Portland, Ore.",36148000,10.6,CMD,Independent
234,Venables Bell & Partners,San Francisco,36000000,-7.7,Venables Bell & Partners,Independent
235,Eric Mower & Associates,"Syracuse, N.Y.",35791000,-1.3,Eric Mower & Associates,Independent
236,PadillaCRT,Minneapolis,35670000,7.4,PadillaCRT,Independent
237,Anderson Direct & Digital,"Poway, Calif.",35608000,4.7,Anderson Direct & Digital,Independent
238,Marina Maher Communications* [Omnicom],New York,35512000,0.6,Marina Maher Communications ,Omnicom
239,Cramer,"Norwood, Mass.",35500000,36.5,Cramer,Independent
240,AgencyRx* [Omnicom],New York,35499000,-23.7,AgencyRx ,Omnicom
241,Zeno Group [DJE Holdings],New York,35421000,25.2,Zeno Group ,DJE Holdings
242,Knock,Minneapolis,35274000,13.3,Knock,Independent
243,Doremus* [Omnicom],New York,35231000,3.4,Doremus ,Omnicom
244,Saatchi & Saatchi X* [Publicis],"Springdale, Ark.",35022000,2.4,Saatchi & Saatchi X ,Publicis
245,Swirl*,San Francisco,35000000,16.1,Swirl,Independent
246,Mother New York [Mother Holdings],New York,35000000,6.1,Mother New York ,Mother Holdings
247,Kinetic* [WPP],New York,34805000,2.5,Kinetic ,WPP
248,MCD Partners [M&C Saatchi],New York,34750000,6.9,MCD Partners ,M&C Saatchi
249,Bader Rutter & Associates,"Brookfield, Wis.",34668000,-3.2,Bader Rutter & Associates,Independent
250,Concentric Health Experience* [MDC Partners],New York,34660000,43.1,Concentric Health Experience ,MDC Partners
251,MMGY Global,"Kansas City, Mo.",34493000,6.2,MMGY Global,Independent
252,Matomy* [Matomy Media Group],"Tel Aviv, Israel",34232000,3.5,Matomy ,Matomy Media Group
253,Grizzard Communications Group* [Omnicom],Atlanta,33975000,0.0,Grizzard Communications Group ,Omnicom
254,Bernstein-Rein Advertising,"Kansas City, Mo.",33867000,-9.7,Bernstein-Rein Advertising,Independent
255,R2integrated,Baltimore,33654000,18.4,R2integrated,Independent
256,Wire Stone,San Francisco,33500000,14.2,Wire Stone,Independent
257,BFG Communications,"Bluffton, S.C.",33453000,-18.5,BFG Communications,Independent
258,Lopez Negrete Communications,Houston,33438000,-21.0,Lopez Negrete Communications,Independent
259,Brodeur Partners*,Boston,33354000,0.0,Brodeur Partners,Independent
260,Translation*,New York,33169000,-8.7,Translation,Independent
261,Giant Creative Strategy,San Francisco,33000000,-29.8,Giant Creative Strategy,Independent
262,Laughlin Constable,Chicago,32900000,15.4,Laughlin Constable,Independent
263,Conill* [Publicis],"El Segundo, Calif.",32853000,-4.8,Conill ,Publicis
264,Fallon* [Publicis],Minneapolis,32852000,5.0,Fallon ,Publicis
265,Lewis,San Francisco,32845000,17.7,Lewis,Independent
266,Adcom Group,Cleveland,32811000,-7.1,Adcom Group,Independent
267,180 Amsterdam/180LA* [Omnicom],Amsterdam,32724000,15.0,180 Amsterdam/180LA ,Omnicom
268,Alma* [Omnicom],Miami,32677000,15.0,Alma ,Omnicom
269,Tukaiz,"Franklin Park, Ill.",32563000,-24.0,Tukaiz,Independent
270,CDM Princeton* [Omnicom],"Princeton, N.J.",31422000,0.0,CDM Princeton ,Omnicom
271,Davis Elen Advertising,Los Angeles,31297000,3.2,Davis Elen Advertising,Independent
272,Fahlgren Mortine,"Columbus, Ohio",31189000,5.1,Fahlgren Mortine,Independent
273,CCG Marketing Solutions*,"West Caldwell, N.J.",31000000,0.0,CCG Marketing Solutions,Independent
274,Healthwork* [Omnicom],New York,31000000,,Healthwork ,Omnicom
275,Orion Holdings* [Interpublic],New York,30392000,2.0,Orion Holdings ,Interpublic
276,Pop* [Advance Publications],Seattle,30364000,-8.5,Pop ,Advance Publications
277,Bravo Group* [WPP],Miami,30270000,-5.4,Bravo Group ,WPP
278,Grayling* [Huntsworth],London,30251000,-19.8,Grayling ,Huntsworth
279,T3,"Austin, Texas",30204000,-0.6,T3,Independent
280,Mekanism,San Francisco,30193000,20.0,Mekanism,Independent
281,LatinWorks* [Omnicom],"Austin, Texas",30119000,-16.4,LatinWorks ,Omnicom
282,WongDoody,Seattle,30000000,0.0,WongDoody,Independent
283,Heartbeat Ideas* [Publicis],New York,30000000,50.0,Heartbeat Ideas ,Publicis
284,ID Media* [Interpublic],New York,29960000,7.0,ID Media ,Interpublic
285,Blue State Digital* [WPP],New York,29856000,6.6,Blue State Digital ,WPP
286,Fitch* [WPP],London,29599000,6.6,Fitch ,WPP
287,Firstborn* [Dentsu],New York,29535000,1.0,Firstborn ,Dentsu
288,Eleven,San Francisco,29305000,-3.9,Eleven,Independent
289,Women's Marketing,"Westport, Conn.",29000000,,Women's Marketing,Independent
290,Pereira & O'Dell,San Francisco,29000000,20.8,Pereira & O'Dell,Independent
291,Elite SEM*,New York,28500000,39.7,Elite SEM,Independent
292,A.B. Data,Milwaukee,28462000,5.0,A.B. Data,Independent
293,RevHealth,"Morristown, N.J.",28000000,21.7,RevHealth,Independent
294,Jellyfish,Baltimore,28000000,150.0,Jellyfish,Independent
295,Martin Williams* [Omnicom],Minneapolis,27604000,3.0,Martin Williams ,Omnicom
296,"Butler, Shine, Stern & Partners","Sausalito, Calif.",27573000,-2.3,"Butler, Shine, Stern & Partners",Independent
297,Text 100 [Next Fifteen Communications Group],New York,27511000,10.7,Text 100 ,Next Fifteen Communications Group
298,Coyne Public Relations,"Parsippany, N.J.",27000000,17.3,Coyne Public Relations,Independent
299,BrunnerWorks,Pittsburgh,27000000,-7.2,BrunnerWorks,Independent
300,Access Emanate Communications* [Omnicom],San Francisco,26976000,1.8,Access Emanate Communications ,Omnicom
301,Adelphi Group* [Omnicom],New York,26930000,8.5,Adelphi Group ,Omnicom
302,Jackson Marketing Group*,"Greenville, S.C.",26600000,-2.4,Jackson Marketing Group,Independent
303,OutCast Agency [Next Fifteen Communications Group],San Francisco,26000000,4.0,OutCast Agency ,Next Fifteen Communications Group
304,Carrot Creative*,"Brooklyn, N.Y.",26000000,60.8,Carrot Creative,Independent
305,M Booth [Next Fifteen Communications Group],New York,25546000,35.5,M Booth ,Next Fifteen Communications Group
306,Red Interactive Agency*,"Santa Monica, Calif.",25531000,17.4,Red Interactive Agency,Independent
307,Dieste* [Omnicom],Dallas,25500000,20.0,Dieste ,Omnicom
308,Cadient*,"Malvern, Pa.",25500000,0.0,Cadient,Independent
309,Revolution,Chicago,25350000,12.0,Revolution,Independent
310,Switch*,St. Louis,25251000,-10.6,Switch,Independent
311,Empower MediaMarketing,Cincinnati,25000000,0.0,Empower MediaMarketing,Independent
312,Biolumina* [Omnicom],New York,25000000,0.0,Biolumina ,Omnicom
313,Grupo Gallegos,"Huntington Beach, Calif.",25000000,-3.8,Grupo Gallegos,Independent
314,Vitro* [MDC Partners],San Diego,24900000,3.3,Vitro ,MDC Partners
315,Regan Communications Group*,Boston,24547000,-3.6,Regan Communications Group,Independent
316,Guild,"Brooklyn, N.Y.",24500000,8.9,Guild,Independent
317,Alcone Marketing* [Omnicom],"Irvine, Calif.",24257000,-4.1,Alcone Marketing ,Omnicom
318,MicroMass Communications,"Cary, N.C.",24200000,4.3,MicroMass Communications,Independent
319,DiD,"Ambler, Pa.",24000000,50.0,DiD,Independent
320,Tapestry* [Publicis],Chicago,23838000,-5.7,Tapestry ,Publicis
321,Dailey* [Interpublic],"West Hollywood, Calif.",23633000,-8.8,Dailey ,Interpublic
322,Closerlook*,Chicago,23600000,10.3,Closerlook,Independent
323,Kern* [Omnicom],"Woodland Hills, Calif.",23488000,5.0,Kern ,Omnicom
324,The Search Agency*,Los Angeles,23288000,8.0,The Search Agency,Independent
325,John McNeil Studio,"Berkeley, Calif.",23249000,5.4,John McNeil Studio,Independent
326,Walton Isaacson,"Culver City, Calif.",23218000,10.4,Walton Isaacson,Independent
327,Racepoint Global,Boston,23120000,12.5,Racepoint Global,Independent
328,Argonaut [Project WorldWide],San Francisco,23000000,109.1,Argonaut ,Project WorldWide
329,Fuseideas,"Winchester, Mass.",23000000,2.7,Fuseideas,Independent
330,Inter/Media Advertising*,"Woodland Hills, Calif.",22900000,3.2,Inter/Media Advertising,Independent
