,AGENCY-COMPANY,HEADQUARTERS,2011-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
24,Rosetta* [Publicis],"Hamilton, N.J.",25000000,20.8,Rosetta* ,Publicis
25,Saatchi & Saatchi* [Publicis],New York,23562000,10.0,Saatchi & Saatchi* ,Publicis
26,Grey* [WPP],New York,23000000,20.2,Grey* ,WPP
27,GSI Marketing Services* [eBay's GSI Marketing Services],"King of Prussia, Pa.",22670000,19.4,GSI Marketing Services* ,eBay's GSI Marketing Services
28,R/GA* [Interpublic],New York,22000000,25.7,R/GA* ,Interpublic
29,Ketchum* [Omnicom],New York,21800000,17.8,Ketchum* ,Omnicom
30,OMD Worldwide* [Omnicom],New York,20930400,14.0,OMD Worldwide* ,Omnicom
31,Mindshare Worldwide* [WPP],New York,20271700,27.4,Mindshare Worldwide* ,WPP
32,Burson-Marsteller* [WPP],New York,20000000,0.0,Burson-Marsteller* ,WPP
33,CDM Group* [Omnicom],New York,19235100,4.5,CDM Group* ,Omnicom
34,MarketStar* [Omnicom],"Ogden, Utah",18000000,20.0,MarketStar* ,Omnicom
35,Meredith Xcelerated Marketing [Meredith Corp.'s Meredith Xcelerated Marketing],Des Moines,18000000,4.0,Meredith Xcelerated Marketing ,Meredith Corp.'s Meredith Xcelerated Marketing
36,MEC* [WPP],New York/London,17755200,5.4,MEC* ,WPP
37,Zenith Media USA* [Publicis],New York,17700000,17.2,Zenith Media USA* ,Publicis
38,Ogilvy & Mather Advertising* [WPP],New York,17640000,5.0,Ogilvy & Mather Advertising* ,WPP
39,Hill Holliday* [Interpublic],Boston,17640000,6.0,Hill Holliday* ,Interpublic
40,Deutsch* [Interpublic],New York,17578000,2.4,Deutsch* ,Interpublic
41,Richards Group,Dallas,17300000,1.8,Richards Group,Independent
42,Wieden & Kennedy*,"Portland, Ore.",17018200,27.7,Wieden & Kennedy*,Independent
43,MediaVest USA* [Publicis],New York,16938600,9.0,MediaVest USA* ,Publicis
44,Havas Health* [Havas],New York,16700000,10.6,Havas Health* ,Havas
45,McGarryBowen* [Dentsu],New York,16500000,47.3,McGarryBowen* ,Dentsu
46,Publicis* [Publicis],New York/Paris,16365400,-2.6,Publicis* ,Publicis
47,iCrossing* [Hearst Corp.'s iCrossing],New York,16100000,18.3,iCrossing* ,Hearst Corp.'s iCrossing
48,"Goodby, Silverstein & Partners* [Omnicom]",San Francisco,15908300,11.4,"Goodby, Silverstein & Partners* ",Omnicom
49,Ogilvy Public Relations Worldwide* [WPP],New York,15420000,18.6,Ogilvy Public Relations Worldwide* ,WPP
50,Cramer-Krasselt,Chicago,15259500,2.0,Cramer-Krasselt,Independent
51,CP&B* [MDC Partners],"Miami/Boulder, Colo.",15102900,1.2,CP&B* ,MDC Partners
52,AKQA,San Francisco,15000000,20.0,AKQA,Independent
53,Ogilvy CommonHealth Worldwide* [WPP],"Parsippany, N.J.",15000000,0.0,Ogilvy CommonHealth Worldwide* ,WPP
54,Integer Group* [Omnicom],"Lakewood, Colo.",14950400,9.0,Integer Group* ,Omnicom
55,George P. Johnson [Project WorldWide],"Auburn Hills, Mich.",14601600,14.1,George P. Johnson ,Project WorldWide
56,The Agency Inside Harte-Hanks [Harte-Hanks],"Yardley, Pa.",14506800,4.3,The Agency Inside Harte-Hanks ,Harte-Hanks
57,Martin Agency* [Interpublic],"Richmond, Va.",13937300,4.5,Martin Agency* ,Interpublic
58,Horizon Media*,New York,13300000,24.9,Horizon Media*,Independent
59,Interbrand* [Omnicom],New York,12545300,16.8,Interbrand* ,Omnicom
60,Hill & Knowlton Strategies* [WPP],New York,12500000,,Hill & Knowlton Strategies* ,WPP
61,MSL Group* [Publicis],Paris,12449400,,MSL Group* ,Publicis
62,Organic* [Omnicom],San Francisco,12300000,-4.7,Organic* ,Omnicom
63,MediaCom* [WPP],New York,12290100,9.0,MediaCom* ,WPP
64,RPA,"Santa Monica, Calif.",12240000,10.0,RPA,Independent
65,Campbell Ewald* [Interpublic],"Warren, Mich.",12100000,-22.9,Campbell Ewald* ,Interpublic
66,Momentum Worldwide* [Interpublic],New York,12000000,9.1,Momentum Worldwide* ,Interpublic
67,UM* [Interpublic],New York,11950000,6.2,UM* ,Interpublic
68,G2* [WPP],New York,11800000,2.6,G2* ,WPP
69,DraftFCB Healthcare* [Interpublic],New York,11663500,11.1,DraftFCB Healthcare* ,Interpublic
70,Digitas Health* [Publicis],Philadelphia,11500000,-17.9,Digitas Health* ,Publicis
71,Ryan Partnership [Hyper Marketing],"Wilton, Conn.",11445400,9.6,Ryan Partnership ,Hyper Marketing
72,MediaWhiz [Hyper Marketing],New York,11408300,-5.1,MediaWhiz ,Hyper Marketing
73,Critical Mass* [Omnicom],Chicago,11000000,15.8,Critical Mass* ,Omnicom
74,VML* [WPP],"Kansas City, Mo.",10980000,15.3,VML* ,WPP
75,Zimmerman Advertising* [Omnicom],"Fort Lauderdale, Fla.",10900000,3.8,Zimmerman Advertising* ,Omnicom
76,Mullen* [Interpublic],Boston,10657800,14.6,Mullen* ,Interpublic
77,Marketing Arm* [Omnicom],Dallas,10650000,0.0,Marketing Arm* ,Omnicom
78,Arnold Worldwide* [Havas],Boston,10600000,6.5,Arnold Worldwide* ,Havas
79,Acquity Group,Chicago,10600000,46.2,Acquity Group,Independent
80,360i* [Dentsu],New York,10500000,40.0,360i* ,Dentsu
81,Doner*,"Southfield, Mich.",10120000,-13.9,Doner*,Independent
82,Proximity Worldwide* [Omnicom],New York,10109800,21.0,Proximity Worldwide* ,Omnicom
83,Waggener Edstrom Worldwide,"Bellevue, Wash.",10053900,0.8,Waggener Edstrom Worldwide,Independent
84,GMR Marketing* [Omnicom],"New Berlin, Wis.",10000000,17.6,GMR Marketing* ,Omnicom
85,TracyLocke* [Omnicom],Dallas,10000000,0.0,TracyLocke* ,Omnicom
86,Carat* [Aegis Group],New York,9840000,23.0,Carat* ,Aegis Group
87,GolinHarris* [Interpublic],Chicago,9810000,9.0,GolinHarris* ,Interpublic
88,Publicis Modem* [Publicis],Paris,9800000,35.2,Publicis Modem* ,Publicis
89,Gyro*,New York,9625000,8.5,Gyro*,Independent
90,McCann Healthcare Worldwide* [Interpublic],"Parsippany, N.J.",9579600,0.6,McCann Healthcare Worldwide* ,Interpublic
91,Jack Morton Worldwide* [Interpublic],Boston,9570000,16.0,Jack Morton Worldwide* ,Interpublic
92,Initiative* [Interpublic],New York,9370000,5.3,Initiative* ,Interpublic
93,Plattform Advertising [Ad Venture Interactive],"Lenexa, Kan.",9341900,36.4,Plattform Advertising ,Ad Venture Interactive
94,Sudler & Hennessey* [WPP],New York,9200000,0.0,Sudler & Hennessey* ,WPP
95,Kirshenbaum Bond Senecal & Partners* [MDC Partners],New York,9149200,9.9,Kirshenbaum Bond Senecal & Partners* ,MDC Partners
96,Goodness Mfg./Trailer Park,Los Angeles,9100100,11.0,Goodness Mfg./Trailer Park,Independent
97,MRM Worldwide* [Interpublic],New York,9000000,5.3,MRM Worldwide* ,Interpublic
98,Porter Novelli* [Omnicom],New York,8783400,5.1,Porter Novelli* ,Omnicom
99,Octagon* [Interpublic],"Norwalk, Conn.",8766500,3.5,Octagon* ,Interpublic
100,Hawkeye [Hawkeye Group],Dallas,8542200,17.7,Hawkeye ,Hawkeye Group
101,Olson,Minneapolis,8276500,27.7,Olson,Independent
102,Targetbase* [Omnicom],"Irving, Texas",8226700,5.5,Targetbase* ,Omnicom
103,OMG Entertainment & Sports* [Omnicom],New York,8049700,8.0,OMG Entertainment & Sports* ,Omnicom
104,Roundarch Isobar* [Aegis Group],"London, U.K.",8033100,5.0,Roundarch Isobar* ,Aegis Group
105,Landor Associates* [WPP],San Francisco,8000000,6.7,Landor Associates* ,WPP
106,TMP Worldwide Advertising & Communications [TMP Worldwide],New York,7988200,15.3,TMP Worldwide Advertising & Communications ,TMP Worldwide
107,Ansira,St. Louis,7876800,13.3,Ansira,Independent
108,AbelsonTaylor,Chicago,7749000,10.0,AbelsonTaylor,Independent
109,MPG* [Havas],New York,7730000,18.9,MPG* ,Havas
110,PHD* [Omnicom],London/New York,7593900,5.5,PHD* ,Omnicom
111,Huge* [Interpublic],"Brooklyn, N.Y.",7507300,75.2,Huge* ,Interpublic
112,Possible Worldwide* [WPP],New York,7500000,4.2,Possible Worldwide* ,WPP
113,Cohn & Wolfe* [WPP],New York,7487500,8.9,Cohn & Wolfe* ,WPP
114,Apco Worldwide,Washington,7290300,-2.8,Apco Worldwide,Independent
115,FTI Consulting [FTI Consulting (Strategic Communications)],New York,7173100,6.9,FTI Consulting ,FTI Consulting (Strategic Communications)
116,GSD&M* [Omnicom],"Austin, Texas",7169600,5.4,GSD&M* ,Omnicom
117,Moxie* [Publicis],Atlanta,7150000,10.0,Moxie* ,Publicis
118,Geomentum* [Interpublic],"Downers Grove, Ill.",6932000,4.8,Geomentum* ,Interpublic
119,SourceLink,"Itasca, Ill.",6770000,-6.7,SourceLink,Independent
120,iProspect* [Aegis Group],Boston,6740000,16.8,iProspect* ,Aegis Group
121,ICC Lowe* [Interpublic],"Parsippany, N.J.",6660000,0.0,ICC Lowe* ,Interpublic
122,CAHG* [Omnicom],Chicago,6653400,5.9,CAHG* ,Omnicom
123,GlobalHue*,"Southfield, Mich.",6532000,-0.5,GlobalHue*,Independent
124,22squared,Atlanta,6465100,6.4,22squared,Independent
125,Harrison & Star* [Omnicom],New York,6420000,7.0,Harrison & Star* ,Omnicom
126,Brunswick*,London,6100000,3.0,Brunswick*,Independent
127,Publicis Life Brands Medicus* [Publicis],New York,6100000,0.0,Publicis Life Brands Medicus* ,Publicis
128,Derse*,Milwaukee,6061900,16.7,Derse*,Independent
129,Kaplan Thaler Group* [Publicis],New York,6050000,10.0,Kaplan Thaler Group* ,Publicis
130,Brierley & Partners* [WPP],"Plano, Texas",6000000,22.4,Brierley & Partners* ,WPP
131,Group M Search* [WPP],St. Louis,6000000,10.0,Group M Search* ,WPP
132,Glover Park Group* [WPP],Washington,6000000,0.0,Glover Park Group* ,WPP
133,Resource Interactive,"Columbus, Ohio",6000000,13.2,Resource Interactive,Independent
134,Team Enterprises* [MDC Partners],"Fort Lauderdale, Fla.",6000000,0.0,Team Enterprises* ,MDC Partners
135,Catapult RPM [Hyper Marketing],"Westport, Conn.",5882500,0.7,Catapult RPM ,Hyper Marketing
136,Team One* [Publicis],"El Segundo, Calif.",5839000,6.6,Team One* ,Publicis
137,TBA Global*,New York,5800000,5.5,TBA Global*,Independent
138,Global Experience Specialists* [Viad Corp.'s Global Experience Specialists],Las Vegas,5740000,2.7,Global Experience Specialists* ,Viad Corp.'s Global Experience Specialists
139,Blast Radius* [WPP],New York,5740000,10.4,Blast Radius* ,WPP
140,Siegel & Gale* [Omnicom],New York,5680500,,Siegel & Gale* ,Omnicom
141,Tribal DDB* [Omnicom],New York,5511000,-38.9,Tribal DDB* ,Omnicom
142,ePrize,"Pleasant Ridge, Mich.",5377600,28.0,ePrize,Independent
143,LBi* [LBi International],New York,5349000,16.3,LBi* ,LBi International
144,Huntsworth Health* [Huntsworth],"Yardley, Pa.",5261700,-1.0,Huntsworth Health* ,Huntsworth
145,Merkley & Partners* [Omnicom],New York,5250000,2.9,Merkley & Partners* ,Omnicom
146,Periscope,Minneapolis,5147400,10.7,Periscope,Independent
147,GAPRC Group,"Stone Mountain, Ga.",5145900,2.7,GAPRC Group,Independent
148,Javelin Marketing Group* [Omnicom],"Irving, Texas",5000000,19.0,Javelin Marketing Group* ,Omnicom
149,Bernard Hodes Group* [Omnicom],New York,5000000,-9.1,Bernard Hodes Group* ,Omnicom
150,R2C Group,"Portland, Ore.",4937900,-4.9,R2C Group,Independent
151,Pacific Communications,"Costa Mesa, Calif.",4927500,18.4,Pacific Communications,Independent
152,Neo@Ogilvy* [WPP],New York,4922000,7.0,Neo@Ogilvy* ,WPP
153,OMG Outdoor Media Group* [Omnicom],New York,4824400,12.5,OMG Outdoor Media Group* ,Omnicom
154,OgilvyAction* [WPP],New York,4809000,11.8,OgilvyAction* ,WPP
155,Optimedia International U.S.* [Publicis],New York,4800000,20.0,Optimedia International U.S.* ,Publicis
156,Grayling* [Huntsworth],London,4763500,-8.1,Grayling* ,Huntsworth
157,IMC* [IMC2],Dallas,4660000,-2.9,IMC* ,IMC2
158,Moroch Partners,Dallas,4620000,9.5,Moroch Partners,Independent
159,McMurry,Phoenix,4600000,4.5,McMurry,Independent
160,Fallon Worldwide* [Publicis],Minneapolis,4510300,0.2,Fallon Worldwide* ,Publicis
161,Euro RSCG Worldwide PR* [Havas],New York,4500000,0.0,Euro RSCG Worldwide PR* ,Havas
162,GHG* [WPP],New York,4478500,0.0,GHG* ,WPP
163,WCG,San Francisco,4447000,20.2,WCG,Independent
164,Bernstein-Rein Advertising,"Kansas City, Mo.",4311700,-1.0,Bernstein-Rein Advertising,Independent
165,Rauxa*,"Costa Mesa, Calif.",4253600,38.5,Rauxa*,Independent
166,Carmichael Lynch* [Interpublic],Minneapolis,4244100,4.8,Carmichael Lynch* ,Interpublic
167,Wasserman Media Group*,Los Angeles,4237500,15.8,Wasserman Media Group*,Independent
168,CementBloc,New York,4224100,24.6,CementBloc,Independent
169,Ivie & Associates,"Flower Mound, Texas",4217500,20.2,Ivie & Associates,Independent
170,Hacker Group* [Interpublic],Seattle,4160000,24.2,Hacker Group* ,Interpublic
171,Band Digital,Chicago,4121000,-4.2,Band Digital,Independent
172,GMMB* [Omnicom],Washington,4100000,0.0,GMMB* ,Omnicom
173,Marketing Drive* [RiverNorth Group (KB Holdings)],"Norwalk, Conn.",4100000,-0.4,Marketing Drive* ,RiverNorth Group (KB Holdings)
174,Martin Williams* [Omnicom],Minneapolis,4057100,5.5,Martin Williams* ,Omnicom
175,Kekst & Co.* [Publicis],New York,4031900,0.8,Kekst & Co.* ,Publicis
176,Bartle Bogle Hegarty*,London,4000000,2.6,Bartle Bogle Hegarty*,Independent
177,Fry*,"Ann Arbor, Mich.",3992000,2.9,Fry*,Independent
178,Group360 Worldwide*,St. Louis,3991300,-5.0,Group360 Worldwide*,Independent
179,R&R Partners,Las Vegas,3960100,5.5,R&R Partners,Independent
180,Droga5*,New York,3942000,33.6,Droga5*,Independent
181,Intouch Solutions,"Overland Park, Kan.",3915900,27.6,Intouch Solutions,Independent
182,Dieste* [Omnicom],Dallas,3902400,5.5,Dieste* ,Omnicom
183,RLM Finsbury* [WPP],New York/London,3900000,-13.3,RLM Finsbury* ,WPP
184,JWT Inside* [WPP],New York,3870700,0.0,JWT Inside* ,WPP
185,MWW Group,"East Rutherford, N.J.",3862600,11.0,MWW Group,Independent
186,Saatchi & Saatchi Health Communications NY* [Publicis],New York,3800000,-18.3,Saatchi & Saatchi Health Communications NY* ,Publicis
187,Ruder Finn [Ruder Finn Group],New York,3779000,,Ruder Finn ,Ruder Finn Group
188,McKinney,"Durham, N.C.",3740000,-6.5,McKinney,Independent
189,Mars Advertising,"Southfield, Mich.",3727300,5.1,Mars Advertising,Independent
190,E-Graphics Worldwide* [Omnicom],"Long Beach, Calif.",3700000,0.0,E-Graphics Worldwide* ,Omnicom
191,SMG Performance Marketing* [Publicis],New York,3700000,15.6,SMG Performance Marketing* ,Publicis
192,MKTG,New York,3685600,10.5,MKTG,Independent
193,Anomaly* [MDC Partners],New York,3682800,27.3,Anomaly* ,MDC Partners
194,Maxus* [WPP],New York,3681400,23.0,Maxus* ,WPP
195,BFG Communications,"Bluffton, S.C.",3677000,5.6,BFG Communications,Independent
196,Barkley,"Kansas City, Mo.",3674500,-13.3,Barkley,Independent
197,SolutionSet [Hyper Marketing],"Palo Alto, Calif.",3642700,91.5,SolutionSet ,Hyper Marketing
198,Campbell Mithun* [Interpublic],Minneapolis,3610100,4.8,Campbell Mithun* ,Interpublic
199,Dachis Group*,"Austin, Texas",3600000,,Dachis Group*,Independent
200,Team Epic* [Aegis Group],"Norwalk, Conn.",3600000,14.6,Team Epic* ,Aegis Group
201,Engauge,"Columbus, Ohio",3581900,-2.2,Engauge,Independent
202,Marketing Werks,Chicago,3526400,2.3,Marketing Werks,Independent
203,U.S. International Media*,Los Angeles,3525000,0.7,U.S. International Media*,Independent
204,Zaaz* [WPP],Seattle,3500000,6.1,Zaaz* ,WPP
205,Grizzard Communications Group* [Omnicom],Atlanta,3459900,6.2,Grizzard Communications Group* ,Omnicom
206,"Butler, Shine, Stern & Partners","Sausalito, Calif.",3458500,11.7,"Butler, Shine, Stern & Partners",Independent
207,Russ Reid Co.* [Omnicom],"Pasadena, Calif.",3452600,15.1,Russ Reid Co.* ,Omnicom
208,Paradysz,New York,3432900,8.8,Paradysz,Independent
209,Performics* [Publicis],Chicago,3400000,17.7,Performics* ,Publicis
210,Eric Mower & Associates,"Syracuse, N.Y.",3382900,10.7,Eric Mower & Associates,Independent
211,Saatchi & Saatchi X* [Publicis],"Springdale, Ark.",3369600,8.0,Saatchi & Saatchi X* ,Publicis
212,BGT Partners,"Hallandale Beach, Fla.",3357000,10.0,BGT Partners,Independent
213,Marketing Store,"Lombard, Ill.",3325100,-9.4,Marketing Store,Independent
214,Bader Rutter & Associates,"Brookfield, Wis.",3282800,26.9,Bader Rutter & Associates,Independent
215,Mother New York [Mother Holdings],New York,3270000,36.3,Mother New York ,Mother Holdings
216,Switch,St. Louis,3260000,35.6,Switch,Independent
217,Saatchi & Saatchi Wellness* [Publicis],New York,3250000,18.6,Saatchi & Saatchi Wellness* ,Publicis
218,BVK,Milwaukee,3220000,-16.6,BVK,Independent
219,Marc USA,Pittsburgh,3213000,17.5,Marc USA,Independent
220,The Search Agency*,Los Angeles,3212000,24.0,The Search Agency*,Independent
221,ICR,"Norwalk, Conn.",3203000,20.8,ICR,Independent
222,Allen & Gerritsen,"Watertown, Mass.",3185800,12.0,Allen & Gerritsen,Independent
223,Haworth Marketing & Media,Minneapolis,3150000,10.5,Haworth Marketing & Media,Independent
224,Bravo Group* [WPP],Miami,3150000,5.0,Bravo Group* ,WPP
225,Resolution Media* [Omnicom],Chicago,3144000,31.0,Resolution Media* ,Omnicom
226,Scap Mundocom* [Publicis],"Saint-Denis, France/Chicago",3140000,-15.1,Scap Mundocom* ,Publicis
227,M.J. Brunner,Pittsburgh,3126500,22.0,M.J. Brunner,Independent
228,Geary LSF Group,San Francisco,3112000,2.8,Geary LSF Group,Independent
229,Acronym Media,New York,3100000,5.1,Acronym Media,Independent
230,Zeta Interactive*,New York,3090000,0.0,Zeta Interactive*,Independent
231,Integrated Media Solutions* [MDC Partners],New York,3080000,0.1,Integrated Media Solutions* ,MDC Partners
232,72andSunny Partners* [MDC Partners],Los Angeles,3042000,37.9,72andSunny Partners* ,MDC Partners
233,Quigley-Simpson,Los Angeles,3015600,13.4,Quigley-Simpson,Independent
234,Big Fuel* [Publicis],New York,3000000,500.0,Big Fuel* ,Publicis
235,"Venables, Bell & Partners",San Francisco,2995100,-10.1,"Venables, Bell & Partners",Independent
236,Allied Integrated Marketing,"Cambridge, Mass.",2987000,14.9,Allied Integrated Marketing,Independent
237,Qorvis Communications*,Washington,2950000,-0.7,Qorvis Communications*,Independent
238,Ackerman McQueen,Oklahoma City,2943600,-0.5,Ackerman McQueen,Independent
239,Colle & McVoy* [MDC Partners],Minneapolis,2936800,6.6,Colle & McVoy* ,MDC Partners
240,Risdall Advertising,"New Brighton, Minn.",2921400,6.0,Risdall Advertising,Independent
241,Davis Elen Advertising,Los Angeles,2921200,15.2,Davis Elen Advertising,Independent
242,Cramer,"Norwood, Mass.",2900000,3.6,Cramer,Independent
243,HL Group Partners* [MDC Partners],New York,2900000,38.1,HL Group Partners* ,MDC Partners
244,Kinetic* [WPP],London,2892600,4.5,Kinetic* ,WPP
245,David & Goliath,"El Segundo, Calif.",2890000,37.0,David & Goliath,Independent
246,Macquarium Intelligent Communications*,Atlanta,2886400,-17.5,Macquarium Intelligent Communications*,Independent
247,Lopez Negrete Communications,Houston,2826000,17.0,Lopez Negrete Communications,Independent
248,Ascentium,"Bellevue, Wash.",2800000,-35.0,Ascentium,Independent
249,Gotham* [Interpublic],New York,2800000,4.4,Gotham* ,Interpublic
250,Impaqt [Merkle],Pittsburgh,2744300,46.8,Impaqt ,Merkle
251,DKC,New York,2741400,13.0,DKC,Independent
252,BKV,"Overland Park, Kan.",2740000,17.4,BKV,Independent
253,iostudio,"Nashville, Tenn.",2726400,29.4,iostudio,Independent
254,Source Marketing* [MDC Partners],"Norwalk, Conn.",2713300,24.5,Source Marketing* ,MDC Partners
255,Mercury Media,"Santa Monica, Calif.",2713200,9.7,Mercury Media,Independent
256,CMD,"Portland, Ore.",2710000,3.0,CMD,Independent
257,Anderson Direct Marketing,"Poway, Calif.",2600000,-11.9,Anderson Direct Marketing,Independent
258,RTC* [WPP],Washington,2600000,2.2,RTC* ,WPP
259,FutureBrand* [Interpublic],London,2600000,17.6,FutureBrand* ,Interpublic
260,Mr. Youth [LBi International],New York,2600000,30.0,Mr. Youth ,LBi International
261,Inter/Media Advertising*,"Woodland Hills, Calif.",2600000,-1.5,Inter/Media Advertising*,Independent
262,CMI/Compas,"King of Prussia, Pa.",2600000,18.2,CMI/Compas,Independent
263,MMGY Global,"Kansas City, Mo.",2598200,10.1,MMGY Global,Independent
264,Pop,Seattle,2558700,11.1,Pop,Independent
265,Brodeur Partners*,Boston,2550000,0.0,Brodeur Partners*,Independent
266,Enlighten,"Ann Arbor, Mich.",2500000,13.6,Enlighten,Independent
267,Marina Maher Communications* [Omnicom],New York,2500000,0.0,Marina Maher Communications* ,Omnicom
268,WDCW,Seattle,2500000,11.1,WDCW,Independent
269,Alcone Marketing* [Omnicom],"Irvine, Calif.",2485000,13.6,Alcone Marketing* ,Omnicom
270,Laughlin Constable,Milwaukee,2440000,25.1,Laughlin Constable,Independent
271,Dailey* [Interpublic],"West Hollywood, Calif.",2410200,4.8,Dailey* ,Interpublic
272,Wire Stone,San Francisco,2400800,19.9,Wire Stone,Independent
273,Star Group*,"Voorhees, N.J.",2392700,-22.8,Star Group*,Independent
274,TM Advertising* [Interpublic],Dallas,2380000,0.0,TM Advertising* ,Interpublic
275,Osborn & Barr,St. Louis,2364800,10.4,Osborn & Barr,Independent
276,LatinWorks* [Omnicom],"Austin, Texas",2360000,6.5,LatinWorks* ,Omnicom
277,rEvolution,Chicago,2350000,38.2,rEvolution,Independent
278,CCG Marketing Solutions,"West Caldwell, N.J.",2342700,-2.0,CCG Marketing Solutions,Independent
279,Conill* [Publicis],"Torrance, Calif.",2325800,18.0,Conill* ,Publicis
280,Magnani Caruso Dutton,New York,2325000,23.3,Magnani Caruso Dutton,Independent
281,Vitro* [MDC Partners],San Diego,2310000,,Vitro* ,MDC Partners
282,Finn Partners [Ruder Finn Group],New York,2306300,,Finn Partners ,Ruder Finn Group
283,Amp Agency,Boston,2305900,7.8,Amp Agency,Independent
284,Eveo Communications Group,San Francisco,2300000,-16.4,Eveo Communications Group,Independent
285,Just Marketing International*,"Zionsville, Ind.",2300000,4.1,Just Marketing International*,Independent
286,Burrell Communications Group* [Publicis],Chicago,2300000,3.6,Burrell Communications Group* ,Publicis
287,T3,"Austin, Texas",2299000,-12.1,T3,Independent
288,Definition 6,Atlanta,2285800,,Definition 6,Independent
289,Empower MediaMarketing*,Cincinnati,2275000,0.0,Empower MediaMarketing*,Independent
290,Doremus* [Omnicom],New York,2220000,11.0,Doremus* ,Omnicom
291,Eleven,San Francisco,2207300,1.3,Eleven,Independent
292,Fahlgren Mortine,"Columbus, Ohio",2192900,8.7,Fahlgren Mortine,Independent
293,Blue State Digital* [WPP],New York,2185800,1.9,Blue State Digital* ,WPP
294,Creative Alliance*,"Louisville, Ky.",2178500,-9.8,Creative Alliance*,Independent
295,Rockfish* [WPP],"Rogers, Ark.",2176000,54.3,Rockfish* ,WPP
296,Agency212*,New York,2150000,0.0,Agency212*,Independent
297,Covario,San Diego,2132100,75.7,Covario,Independent
298,Element 79* [Omnicom],Chicago,2130700,-9.2,Element 79* ,Omnicom
299,Communefx* [MDC Partners],"Cranberry Township, Pa.",2127500,40.2,Communefx* ,MDC Partners
300,Intermark Group,"Birmingham, Ala.",2121200,7.1,Intermark Group,Independent
301,Sterling-Rice Group,"Boulder, Colo.",2105200,-4.0,Sterling-Rice Group,Independent
302,Kern Organization* [Omnicom],"Woodland Hills, Calif.",2100000,9.2,Kern Organization* ,Omnicom
303,Upshot,Chicago,2095000,1.5,Upshot,Independent
304,Marquette Group,"Peoria, Ill.",2092000,,Marquette Group,Independent
305,Regan Communications [Regan Communications Group],Boston,2082400,7.0,Regan Communications ,Regan Communications Group
306,GA Communication Group,Chicago,2080000,-1.9,GA Communication Group,Independent
307,Cone Communications* [Omnicom],Boston,2050100,10.0,Cone Communications* ,Omnicom
308,Cooney/Waters Group [Creston],New York,2043300,45.0,Cooney/Waters Group ,Creston
309,Avrett Free Ginsberg* [Interpublic],New York,2030000,1.8,Avrett Free Ginsberg* ,Interpublic
310,Fitzgerald & Co.* [Interpublic],Atlanta,2010000,2.3,Fitzgerald & Co.* ,Interpublic
311,180 Amsterdam/180LA* [Omnicom],"Amsterdam/Santa Monica, Calif.",2000000,43.4,180 Amsterdam/180LA* ,Omnicom
312,JWT Action* [WPP],"Akron, Ohio",2000000,3.1,JWT Action* ,WPP
313,Biolumina* [Omnicom],New York,2000000,,Biolumina* ,Omnicom
314,Razorfish Health* [Publicis],Philadelphia,2000000,11.1,Razorfish Health* ,Publicis
