,AGENCY-COMPANY,HEADQUARTERS,2013-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
66,The Agency Inside [Harte-Hanks],"Yardley, Pa.",136753000,-2.3,The Agency Inside ,Harte-Hanks
67,Ogilvy CommonHealth Worldwide* [WPP],"Parsippany, N.J.",136500000,2.3,Ogilvy CommonHealth Worldwide ,WPP
68,Catapult* [Alliance Data Systems Corp.],"Westport, Conn.",133552000,3.5,Catapult ,Alliance Data Systems Corp.
69,Match Marketing Group,"Mississauga, Ontario, Canada",131208000,10.0,Match Marketing Group,Independent
70,Mullen* [Interpublic],Boston,129514000,8.5,Mullen ,Interpublic
71,360i* [Dentsu],New York,129000000,11.2,360i ,Dentsu
72,Meredith Xcelerated Marketing [Meredith Corp.],New York,128000000,-10.5,Meredith Xcelerated Marketing ,Meredith Corp.
73,GMR Marketing* [Omnicom ],"New Berlin, Wis.",127500000,2.0,GMR Marketing ,Omnicom
74,Deloitte Digital* [Deloitte],Seattle,126400000,8.7,Deloitte Digital ,Deloitte
75,Huge* [Interpublic],"Brooklyn, N.Y.",126000000,32.6,Huge ,Interpublic
76,Organic* [Omnicom ],San Francisco,124599000,1.3,Organic ,Omnicom
77,Zimmerman Advertising* [Omnicom ],"Fort Lauderdale, Fla.",121705000,1.0,Zimmerman Advertising ,Omnicom
78,Jack Morton Worldwide* [Interpublic],Boston,121475000,7.5,Jack Morton Worldwide ,Interpublic
79,Ogilvy Public Relations* [WPP],New York,121300000,-7.4,Ogilvy Public Relations ,WPP
80,Moxie* [Publicis ],Atlanta,121000000,9.7,Moxie ,Publicis
81,Lowe Campbell Ewald* [Interpublic],Detroit,121000000,0.0,Lowe Campbell Ewald ,Interpublic
82,"Goodby, Silverstein & Partners* [Omnicom ]",San Francisco,120629000,-29.0,"Goodby, Silverstein & Partners ",Omnicom
83,UM* [Interpublic],New York,120364000,2.5,UM ,Interpublic
84,Martin Agency* [Interpublic],"Richmond, Va.",119850000,-15.0,Martin Agency ,Interpublic
85,Proximity* [Omnicom ],New York,114029000,2.5,Proximity ,Omnicom
86,Gyro*,New York,110000000,4.8,Gyro,Independent
87,Marketing Arm* [Omnicom ],Dallas,109954000,3.0,Marketing Arm ,Omnicom
88,McCann Health* [Interpublic],New York,108000000,8.0,McCann Health ,Interpublic
89,CDM New York* [Omnicom ],New York,108000000,8.0,CDM New York ,Omnicom
90,GolinHarris* [Interpublic],Chicago,107843000,6.5,GolinHarris ,Interpublic
91,Octagon* [Interpublic],"Norwalk, Conn.",107541000,10.5,Octagon ,Interpublic
92,Goodness Mfg./Trailer Park,Los Angeles,105000000,6.6,Goodness Mfg./Trailer Park,Independent
93,Initiative* [Interpublic],New York,103919000,10.0,Initiative ,Interpublic
94,KBS+* [MDC Partners],New York,103519000,13.0,KBS+ ,MDC Partners
95,Possible* [WPP],Seattle,103500000,15.0,Possible ,WPP
96,TracyLocke* [Omnicom ],Dallas,103326000,1.3,TracyLocke ,Omnicom
97,Arnold Worldwide* [Havas],Boston,102000000,-9.0,Arnold Worldwide ,Havas
98,RPA,"Santa Monica, Calif.",101000000,-20.5,RPA,Independent
99,MRY* [Publicis ],New York,101000000,7.4,MRY ,Publicis
100,Digitas Health* [Publicis ],Philadelphia,100000000,,Digitas Health ,Publicis
101,Sudler & Hennessey* [WPP],New York,99274000,6.7,Sudler & Hennessey ,WPP
102,Waggener Edstrom Communications,"Bellevue, Wash.",98270000,-3.0,Waggener Edstrom Communications,Independent
103,OMG Entertainment & Sports* [Omnicom ],New York,93765000,11.5,OMG Entertainment & Sports ,Omnicom
104,Havas Media Group* [Havas],"Puteaux, France/New York",93600000,9.5,Havas Media Group ,Havas
105,Olson,Minneapolis,93545000,5.4,Olson,Independent
106,Ansira,St. Louis,93434000,4.8,Ansira,Independent
107,McMurry/TMG,New York,93000000,1.8,McMurry/TMG,Independent
108,GHG* [WPP],New York,91602000,12.8,GHG ,WPP
109,Doner* [MDC Partners],"Southfield, Mich.",91206000,1.3,Doner ,MDC Partners
110,Momentum Worldwide* [Interpublic],New York,91000000,-3.0,Momentum Worldwide ,Interpublic
111,Critical Mass* [Omnicom ],Chicago,91000000,-2.2,Critical Mass ,Omnicom
112,PHD* [Omnicom ],London/New York,88985000,5.0,PHD ,Omnicom
113,Isobar* [Dentsu],London/Chicago,88561000,-5.2,Isobar ,Dentsu
114,TMP Worldwide Advertising & Communications [TMP Worldwide],New York,87292000,3.4,TMP Worldwide Advertising & Communications ,TMP Worldwide
115,Derse*,Milwaukee,86891000,11.5,Derse,Independent
116,72andSunny* [MDC Partners],"Playa Vista, Calif.",86617000,72.0,72andSunny ,MDC Partners
117,MSL Group* [Publicis ],Paris,85763000,5.2,MSL Group ,Publicis
118,Targetbase* [Omnicom ],"Irving, Texas",83503000,1.3,Targetbase ,Omnicom
119,Annalect* [Omnicom ],New York,82000000,30.0,Annalect ,Omnicom
120,Landor Associates* [WPP],San Francisco,81000000,0.0,Landor Associates ,WPP
121,Klick Health [Klick Inc.],Toronto,80732000,29.3,Klick Health ,Klick Inc.
122,Porter Novelli* [Omnicom ],New York,80357000,-8.5,Porter Novelli ,Omnicom
123,Brierley & Partners* [WPP],"Plano, Texas",78662000,12.4,Brierley & Partners ,WPP
124,GSD&M* [Omnicom ],"Austin, Texas",78000000,16.4,GSD&M ,Omnicom
125,Maxus* [WPP],New York,77336000,22.1,Maxus ,WPP
126,Apco Worldwide,Washington,76615000,1.8,Apco Worldwide,Independent
127,Cohn & Wolfe* [WPP],New York,76000000,0.0,Cohn & Wolfe ,WPP
128,Blast Radius* [WPP],"Vancouver, B.C.",75000000,0.0,Blast Radius ,WPP
129,VSA Partners,Chicago,74000000,56.8,VSA Partners,Independent
130,SourceLink,"Itasca, Ill.",73100000,-2.7,SourceLink,Independent
131,Global Experience Specialists* [Viad Corp.],Las Vegas,73100000,-9.8,Global Experience Specialists ,Viad Corp.
132,MWW,New York,72139000,,MWW,Independent
133,22squared,Atlanta,70025000,5.1,22squared,Independent
134,W2O Group,San Francisco,69680000,24.2,W2O Group,Independent
135,AbelsonTaylor,Chicago,69174000,-7.0,AbelsonTaylor,Independent
136,Team One* [Publicis ],Los Angeles,68100000,9.0,Team One ,Publicis
137,Intouch Solutions,"Overland Park, Kan.",67752000,32.4,Intouch Solutions,Independent
138,Periscope,Minneapolis,66485000,14.9,Periscope,Independent
139,HelloWorld,"Pleasant Ridge, Mich.",65300000,0.2,HelloWorld,Independent
140,Brunswick Group*,London,65200000,15.0,Brunswick Group,Independent
141,Team Enterprises* [MDC Partners],"Fort Lauderdale, Fla.",65000000,2.2,Team Enterprises ,MDC Partners
142,Group360 Worldwide*,St. Louis,65000000,,Group360 Worldwide,Independent
143,CAHG* [Omnicom ],Chicago,64260000,2.0,CAHG ,Omnicom
144,FTI Consulting (Strategic Communications),New York,63900000,5.3,FTI Consulting (Strategic Communications),Independent
145,Huntsworth Health* [Huntsworth],"Yardley, Pa.",63375000,6.0,Huntsworth Health ,Huntsworth
146,Merkley & Partners* [Omnicom ],New York,63000000,7.1,Merkley & Partners ,Omnicom
147,Javelin Marketing Group* [Omnicom ],New York,62500000,20.2,Javelin Marketing Group ,Omnicom
148,VivaKi* [Publicis ],Chicago,62406000,17.7,VivaKi ,Publicis
149,Harrison & Star* [Omnicom ],New York,62112000,-1.2,Harrison & Star ,Omnicom
150,Glover Park Group* [WPP],Washington,61934000,0.0,Glover Park Group ,WPP
151,OMG Outdoor Media Group* [Omnicom ],New York,61489000,22.0,OMG Outdoor Media Group ,Omnicom
152,Optimedia International U.S.* [Publicis ],New York,61200000,0.0,Optimedia International U.S. ,Publicis
153,DDB Health/DDB Remedy* [Omnicom ],New York,61200000,2.0,DDB Health/DDB Remedy ,Omnicom
154,iProspect* [Dentsu],Boston,60785000,-2.6,iProspect ,Dentsu
155,Moroch Partners,Dallas,60262000,13.9,Moroch Partners,Independent
156,PureRed,"Stone Mountain, Ga.",58427000,-0.4,PureRed,Independent
157,Tribal Worldwide* [Omnicom ],New York,58149000,1.0,Tribal Worldwide ,Omnicom
158,Resource,"Columbus, Ohio",57010000,-8.0,Resource,Independent
159,BFG Communications,"Bluffton, S.C.",56497000,37.7,BFG Communications,Independent
160,ICC Lowe* [Interpublic],"Parsippany, N.J.",56000000,0.0,ICC Lowe ,Interpublic
161,Pacific Communications,"Costa Mesa, Calif.",55917000,4.5,Pacific Communications,Independent
162,Ivie & Associates,"Flower Mound, Texas",55164000,10.6,Ivie & Associates,Independent
163,GlobalHue*,"Southfield, Mich.",54816000,-14.2,GlobalHue,Independent
164,Allen & Gerritsen,Boston,54700000,,Allen & Gerritsen,Independent
165,Rauxa,"Costa Mesa, Calif.",54450000,14.5,Rauxa,Independent
166,Droga5*,New York,54000000,36.7,Droga5,Independent
167,Parago,"Lewisville, Texas",53890000,23.7,Parago,Independent
168,PlattForm Advertising,"Lenexa, Kan.",53798000,30.2,PlattForm Advertising,Independent
169,SMG Performance Marketing* [Publicis ],New York,53538000,14.9,SMG Performance Marketing ,Publicis
170,Wasserman Media Group*,Los Angeles,53460000,,Wasserman Media Group,Independent
171,Resolution Media* [Omnicom ],Chicago,52499000,38.0,Resolution Media ,Omnicom
172,Spark* [Publicis ],Chicago,52140000,45.0,Spark ,Publicis
173,AgencyRx* [Omnicom ],New York,51214000,24.9,AgencyRx ,Omnicom
174,Saatchi & Saatchi Wellness* [Publicis ],New York,50000000,-13.8,Saatchi & Saatchi Wellness ,Publicis
175,TPN* [Omnicom ],Dallas,50000000,8.3,TPN ,Omnicom
176,PMK-BNC* [Interpublic],"West Hollywood, Calif.",50000000,18.0,PMK-BNC ,Interpublic
177,Publicis Life Brands Medicus* [Publicis ],New York,50000000,11.1,Publicis Life Brands Medicus ,Publicis
178,Mars Advertising,"Southfield, Mich.",49583000,28.2,Mars Advertising,Independent
179,Marketing Store,Chicago,48928000,9.2,Marketing Store,Independent
180,R&R Partners,Las Vegas,48337000,4.0,R&R Partners,Independent
181,Healthcare Consultancy Group* [Omnicom ],New York,47500000,0.0,Healthcare Consultancy Group ,Omnicom
182,CementBloc,New York,47025000,13.0,CementBloc,Independent
183,Havas PR* [Havas],New York,46700000,1.5,Havas PR ,Havas
184,Performics* [Publicis ],Chicago,46529000,15.0,Performics ,Publicis
185,Russ Reid Co.* [Omnicom ],"Pasadena, Calif.",45532000,7.6,Russ Reid Co. ,Omnicom
186,Siegel & Gale* [Omnicom ],New York,45490000,-21.2,Siegel & Gale ,Omnicom
187,Neo@Ogilvy* [WPP],New York,44700000,2.3,Neo@Ogilvy ,WPP
188,Sard Verbinnen & Co.*,New York,44400000,9.9,Sard Verbinnen & Co.,Independent
189,Barkley,"Kansas City, Mo.",44174000,11.8,Barkley,Independent
190,U.S. International Media*,Los Angeles,43383000,5.4,U.S. International Media,Independent
191,Anomaly* [MDC Partners],New York,43136000,28.6,Anomaly ,MDC Partners
192,Finn Partners [Ruder Finn Group],New York,43119000,2.3,Finn Partners ,Ruder Finn Group
193,Bernstein-Rein Advertising,"Kansas City, Mo.",42778000,-0.6,Bernstein-Rein Advertising,Independent
194,R2C Group,"Portland, Ore.",42750000,-8.2,R2C Group,Independent
195,ICR,"Norwalk, Conn.",42445000,16.1,ICR,Independent
196,Switch*,St. Louis,42217000,6.1,Switch,Independent
197,Paradysz,New York,42204000,2.8,Paradysz,Independent
198,MKTG,New York,42012000,1.0,MKTG,Independent
199,Magna Global* [Interpublic],New York,41900000,10.0,Magna Global ,Interpublic
200,Carmichael Lynch* [Interpublic],Minneapolis,41790000,5.0,Carmichael Lynch ,Interpublic
201,Kekst & Co.* [Publicis ],New York,41660000,3.3,Kekst & Co. ,Publicis
202,Water Cooler Group*,"Norwalk, Conn.",41429000,3.6,Water Cooler Group,Independent
203,"Venables, Bell & Partners",San Francisco,41000000,5.5,"Venables, Bell & Partners",Independent
204,CDMiConnect* [Omnicom ],New York,40968000,5.0,CDMiConnect ,Omnicom
205,Hacker Group* [Interpublic],Seattle,40904000,2.4,Hacker Group ,Interpublic
206,Ackerman McQueen,Oklahoma City,40641000,8.1,Ackerman McQueen,Independent
207,Assembly* [MDC Partners],New York,40260000,20.0,Assembly ,MDC Partners
208,Campbell Mithun* [Interpublic],Minneapolis,39780000,-10.0,Campbell Mithun ,Interpublic
209,Tukaiz*,"Franklin Park, Ill.",39775000,7.5,Tukaiz,Independent
210,JWT Inside* [WPP],New York,39700000,0.0,JWT Inside ,WPP
211,RLM Finsbury* [WPP],New York/London,39693000,1.0,RLM Finsbury ,WPP
212,EG+ Worldwide* [Omnicom ],"Long Beach, Calif.",39627000,5.0,EG+ Worldwide ,Omnicom
213,Grayling* [Huntsworth],London,39568000,-6.5,Grayling ,Huntsworth
214,Marc USA,Pittsburgh,39060000,5.0,Marc USA,Independent
215,Fallon* [Publicis ],Minneapolis,38630000,-4.6,Fallon ,Publicis
216,David & Goliath*,"El Segundo, Calif.",38591000,15.0,David & Goliath,Independent
217,Anderson Direct & Digital,"Poway, Calif.",38158000,4.9,Anderson Direct & Digital,Independent
218,Bader Rutter & Associates,"Brookfield, Wis.",38153000,3.0,Bader Rutter & Associates,Independent
219,Fusion Marketing,St. Louis,38000000,31.0,Fusion Marketing,Independent
220,Discovery USA* [Publicis ],Chicago,38000000,0.0,Discovery USA ,Publicis
221,Ruder Finn [Ruder Finn Group],New York,37444000,11.1,Ruder Finn ,Ruder Finn Group
222,Colle & McVoy* [MDC Partners],Minneapolis,37000000,12.5,Colle & McVoy ,MDC Partners
223,Covario,San Diego,36974000,21.4,Covario,Independent
224,Marketing Werks,Chicago,36660000,2.1,Marketing Werks,Independent
225,DKC,New York,36500000,11.0,DKC,Independent
226,Grizzard Communications Group* [Omnicom ],Atlanta,36435000,0.0,Grizzard Communications Group ,Omnicom
227,LatinWorks* [Omnicom ],"Austin, Texas",36332000,22.5,LatinWorks ,Omnicom
228,Allied Integrated Marketing,"Cambridge, Mass.",36316000,4.6,Allied Integrated Marketing,Independent
229,Rockfish* [WPP],"Rogers, Ark.",36309000,23.6,Rockfish ,WPP
230,RTC* [WPP],Washington,36250000,25.0,RTC ,WPP
231,Star Group*,"Voorhees, N.J.",36051000,20.2,Star Group,Independent
232,Acronym,New York,36000000,10.8,Acronym,Independent
233,Eric Mower & Associates,"Syracuse, N.Y.",35477000,0.2,Eric Mower & Associates,Independent
234,Giant Creative/Strategy,San Francisco,35000000,35.1,Giant Creative/Strategy,Independent
235,Richard Attias & Associates* [WPP],New York,35000000,,Richard Attias & Associates ,WPP
236,Team Epic* [Dentsu],"Norwalk, Conn.",34800000,0.0,Team Epic ,Dentsu
237,Mercury Media*,"Santa Monica, Calif.",34642000,9.8,Mercury Media,Independent
238,Translation,New York,34500000,15.0,Translation,Independent
239,Pop* [Advance Publications],Seattle,34408000,0.0,Pop ,Advance Publications
240,Digitaria* [WPP],San Diego,34320000,4.0,Digitaria ,WPP
241,Saatchi & Saatchi X* [Publicis ],"Springdale, Ark.",34201000,0.0,Saatchi & Saatchi X ,Publicis
242,Inter/Media Advertising*,"Woodland Hills, Calif.",34064000,16.7,Inter/Media Advertising,Independent
243,BVK,Milwaukee,33800000,8.0,BVK,Independent
244,Doremus* [Omnicom ],New York,33641000,12.2,Doremus ,Omnicom
245,Lopez Negrete Communications,Houston,33500000,15.4,Lopez Negrete Communications,Independent
246,Laughlin Constable,Milwaukee,32750000,3.1,Laughlin Constable,Independent
247,A.B. Data,Milwaukee,32700000,-9.5,A.B. Data,Independent
248,Bartle Bogle Hegarty* [Publicis ],London,32692000,0.0,Bartle Bogle Hegarty ,Publicis
249,PadillaCRT,Minneapolis,32333000,8.2,PadillaCRT,Independent
250,Marina Maher Communications* [Omnicom ],New York,32261000,2.9,Marina Maher Communications ,Omnicom
251,Qorvis MSL Group* [Publicis ],Washington,32103000,8.8,Qorvis MSL Group ,Publicis
252,Bravo Group* [WPP],Miami,32000000,0.0,Bravo Group ,WPP
253,TBA Global*,New York,32000000,,TBA Global,Independent
254,Mother New York [Mother Holdings],New York,32000000,-5.9,Mother New York ,Mother Holdings
255,FutureBrand* [Interpublic],London,31988000,12.2,FutureBrand ,Interpublic
256,McKinney [Cheil Worldwide],"Durham, N.C.",31795000,0.6,McKinney ,Cheil Worldwide
257,HL Group* [MDC Partners],New York,31363000,-16.6,HL Group ,MDC Partners
258,T3,"Austin, Texas",30860000,15.5,T3,Independent
259,Kinetic* [WPP],London,30603000,1.0,Kinetic ,WPP
260,Brodeur Partners*,Boston,30600000,0.0,Brodeur Partners,Independent
261,Ayzenberg Group,"Pasadena, Calif.",30500000,5.9,Ayzenberg Group,Independent
262,Geary LSF Group,San Francisco,30455000,-19.6,Geary LSF Group,Independent
263,MMGY Global,"Kansas City, Mo.",30260000,15.6,MMGY Global,Independent
264,Code & Theory,New York,30000000,53.8,Code & Theory,Independent
265,Cramer,"Norwood, Mass.",30000000,0.0,Cramer,Independent
266,Conill* [Publicis ],"El Segundo, Calif.",29996000,12.5,Conill ,Publicis
267,CMD,"Portland, Ore.",29962000,10.1,CMD,Independent
268,Dieste* [Omnicom ],Dallas,29700000,26.4,Dieste ,Omnicom
269,CCG Marketing Solutions*,"West Caldwell, N.J.",29600000,14.9,CCG Marketing Solutions,Independent
270,Orion Holdings* [Interpublic],New York,29400000,12.0,Orion Holdings ,Interpublic
271,"Butler, Shine, Stern & Partners","Sausalito, Calif.",29347000,-26.2,"Butler, Shine, Stern & Partners",Independent
272,Adcom Group,Cleveland,29114000,12.2,Adcom Group,Independent
273,Brunner,Pittsburgh,29000000,-9.4,Brunner,Independent
274,WongDoody,Seattle,29000000,7.4,WongDoody,Independent
275,Magnani Caruso Dutton,New York,28750000,17.3,Magnani Caruso Dutton,Independent
276,SK&G*,Las Vegas,28673000,2.0,SK&G,Independent
277,EPAM Empathy Lab,"Newtown, Pa.",28600000,68.2,EPAM Empathy Lab,Independent
278,Martin Williams* [Omnicom ],Minneapolis,28153000,-2.5,Martin Williams ,Omnicom
279,Zeno Group [DJE Holdings],New York,28135000,35.3,Zeno Group ,DJE Holdings
280,Allison & Partners* [MDC Partners],San Francisco,28093000,21.8,Allison & Partners ,MDC Partners
281,Lunchbox* [WPP],Los Angeles,28080000,4.0,Lunchbox ,WPP
282,Source Marketing* [MDC Partners],"Norwalk, Conn.",28000000,,Source Marketing ,MDC Partners
283,Blue State Digital* [WPP],New York,28000000,19.1,Blue State Digital ,WPP
284,Fahlgren Mortine,"Columbus, Ohio",27955000,8.8,Fahlgren Mortine,Independent
285,Fitch* [WPP],London,27759000,5.3,Fitch ,WPP
286,Davis Elen Advertising,Los Angeles,27662000,-8.4,Davis Elen Advertising,Independent
287,Berry Network Digital Advertising,"Dayton, Ohio",27000000,14.9,Berry Network Digital Advertising,Independent
288,Firstborn* [Dentsu],New York,27000000,63.6,Firstborn ,Dentsu
289,Dudnyk Exchange*,"Horsham, Pa.",27000000,10.2,Dudnyk Exchange,Independent
290,CDM Princeton* [Omnicom ],"Princeton, N.J.",26400000,10.0,CDM Princeton ,Omnicom
291,CMI/Compas*,"King of Prussia, Pa.",26368000,1.4,CMI/Compas,Independent
292,Wire Stone,San Francisco,26300000,4.4,Wire Stone,Independent
293,Dailey* [Interpublic],"West Hollywood, Calif.",25913000,2.4,Dailey ,Interpublic
294,Eleven,San Francisco,25726000,12.1,Eleven,Independent
295,Peter A. Mayer Advertising,New Orleans,25431000,6.3,Peter A. Mayer Advertising,Independent
296,Alcone Marketing* [Omnicom ],"Irvine, Calif.",25303000,-2.2,Alcone Marketing ,Omnicom
297,Matomy* [Matomy Media Group] 1,New York,25303000,,Matomy ,Matomy Media Group
298,Big Fuel* [Publicis ],New York,25292000,6.0,Big Fuel ,Publicis
299,Omelet,"Culver City, Calif.",25100000,66.2,Omelet,Independent
300,Jackson Marketing Group,"Greenville, S.C.",25000000,4.2,Jackson Marketing Group,Independent
301,Alma* [Omnicom ],Miami,25000000,25.4,Alma ,Omnicom
302,Publicis Health Media* [Publicis ],Philadelphia,25000000,,Publicis Health Media ,Publicis
303,Integrated Media Solutions* [MDC Partners],New York,24750000,0.0,Integrated Media Solutions ,MDC Partners
304,Adelphi Group* [Omnicom ],"New York/ Bollington, Cheshire, U.K.",24643000,2.0,Adelphi Group ,Omnicom
305,Tapestry* [Publicis ],Chicago,24190000,18.0,Tapestry ,Publicis
306,Empower MediaMarketing*,Cincinnati,24115000,0.0,Empower MediaMarketing,Independent
307,French/West/Vaughan,"Raleigh, N.C.",24000000,,French/West/Vaughan,Independent
308,Greater Than One,New York,23940000,33.7,Greater Than One,Independent
309,BKV,"Overland Park, Kan.",23700000,-12.9,BKV,Independent
310,Gotham* [Interpublic],New York,23688000,-6.0,Gotham ,Interpublic
311,Gage,Minneapolis,23600000,15.7,Gage,Independent
312,180 Amsterdam/180LA* [Omnicom ],"Amsterdam/Santa Monica, Calif.",23397000,8.8,180 Amsterdam/180LA ,Omnicom
313,Regan Communications Group*,Boston,23365000,2.0,Regan Communications Group,Independent
314,TM Advertising* [Interpublic],Dallas,23192000,1.0,TM Advertising ,Interpublic
315,Didit,"Mineola, N.Y.",23062000,9.3,Didit,Independent
316,Biolumina* [Omnicom ],New York,22950000,2.0,Biolumina ,Omnicom
317,Swirl,San Francisco,22579000,40.5,Swirl,Independent
318,Via Agency,"Portland, Maine",22500000,25.0,Via Agency,Independent
319,Upshot,Chicago,22500000,-1.3,Upshot,Independent
320,GA Communication Group,Chicago,22500000,-1.7,GA Communication Group,Independent
321,Gibbs & Soell*,New York,22490000,14.0,Gibbs & Soell,Independent
322,Fuseideas,"Winchester, Mass.",22440000,45.0,Fuseideas,Independent
323,Gravity Media,New York,22277000,,Gravity Media,Independent
324,RKG,"Charlottesville, Va.",22268000,47.0,RKG,Independent
325,Avrett Free Ginsberg* [Interpublic],New York,22199000,2.3,Avrett Free Ginsberg ,Interpublic
