,AGENCY-COMPANY,HEADQUARTERS,2010-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
306,Images USA*,Atlanta,19200000,0.0,Images USA,Independent
307,Vitro* [MDC Partners],San Diego,19100000,29.9,Vitro ,MDC Partners
308,Alma DDB* [Omnicom (DDB)],Miami,19044000,9.4,Alma DDB ,Omnicom
309,Brandimage,"Northbrook, Ill.",19000000,11.8,Brandimage,Independent
310,Marquette Group,"Peoria, Ill.",18940000,30.2,Marquette Group,Independent
311,Dudnyk Exchange,"Horsham, Pa.",18700000,17.3,Dudnyk Exchange,Independent
312,Impaqt [Merkle],Pittsburgh,18700000,3.3,Impaqt ,Merkle
313,Cone* [Omnicom],Boston,18638000,6.5,Cone ,Omnicom
314,Legacy Marketing Partners [RiverNorth Group (KB Holdings)],Chicago,18541000,10.3,Legacy Marketing Partners ,RiverNorth Group
315,Partners & Napier [Project WorldWide],"Rochester, N.Y.",18500000,5.7,Partners & Napier ,Project WorldWide
316,Zubi Advertising Services,"Coral Gables, Fla.",18500000,2.8,Zubi Advertising Services,Independent
317,Publicis & Hal Riney* [Publicis (Publicis)],San Francisco,18360000,8.0,Publicis & Hal Riney ,Publicis
318,Dentsu America* [Dentsu (Dentsu Network West)],New York,18300000,8.0,Dentsu America ,Dentsu
319,SK&G*,Las Vegas,17940000,-1.5,SK&G,Independent
320,Cadient Group*,"King of Prussia, Pa.",17900000,-16.4,Cadient Group,Independent
321,Ignited,"El Segundo, Calif.",17830000,-19.9,Ignited,Independent
322,Carol H. Williams Advertising,"Emeryville, Calif.",17822000,-15.2,Carol H. Williams Advertising,Independent
323,Adcom Group,Cleveland,17500000,4.8,Adcom Group,Independent
324,Brand Union* [WPP],New York,17000000,25.9,Brand Union ,WPP
325,Padilla Speer Beardsley*,Minneapolis,17000000,11.8,Padilla Speer Beardsley,Independent
326,rEvolution,Chicago,17000000,30.8,rEvolution,Independent
327,Tapestry* [Publicis (SMG)],Chicago,16995000,10.0,Tapestry ,Publicis
328,Digitaria* [WPP (JWT)],San Diego,16800000,20.0,Digitaria ,WPP
329,McCormick Co.,"Amarillo, Texas",16774000,1.4,McCormick Co.,Independent
330,Buntin Group,"Nashville, Tenn.",16700000,8.4,Buntin Group,Independent
331,Direct Partners* [Omnicom],"Marina del Rey, Calif.",16640000,-2.1,Direct Partners ,Omnicom
332,Moosylvania,St. Louis,16495000,8.8,Moosylvania,Independent
333,PainePR [Vision7 Int'l],"Irvine, Calif.",16495000,32.7,PainePR ,Vision7 Int'l
334,Cheil Worldwide,New York,16469000,-25.1,Cheil Worldwide,Independent
335,One to One,"Charlestown, Mass.",16450000,29.5,One to One,Independent
336,Elias/Savion Advertising,Pittsburgh,16250000,12.3,Elias/Savion Advertising,Independent
337,Sawtooth,"Woodbridge, N.J.",16200000,0.2,Sawtooth,Independent
338,Della Femina/Rothschild/Jeary & Partners,New York,16100000,-10.1,Della Femina/Rothschild/Jeary & Partners,Independent
339,Coyne Public Relations,"Parsippany, N.J.",16051000,31.8,Coyne Public Relations,Independent
340,Allison & Partners* [MDC Partners],San Francisco,15982000,9.0,Allison & Partners ,MDC Partners
341,De la Cruz Group,"Guaynabo, Puerto Rico",15713000,15.0,De la Cruz Group,Independent
342,Kang & Lee Advertising* [WPP (Y&R)],New York,15600000,4.0,Kang & Lee Advertising ,WPP
343,Brandthread,"Miramar, Fla.",15575000,18.3,Brandthread,Independent
344,Marden-Kane,"Garden City, N.Y.",15559000,-7.2,Marden-Kane,Independent
345,Gibbs & Soell,New York,15500000,-5.5,Gibbs & Soell,Independent
346,Serino Coyne* [Omnicom],New York,15429000,18.0,Serino Coyne ,Omnicom
347,TBC,Baltimore,15427000,1.5,TBC,Independent
348,Peter A. Mayer Advertising,New Orleans,15416000,-2.6,Peter A. Mayer Advertising,Independent
349,Luckie & Co.,"Birmingham, Ala.",15338000,22.4,Luckie & Co.,Independent
350,AdAsia Communications,New York,15257000,12.8,AdAsia Communications,Independent
351,Sanders/Wingo,"El Paso, Texas",15110000,-9.4,Sanders/Wingo,Independent
352,Arnell Group* [Omnicom],New York,15000000,-42.3,Arnell Group ,Omnicom
353,Berlin Cameron United* [WPP (United)],New York,15000000,0.0,Berlin Cameron United ,WPP
354,Gage,Minneapolis,15000000,4.9,Gage,Independent
355,Noble*,"Springfield, Mo.",15000000,-4.4,Noble,Independent
356,Publicis Consultants* [Publicis (MSL Group)],Paris,15000000,7.1,Publicis Consultants ,Publicis
357,Reprise Media* [Interpublic (Mediabrands)],New York,15000000,9.4,Reprise Media ,Interpublic
358,Williams-Labadie* [Publicis (PHCG)],Chicago,14950000,0.0,Williams-Labadie ,Publicis
359,Natrel Communications,"Parsippany, N.J.",14900000,13.9,Natrel Communications,Independent
360,Prime Access*,New York,14900000,,Prime Access,Independent
361,Anomaly* [MDC Partners],New York,14875000,21.4,Anomaly ,MDC Partners
362,Greater Than One,New York,14750000,13.5,Greater Than One,Independent
363,Marketing Support,Chicago,14571000,22.3,Marketing Support,Independent
364,Hoffman/Lewis,San Francisco,14563000,-0.2,Hoffman/Lewis,Independent
365,Grupo Gallegos,"Long Beach, Calif.",14500000,,Grupo Gallegos,Independent
366,Text 100 Global Public Relations [Next Fifteen Communications Group],New York,14500000,-14.7,Text 100 Global Public Relations ,Next Fifteen Communications Group
367,Definition 6,Atlanta,14418000,54.9,Definition 6,Independent
368,Heartbeat Ideas,New York,14400000,9.9,Heartbeat Ideas,Independent
369,MMB*,Boston,14400000,13.4,MMB,Independent
370,Northlich*,Cincinnati,14364000,-10.0,Northlich,Independent
371,Schafer Condon Carter,Chicago,14222000,2.8,Schafer Condon Carter,Independent
372,GlobalWorks Group,New York,14200000,10.1,GlobalWorks Group,Independent
373,Rodgers Townsend* [Omnicom (DDB)],St. Louis,14114000,8.6,Rodgers Townsend ,Omnicom
374,Rockfish,"Rogers, Ark.",14100000,83.1,Rockfish,Independent
375,Cooney/Waters Group [Creston],New York,14089000,14.1,Cooney/Waters Group ,Creston
376,Global Advertising Strategies,New York,14000000,16.7,Global Advertising Strategies,Independent
377,Rivet* [Interpublic (DraftFCB)],Chicago,14000000,0.0,Rivet ,Interpublic
378,Power Creative,"Louisville, Ky.",13936000,0.0,Power Creative,Independent
379,SBC Advertising,"Columbus, Ohio",13832000,3.6,SBC Advertising,Independent
380,LehmanMillet* [HealthStar Communications],Boston,13800000,4.5,LehmanMillet ,HealthStar Communications
381,Biggs Gilmore,"Kalamazoo, Mich.",13691000,34.9,Biggs Gilmore,Independent
382,Hoffman York,Milwaukee,13681000,34.5,Hoffman York,Independent
383,MV42* [Publicis (SMG)],New York,13680000,20.0,MV42 ,Publicis
384,French/West/Vaughan*,"Raleigh, N.C.",13600000,11.2,French/West/Vaughan,Independent
385,Pereira & O'Dell [Grupo ABC],San Francisco,13600000,13.6,Pereira & O'Dell ,Grupo ABC
386,Marcus Thomas,Cleveland,13454000,20.8,Marcus Thomas,Independent
387,Lockard & Wechsler,"Irvington, N.Y.",13296000,6.3,Lockard & Wechsler,Independent
388,Riester,Phoenix,13246000,-1.2,Riester,Independent
389,Cole & Weber United* [WPP (United)],Seattle,13200000,20.0,Cole & Weber United ,WPP
390,Spark Communications* [Publicis (SMG)],Chicago,13200000,7.3,Spark Communications ,Publicis
391,Attik* [Dentsu (Dentsu Network West)],San Francisco,13000000,30.0,Attik ,Dentsu
392,Duncan Channon,San Francisco,13000000,30.0,Duncan Channon,Independent
393,Oneupweb,"Traverse City, Mich.",13000000,9.4,Oneupweb,Independent
394,Tierney* [Interpublic],Philadelphia,13000000,0.0,Tierney ,Interpublic
395,Hunter Public Relations,New York,12810000,27.7,Hunter Public Relations,Independent
396,Euro RSCG Worldwide PR* [Havas (Euro RSCG)],New York,12780000,6.5,Euro RSCG Worldwide PR ,Havas
397,RJ Palmer*,New York,12780000,6.5,RJ Palmer,Independent
398,Hanson,"Maumee, Ohio",12700000,,Hanson,Independent
399,Firstborn* [Dentsu (Dentsu Network West)],New York,12500000,47.1,Firstborn ,Dentsu
400,Zeno Group [Daniel J. Edelman],New York,12469000,24.0,Zeno Group ,Daniel J. Edelman
401,Ron Foth Advertising,"Columbus, Ohio",12328000,1.1,Ron Foth Advertising,Independent
402,GKV,Baltimore,12300000,3.8,GKV,Independent
403,RF Binder Partners [Ruder Finn Group],New York,12300000,5.9,RF Binder Partners ,Ruder Finn Group
404,Didit,"Mineola, N.Y.",12225000,-2.2,Didit,Independent
405,Covario,San Diego,12133000,,Covario,Independent
406,Bozell,"Omaha, Neb.",12100000,5.2,Bozell,Independent
407,Swanson Russell,"Lincoln, Neb.",12100000,-2.4,Swanson Russell,Independent
408,Blitz Agency,"Santa Monica, Calif.",12054000,76.7,Blitz Agency,Independent
409,Hanley Wood Marketing,Minneapolis,12023000,44.2,Hanley Wood Marketing,Independent
410,Concentric Pharma Advertising,New York,12000000,33.3,Concentric Pharma Advertising,Independent
411,Empathy Lab,"Conshohocken, Pa.",12000000,50.0,Empathy Lab,Independent
412,Entr�e Health* [Omnicom (CDM Group)],New York,12000000,20.0,Entr�e Health ,Omnicom
413,Lippe Taylor,New York,12000000,14.3,Lippe Taylor,Independent
414,Proof* [WPP (Y&R {Burson-Marsteller})],New York,12000000,6.7,Proof ,WPP
415,Mastermind Marketing,Atlanta,11950000,7.2,Mastermind Marketing,Independent
416,Hitchcock Fleming & Associates,"Akron, Ohio",11938000,2.6,Hitchcock Fleming & Associates,Independent
417,Sullivan Higdon & Sink,"Wichita, Kan.",11846000,16.6,Sullivan Higdon & Sink,Independent
418,Peppercom,New York,11826000,-6.3,Peppercom,Independent
419,Capstrat,"Raleigh, N.C.",11800000,13.1,Capstrat,Independent
420,American Communications Group*,"Torrance, Calif.",11780000,,American Communications Group,Independent
421,Via Group,"Portland, Maine",11750000,24.2,Via Group,Independent
422,Designkitchen* [WPP (Y&R {Wunderman})],Chicago,11742000,3.0,Designkitchen ,WPP
423,Archer Malmo,"Memphis, Tenn.",11725000,24.9,Archer Malmo,Independent
424,SS&K*,New York,11700000,,SS&K,Independent
425,Hirons & Co.,Indianapolis,11686000,17.2,Hirons & Co.,Independent
426,5W Public Relations,New York,11654000,3.0,5W Public Relations,Independent
427,St. John & Partners Advertising & PR,"Jacksonville, Fla.",11595000,-2.9,St. John & Partners Advertising & PR,Independent
428,Cranford Johnson Robinson Woods*,"Little Rock, Ark.",11490000,-8.1,Cranford Johnson Robinson Woods,Independent
429,IW Group* [Interpublic],"West Hollywood, Calif.",11407000,-0.4,IW Group ,Interpublic
430,O2 Ideas,"Birmingham, Ala.",11377000,-2.0,O2 Ideas,Independent
431,PJA Advertising & Marketing,"Cambridge, Mass.",11377000,-0.8,PJA Advertising & Marketing,Independent
432,Roberts Communications,"Rochester, N.Y.",11310000,-0.1,Roberts Communications,Independent
433,"Aloysius, Butler & Clark","Wilmington, Del.",11279000,2.0,"Aloysius, Butler & Clark",Independent
434,GlynnDevins Advertising & Marketing,"Overland Park, Kan.",11264000,-6.2,GlynnDevins Advertising & Marketing,Independent
435,Sigma Marketing Group,"Rochester, N.Y.",11222000,10.0,Sigma Marketing Group,Independent
436,Grafica,"Chester, N.J.",11200000,6.7,Grafica,Independent
437,Ruth [Daniel J. Edelman],New York,11132000,35.7,Ruth ,Daniel J. Edelman
438,CRT/Tanaka,"Richmond, Va.",11082000,7.0,CRT/Tanaka,Independent
439,Boathouse Group,"Waltham, Mass.",11000000,6.8,Boathouse Group,Independent
440,Lapiz USA* [Publicis (Leo Burnett)],Chicago,11000000,25.0,Lapiz USA ,Publicis
441,Saatchi & Saatchi Healthcare Innovations* [Publicis (PHCG)],"Yardley, Pa.",11000000,0.0,Saatchi & Saatchi Healthcare Innovations ,Publicis
442,Machado Garcia Serra,Miami,10886000,8.3,Machado Garcia Serra,Independent
443,PBJS* [Publicis (MSL Group)],Seattle,10728000,96.4,PBJS ,Publicis
444,Acento,Los Angeles,10709000,22.2,Acento,Independent
445,Connelly Partners,Boston,10700000,12.6,Connelly Partners,Independent
446,Sloane & Co.* [MDC Partners],New York,10700000,,Sloane & Co. ,MDC Partners
447,M. Booth & Associates* [Next Fifteen Communications Group],New York,10675000,,M. Booth & Associates ,Next Fifteen Communications Group
448,Atrinsic Interactive*,New York,10650000,-49.0,Atrinsic Interactive,Independent
449,Stephenz Group*,"San Jose, Calif.",10630000,7.0,Stephenz Group,Independent
450,Adams & Knight Communications,"Avon, Conn.",10625000,11.1,Adams & Knight Communications,Independent
451,Bromley Communications* [Publicis],San Antonio,10618000,-31.0,Bromley Communications ,Publicis
452,Fame* [Omnicom (TBWA)],Minneapolis,10600000,65.6,Fame ,Omnicom
453,Godfrey,"Lancaster, Pa.",10500000,41.9,Godfrey,Independent
454,The Gate Worldwide* [Media Square],New York,10500000,5.0,The Gate Worldwide ,Media Square
455,Wpromote,"El Segundo, Calif.",10500000,26.5,Wpromote,Independent
456,DMW Worldwide,"Chesterbrook, Pa.",10443000,6.2,DMW Worldwide,Independent
457,Lewis Communications,"Mobile, Ala.",10336000,23.9,Lewis Communications,Independent
458,Anthology Marketing Group,Honolulu,10331000,-3.5,Anthology Marketing Group,Independent
459,Slingshot*,Dallas,10312000,2.0,Slingshot,Independent
460,Tris3ct,Chicago,10196000,64.5,Tris3ct,Independent
461,Deep Focus [Engine Group],New York,10192000,23.7,Deep Focus ,Engine Group
462,Beanstalk* [Omnicom],New York,10100000,8.7,Beanstalk ,Omnicom
463,Threshold Interactive,"Culver City, Calif.",10088000,20.0,Threshold Interactive,Independent
464,Rhea & Kaiser Marketing Communications*,"Naperville, Ill.",10075000,-30.5,Rhea & Kaiser Marketing Communications,Independent
465,Accentmarketing* [Interpublic],"Coral Gables, Fla.",10037000,-4.4,Accentmarketing ,Interpublic
466,Brand in Hand,"Santa Monica, Calif.",10000000,66.7,Brand in Hand,Independent
467,Cannonball Advertising,St. Louis,10000000,0.0,Cannonball Advertising,Independent
468,Casanova Pendrill* [Interpublic (McCann)],"Costa Mesa, Calif.",10000000,0.0,Casanova Pendrill ,Interpublic
469,Concept Farm*,New York,10000000,-13.0,Concept Farm,Independent
470,Evolution Bureau* [Omnicom],San Francisco,10000000,100.0,Evolution Bureau ,Omnicom
471,Genuine Interactive,Boston,10000000,100.0,Genuine Interactive,Independent
472,Publicis Healthware International* [Publicis (PHCG)],"New York/Salerno, Italy",10000000,0.0,Publicis Healthware International ,Publicis
473,Sarkissian Mason,New York,10000000,33.3,Sarkissian Mason,Independent
474,TPG* [Omnicom],Philadelphia,10000000,24.3,TPG ,Omnicom
475,FKQ Advertising & Marketing,"Clearwater, Fla.",9994000,0.7,FKQ Advertising & Marketing,Independent
476,WDFA Marketing*,San Francisco,9990000,,WDFA Marketing,Independent
477,Shift Communications,"Newton, Mass.",9948000,-6.5,Shift Communications,Independent
478,Clarity Coverdale Fury,Minneapolis,9900000,-3.9,Clarity Coverdale Fury,Independent
479,Seiden Group,New York,9900000,6.8,Seiden Group,Independent
480,Bailey Lauerman,"Lincoln, Neb.",9787000,0.8,Bailey Lauerman,Independent
481,Admerasia,New York,9750000,-9.3,Admerasia,Independent
482,IQ,Atlanta,9726000,2.2,IQ,Independent
483,Palisades Media Group*,"Santa Monica, Calif.",9720000,16.1,Palisades Media Group,Independent
484,Callahan Creek,"Lawrence, Kan.",9708000,-8.2,Callahan Creek,Independent
485,InterTrend Communications,"Long Beach, Calif.",9700000,-0.5,InterTrend Communications,Independent
486,Heinrich Marketing,Denver,9618000,,Heinrich Marketing,Independent
487,McGarrah/Jessee,"Austin, Texas",9610000,11.9,McGarrah/Jessee,Independent
488,DGWB Advertising & Communications,"Santa Ana, Calif.",9600000,14.3,DGWB Advertising & Communications,Independent
489,Iris [Iris Worldwide],New York,9600000,28.0,Iris ,Iris Worldwide
490,Fathom Online Marketing,"Valley View, Ohio",9575000,16.4,Fathom Online Marketing,Independent
491,Trozzolo Communications Group,"Kansas City, Mo.",9554000,8.2,Trozzolo Communications Group,Independent
492,Neiman Group,"Harrisburg, Pa.",9507000,19.5,Neiman Group,Independent
493,"Howard, Merrell & Partners*","Raleigh, N.C.",9455000,2.8,"Howard, Merrell & Partners",Independent
494,Wing* [WPP (Grey)],New York,9430000,15.0,Wing ,WPP
495,Kaplow Communications*,New York,9400000,-1.1,Kaplow Communications,Independent
496,Gardner Nelson & Partners,New York,9300000,9.4,Gardner Nelson & Partners,Independent
497,Roberts & Langer DDB* [Omnicom (DDB)],New York,9300000,17.7,Roberts & Langer DDB ,Omnicom
498,Tombras Group*,"Knoxville, Tenn.",9300000,-1.6,Tombras Group,Independent
499,Bodden Partners,New York,9284000,-46.0,Bodden Partners,Independent
500,R2integrated,Baltimore,9167000,15.4,R2integrated,Independent
501,Catalyst,"Rochester, N.Y.",9162000,-3.6,Catalyst,Independent
502,CDR Fundraising Group,"Bowie, Md.",9079000,-4.7,CDR Fundraising Group,Independent
503,LeadDog Marketing Group,New York,9052000,31.6,LeadDog Marketing Group,Independent
504,Translation Consulting & Brand Imaging* [Interpublic],New York,9000000,30.0,Translation Consulting & Brand Imaging ,Interpublic
505,Phelps Group,"Santa Monica, Calif.",8983000,9.3,Phelps Group,Independent
506,LM&O Advertising,"Arlington, Va.",8976000,-2.9,LM&O Advertising,Independent
507,Premium Surge Promotions [RiverNorth Group (KB Holdings)],Chicago,8960000,163.5,Premium Surge Promotions ,RiverNorth Group
508,Mendelsohn Zien Advertising* [Hakuhodo DY Holdings],Los Angeles,8935000,-13.3,Mendelsohn Zien Advertising ,Hakuhodo DY Holdings
509,La Comunidad,Miami,8900000,8.5,La Comunidad,Independent
510,RPM Connect [D.L. Ryan Cos. (Ryan Partnership)],Minneapolis,8823000,10.7,RPM Connect ,D.L. Ryan Cos.
511,Marlin Network,"Springfield, Mo.",8809000,19.2,Marlin Network,Independent
512,206 Inc.,Seattle,8805000,70.6,206 Inc.,Independent
513,Borshoff,Indianapolis,8794000,23.2,Borshoff,Independent
514,Blitz,"Waltham, Mass.",8726000,11.1,Blitz,Independent
515,Strategic America,"West Des Moines, Iowa",8696000,2.4,Strategic America,Independent
516,Ames Scullin O'Haire,Atlanta,8580000,4.0,Ames Scullin O'Haire,Independent
517,Allied Media Corp.,"Alexandria, Va.",8500000,16.5,Allied Media Corp.,Independent
518,MicroMass Communications,"Cary, N.C.",8500000,-15.0,MicroMass Communications,Independent
519,SMZ,"Troy, Mich.",8500000,-3.5,SMZ,Independent
520,Fuse,St. Louis,8365000,-1.5,Fuse,Independent
521,Davies*,"Santa Barbara, Calif.",8360000,19.0,Davies,Independent
522,Fry Hammond Barr*,"Orlando, Fla.",8350000,1.8,Fry Hammond Barr,Independent
523,Proof Advertising,"Austin, Texas",8236000,15.3,Proof Advertising,Independent
524,Hal Lewis Group*,Philadelphia,8215000,9.5,Hal Lewis Group,Independent
525,Nicholson Kovac,"Kansas City, Mo.",8205000,-32.5,Nicholson Kovac,Independent
526,Big Spaceship,"Brooklyn, N.Y.",8200000,13.9,Big Spaceship,Independent
527,Garrigan Lyman Group*,Seattle,8200000,18.8,Garrigan Lyman Group,Independent
528,BeCore Promotions,Los Angeles,8150000,63.0,BeCore Promotions,Independent
529,Carton Donofrio Partners,Baltimore,8109000,1.7,Carton Donofrio Partners,Independent
530,GS&F,"Nashville, Tenn.",8100000,-1.8,GS&F,Independent
531,Redscout* [MDC Partners],New York,8100000,0.0,Redscout ,MDC Partners
532,Source Communications,"Hackensack, N.J.",8079000,15.7,Source Communications,Independent
533,Castells & Asociados,Los Angeles,8068000,17.1,Castells & Asociados,Independent
534,Pedone & Partners,New York,8000000,14.3,Pedone & Partners,Independent
535,Tinsley Advertising & Marketing*,Miami,7983000,-6.4,Tinsley Advertising & Marketing,Independent
536,Interlex Communications,San Antonio,7950000,,Interlex Communications,Independent
537,Chandelier Creative,New York,7900000,31.7,Chandelier Creative,Independent
538,Yaffe Group*,"Southfield, Mich.",7900000,12.9,Yaffe Group,Independent
539,Black Twig Communications,St. Louis,7860000,13.9,Black Twig Communications,Independent
540,Footsteps* [Omnicom],New York,7800000,0.0,Footsteps ,Omnicom
541,FullSix [FullSix Group],Paris,7785000,10.0,FullSix ,FullSix Group
542,Fullhouse,Milwaukee,7760000,-26.8,Fullhouse,Independent
543,Vladimir Jones,"Colorado Springs, Colo.",7756000,2.9,Vladimir Jones,Independent
544,Radarworks,Seattle,7700000,-12.5,Radarworks,Independent
545,San Jose Group,Chicago,7609000,0.5,San Jose Group,Independent
546,Charleston/Orwig,"Hartland, Wis.",7595000,30.7,Charleston/Orwig,Independent
547,Crosby Marketing Communications,"Annapolis, Md.",7543000,-12.7,Crosby Marketing Communications,Independent
548,E.B. Lane,Phoenix,7500000,15.4,E.B. Lane,Independent
549,Gary Group,"Santa Monica, Calif.",7500000,0.0,Gary Group,Independent
550,Horn Group,San Francisco,7500000,23.0,Horn Group,Independent
551,Kelliher Samets Volk,"Burlington, Vt.",7500000,-6.3,Kelliher Samets Volk,Independent
552,Donat/Wald & Haque*,"Santa Monica, Calif.",7470000,,Donat/Wald & Haque,Independent
553,Doe-Anderson,"Louisville, Ky.",7398000,-16.7,Doe-Anderson,Independent
554,Acquirgy*,"St. Petersburg, Fla.",7362000,-1.8,Acquirgy,Independent
555,Siltanen & Partners Advertising*,"El Segundo, Calif.",7350000,0.0,Siltanen & Partners Advertising,Independent
556,Liggett-Stashower*,Cleveland,7285000,-16.1,Liggett-Stashower,Independent
557,Vox Collective,New York,7251000,18.9,Vox Collective,Independent
558,Martino Flynn*,"Pittsford, N.Y.",7208000,,Martino Flynn,Independent
559,Nelson Schmidt,Milwaukee,7200000,18.0,Nelson Schmidt,Independent
560,SicolaMartin* [WPP (Y&R)],"Austin, Texas",7200000,0.1,SicolaMartin ,WPP
561,Titan Agency,Atlanta,7200000,-7.0,Titan Agency,Independent
562,ISM,Boston,7150000,-13.3,ISM,Independent
563,Simantel Group*,"Peoria, Ill.",7130000,17.6,Simantel Group,Independent
564,Gotham Direct,New York,7103000,20.1,Gotham Direct,Independent
565,LatinSphere,"Long Beach, Calif.",7100000,10.9,LatinSphere,Independent
566,Response Mine Interactive,Atlanta,7100000,9.7,Response Mine Interactive,Independent
567,Vizergy,"Jacksonville, Fla.",7091000,16.9,Vizergy,Independent
568,Amalgamated*,New York,7020000,,Amalgamated,Independent
569,Moses Anshell,Phoenix,7000000,-6.7,Moses Anshell,Independent
570,Pavone,"Harrisburg, Pa.",7000000,12.9,Pavone,Independent
571,Signal to Noise* [Omnicom (TBWA)],San Francisco,7000000,,Signal to Noise ,Omnicom
572,Tocquigny,"Austin, Texas",7000000,6.1,Tocquigny,Independent
573,Alinean,"Orlando, Fla.",6982000,15.9,Alinean,Independent
574,Weston/Mason,"Santa Monica, Calif.",6975000,-9.1,Weston/Mason,Independent
575,O'Leary & Partners,"Newport Beach, Calif.",6900000,0.0,O'Leary & Partners,Independent
576,RDA International,New York,6866000,-9.5,RDA International,Independent
577,NYCA,"Solana Beach, Calif.",6866000,2.8,NYCA,Independent
578,Luquire George Andrews,"Charlotte, N.C.",6859000,25.4,Luquire George Andrews,Independent
579,Milici Valenti Ng Pack,Honolulu,6767000,3.6,Milici Valenti Ng Pack,Independent
580,Lambesis,"Carlsbad, Calif.",6757000,0.5,Lambesis,Independent
581,White Horse*,"Portland, Ore.",6750000,-11.8,White Horse,Independent
582,Noise [Engine Group],New York,6700000,,Noise ,Engine Group
583,Gelia,"Williamsville, N.Y.",6692000,24.9,Gelia,Independent
584,D Exposito & Partners,New York,6670000,16.0,D Exposito & Partners,Independent
585,Camelot Communications*,Dallas,6665000,,Camelot Communications,Independent
586,Nurun* [Quebecor Media],Montreal,6661000,26.1,Nurun ,Quebecor Media
587,Chernoff Newman,"Columbia, S.C.",6609000,1.2,Chernoff Newman,Independent
588,LSF Network,San Francisco,6561000,96.3,LSF Network,Independent
589,Babcock & Jenkins,"Portland, Ore.",6552000,-9.7,Babcock & Jenkins,Independent
590,Slack and Company,Chicago,6531000,45.5,Slack and Company,Independent
591,TaCito Direct Marketing,Dallas,6500000,18.2,TaCito Direct Marketing,Independent
592,Two West,"Kansas City, Mo.",6495000,-3.0,Two West,Independent
593,Media Horizons,"Norwalk, Conn.",6470000,7.5,Media Horizons,Independent
594,Korey Kay & Partners,New York,6410000,12.5,Korey Kay & Partners,Independent
595,Agency Q,Washington,6403000,-13.4,Agency Q,Independent
596,Lopito Ileana & Howie,"Guaynabo, Puerto Rico",6402000,17.8,Lopito Ileana & Howie,Independent
597,Bayshore Solutions,"Tampa, Fla.",6400000,4.9,Bayshore Solutions,Independent
598,Mono* [MDC Partners],Minneapolis,6400000,33.3,Mono ,MDC Partners
599,Profero,New York,6300000,53.7,Profero,Independent
600,Hiebing Group,"Madison, Wis.",6254000,11.3,Hiebing Group,Independent
601,HMH,"Portland, Ore.",6232000,14.2,HMH,Independent
602,Digital Pulp,New York,6200000,10.7,Digital Pulp,Independent
603,Topin & Associates,Chicago,6150000,5.1,Topin & Associates,Independent
604,Threespot,Washington,6125000,27.6,Threespot,Independent
605,Stone Ward,"Little Rock, Ark.",6114000,4.6,Stone Ward,Independent
606,BoomBox,New York,6100000,125.9,BoomBox,Independent
607,Sundog,"Fargo, N.D.",6100000,18.4,Sundog,Independent
608,GodwinGroup,"Jackson, Miss.",6053000,12.6,GodwinGroup,Independent
609,Gold n Fish Marketing Group,"Armonk, N.Y.",6000000,71.4,Gold n Fish Marketing Group,Independent
610,Kemp Goldberg Partners,"Portland, Maine",6000000,17.6,Kemp Goldberg Partners,Independent
611,Republica,Miami,6000000,33.3,Republica,Independent
612,Sourcebits,"Decatur, Ga.",6000000,114.3,Sourcebits,Independent
613,Red Urban* [Omnicom],London,5929000,7.4,Red Urban ,Omnicom
614,Butler Till Media Services,"Rochester, N.Y.",5894000,8.8,Butler Till Media Services,Independent
615,Keiler,"Farmington, Conn.",5877000,15.9,Keiler,Independent
616,Preston Kelly,Minneapolis,5862000,8.3,Preston Kelly,Independent
617,HealthStar PR [HealthStar Communications],New York,5843000,15.3,HealthStar PR ,HealthStar Communications
618,Knock*,Minneapolis,5813000,,Knock,Independent
619,TDA Boulder,"Boulder, Colo.",5800000,52.6,TDA Boulder,Independent
620,Media Logic,"Albany, N.Y.",5782000,-33.5,Media Logic,Independent
621,KraftWorks NYC,New York,5775000,-8.3,KraftWorks NYC,Independent
622,Johannes Leonardo* [WPP (WPP Digital)],New York,5760000,6.7,Johannes Leonardo ,WPP
623,Revolucion,New York,5750000,5.5,Revolucion,Independent
624,White & Partners,"Herndon, Va.",5707000,4.0,White & Partners,Independent
625,JA Integrated Thinking,"Brentwood, Tenn.",5704000,-0.6,JA Integrated Thinking,Independent
626,Travers Collins & Co.,"Buffalo, N.Y.",5633000,41.3,Travers Collins & Co.,Independent
627,Mortar,San Francisco,5627000,7.9,Mortar,Independent
628,GreenRubino,Seattle,5553000,-6.2,GreenRubino,Independent
629,RJDale Advertising & Public Relations*,Chicago,5531000,0.0,RJDale Advertising & Public Relations,Independent
630,NFusion Group,"Austin, Texas",5528000,-9.1,NFusion Group,Independent
631,Red F,"Charlotte, N.C.",5520000,1.0,Red F,Independent
632,Amazon Advertising* [Publicis],San Francisco,5500000,27.9,Amazon Advertising ,Publicis
633,HCB Health,"Austin, Texas",5500000,37.5,HCB Health,Independent
634,Yamamoto Moss Mackenzie* [MDC Partners],Minneapolis,5500000,10.0,Yamamoto Moss Mackenzie ,MDC Partners
635,LeapFrog Interactive,"Louisville, Ky.",5485000,-45.3,LeapFrog Interactive,Independent
636,Associated Integrated Marketing,"Wichita, Kan.",5477000,-12.7,Associated Integrated Marketing,Independent
637,Baker Street Advertising*,San Francisco,5425000,10.7,Baker Street Advertising,Independent
