,AGENCY-COMPANY,HEADQUARTERS,2010-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
287,LatinWorks* [Omnicom],"Austin, Texas",2117000,7.4,LatinWorks* ,Omnicom
288,FKM,Houston,2116700,-8.3,FKM,Independent
289,HL Group Partners* [MDC Partners],New York,2100000,47.9,HL Group Partners* ,MDC Partners
290,Upshot [Emak Worldwide],Chicago,2064200,18.2,Upshot ,Emak Worldwide
291,Fahlgren,"Columbus, Ohio",2016700,-13.9,Fahlgren,Independent
292,DeVries Public Relations* [Interpublic],New York,2012500,2.0,DeVries Public Relations* ,Interpublic
293,Mr. Youth,New York,2000000,17.6,Mr. Youth,Independent
294,Razorfish Health* [Publicis (Razorfish)],Philadelphia,2000000,5.3,Razorfish Health* ,Publicis (Razorfish)
295,Avrett Free Ginsberg* [Interpublic (McCann)],New York,1995000,5.0,Avrett Free Ginsberg* ,Interpublic (McCann)
296,David & Goliath*,"El Segundo, Calif.",1989000,2.0,David & Goliath*,Independent
297,Intermark Group,"Birmingham, Ala.",1980000,16.1,Intermark Group,Independent
298,Source Marketing* [MDC Partners],"Norwalk, Conn.",1980000,37.8,Source Marketing* ,MDC Partners
299,Conill* [Publicis (Saatchi)],Miami,1971000,9.5,Conill* ,Publicis (Saatchi)
300,Fitzgerald & Co.* [Interpublic (McCann)],Atlanta,1965100,9.2,Fitzgerald & Co.* ,Interpublic (McCann)
301,Laughlin/Constable,Milwaukee,1950000,0.5,Laughlin/Constable,Independent
302,Regan Communications [Regan Communications Group],Boston,1946200,-2.0,Regan Communications ,Regan Communications Group
303,JWT Action* [WPP (JWT)],"Akron, Ohio",1940200,9.6,JWT Action* ,WPP (JWT)
304,Taylor Global,New York,1930000,1.0,Taylor Global,Independent
305,Kern Organization* [Omnicom (DDB {Rapp})],"Woodland Hills, Calif.",1922900,7.4,Kern Organization* ,Omnicom (DDB {Rapp})
306,Images USA*,Atlanta,1920000,0.0,Images USA*,Independent
307,Vitro* [MDC Partners],San Diego,1910000,29.9,Vitro* ,MDC Partners
308,Alma DDB* [Omnicom (DDB)],Miami,1904400,9.4,Alma DDB* ,Omnicom (DDB)
309,Brandimage,"Northbrook, Ill.",1900000,11.8,Brandimage,Independent
310,Marquette Group,"Peoria, Ill.",1894000,30.2,Marquette Group,Independent
311,Dudnyk Exchange,"Horsham, Pa.",1870000,17.3,Dudnyk Exchange,Independent
312,Impaqt [Merkle],Pittsburgh,1870000,3.3,Impaqt ,Merkle
313,Cone* [Omnicom],Boston,1863800,6.5,Cone* ,Omnicom
314,Legacy Marketing Partners [RiverNorth Group (KB Holdings)],Chicago,1854100,10.3,Legacy Marketing Partners ,RiverNorth Group (KB Holdings)
315,Partners & Napier [Project WorldWide],"Rochester, N.Y.",1850000,5.7,Partners & Napier ,Project WorldWide
316,Zubi Advertising Services,"Coral Gables, Fla.",1850000,2.8,Zubi Advertising Services,Independent
317,Publicis & Hal Riney* [Publicis (Publicis)],San Francisco,1836000,8.0,Publicis & Hal Riney* ,Publicis (Publicis)
318,Dentsu America* [Dentsu (Dentsu Network West)],New York,1830000,8.0,Dentsu America* ,Dentsu (Dentsu Network West)
319,SK&G*,Las Vegas,1794000,-1.5,SK&G*,Independent
320,Cadient Group*,"King of Prussia, Pa.",1790000,-16.4,Cadient Group*,Independent
321,Ignited,"El Segundo, Calif.",1783000,-19.9,Ignited,Independent
322,Carol H. Williams Advertising,"Emeryville, Calif.",1782200,-15.2,Carol H. Williams Advertising,Independent
323,Adcom Group,Cleveland,1750000,4.8,Adcom Group,Independent
324,Brand Union* [WPP],New York,1700000,25.9,Brand Union* ,WPP
325,Padilla Speer Beardsley*,Minneapolis,1700000,11.8,Padilla Speer Beardsley*,Independent
326,rEvolution,Chicago,1700000,30.8,rEvolution,Independent
327,Tapestry* [Publicis (SMG)],Chicago,1699500,10.0,Tapestry* ,Publicis (SMG)
328,Digitaria* [WPP (JWT)],San Diego,1680000,20.0,Digitaria* ,WPP (JWT)
329,McCormick Co.,"Amarillo, Texas",1677400,1.4,McCormick Co.,Independent
330,Buntin Group,"Nashville, Tenn.",1670000,8.4,Buntin Group,Independent
331,Direct Partners* [Omnicom],"Marina del Rey, Calif.",1664000,-2.1,Direct Partners* ,Omnicom
332,Moosylvania,St. Louis,1649500,8.8,Moosylvania,Independent
333,PainePR [Vision7 Int'l],"Irvine, Calif.",1649500,32.7,PainePR ,Vision7 Int'l
334,Cheil Worldwide,New York,1646900,-25.1,Cheil Worldwide,Independent
335,One to One,"Charlestown, Mass.",1645000,29.5,One to One,Independent
336,Elias/Savion Advertising,Pittsburgh,1625000,12.3,Elias/Savion Advertising,Independent
337,Sawtooth,"Woodbridge, N.J.",1620000,0.2,Sawtooth,Independent
338,Della Femina/Rothschild/Jeary & Partners,New York,1610000,-10.1,Della Femina/Rothschild/Jeary & Partners,Independent
339,Coyne Public Relations,"Parsippany, N.J.",1605100,31.8,Coyne Public Relations,Independent
340,Allison & Partners* [MDC Partners],San Francisco,1598200,9.0,Allison & Partners* ,MDC Partners
341,De la Cruz Group,"Guaynabo, Puerto Rico",1571300,15.0,De la Cruz Group,Independent
342,Kang & Lee Advertising* [WPP (Y&R)],New York,1560000,4.0,Kang & Lee Advertising* ,WPP (Y&R)
343,Brandthread,"Miramar, Fla.",1557500,18.3,Brandthread,Independent
344,Marden-Kane,"Garden City, N.Y.",1555900,-7.2,Marden-Kane,Independent
345,Gibbs & Soell,New York,1550000,-5.5,Gibbs & Soell,Independent
346,Serino Coyne* [Omnicom],New York,1542900,18.0,Serino Coyne* ,Omnicom
347,TBC,Baltimore,1542700,1.5,TBC,Independent
348,Peter A. Mayer Advertising,New Orleans,1541600,-2.6,Peter A. Mayer Advertising,Independent
349,Luckie & Co.,"Birmingham, Ala.",1533800,22.4,Luckie & Co.,Independent
350,AdAsia Communications,New York,1525700,12.8,AdAsia Communications,Independent
351,Sanders/Wingo,"El Paso, Texas",1511000,-9.4,Sanders/Wingo,Independent
352,Arnell Group* [Omnicom],New York,1500000,-42.3,Arnell Group* ,Omnicom
353,Berlin Cameron United* [WPP (United)],New York,1500000,0.0,Berlin Cameron United* ,WPP (United)
354,Gage,Minneapolis,1500000,4.9,Gage,Independent
355,Noble*,"Springfield, Mo.",1500000,-4.4,Noble*,Independent
356,Publicis Consultants* [Publicis (MSL Group)],Paris,1500000,7.1,Publicis Consultants* ,Publicis (MSL Group)
357,Reprise Media* [Interpublic (Mediabrands)],New York,1500000,9.4,Reprise Media* ,Interpublic (Mediabrands)
358,Williams-Labadie* [Publicis (PHCG)],Chicago,1495000,0.0,Williams-Labadie* ,Publicis (PHCG)
359,Natrel Communications,"Parsippany, N.J.",1490000,13.9,Natrel Communications,Independent
360,Prime Access*,New York,1490000,,Prime Access*,Independent
361,Anomaly* [MDC Partners],New York,1487500,21.4,Anomaly* ,MDC Partners
362,Greater Than One,New York,1475000,13.5,Greater Than One,Independent
363,Marketing Support,Chicago,1457100,22.3,Marketing Support,Independent
364,Hoffman/Lewis,San Francisco,1456300,-0.2,Hoffman/Lewis,Independent
365,Grupo Gallegos,"Long Beach, Calif.",1450000,,Grupo Gallegos,Independent
366,Text 100 Global Public Relations [Next Fifteen Communications Group],New York,1450000,-14.7,Text 100 Global Public Relations ,Next Fifteen Communications Group
367,Definition 6,Atlanta,1441800,54.9,Definition 6,Independent
368,Heartbeat Ideas,New York,1440000,9.9,Heartbeat Ideas,Independent
369,MMB*,Boston,1440000,13.4,MMB*,Independent
370,Northlich*,Cincinnati,1436400,-10.0,Northlich*,Independent
371,Schafer Condon Carter,Chicago,1422200,2.8,Schafer Condon Carter,Independent
372,GlobalWorks Group,New York,1420000,10.1,GlobalWorks Group,Independent
373,Rodgers Townsend* [Omnicom (DDB)],St. Louis,1411400,8.6,Rodgers Townsend* ,Omnicom (DDB)
374,Rockfish,"Rogers, Ark.",1410000,83.1,Rockfish,Independent
375,Cooney/Waters Group [Creston],New York,1408900,14.1,Cooney/Waters Group ,Creston
376,Global Advertising Strategies,New York,1400000,16.7,Global Advertising Strategies,Independent
377,Rivet* [Interpublic (DraftFCB)],Chicago,1400000,0.0,Rivet* ,Interpublic (DraftFCB)
378,Power Creative,"Louisville, Ky.",1393600,0.0,Power Creative,Independent
379,SBC Advertising,"Columbus, Ohio",1383200,3.6,SBC Advertising,Independent
380,LehmanMillet* [HealthStar Communications],Boston,1380000,4.5,LehmanMillet* ,HealthStar Communications
381,Biggs Gilmore,"Kalamazoo, Mich.",1369100,34.9,Biggs Gilmore,Independent
382,Hoffman York,Milwaukee,1368100,34.5,Hoffman York,Independent
383,MV42* [Publicis (SMG)],New York,1368000,20.0,MV42* ,Publicis (SMG)
384,French/West/Vaughan*,"Raleigh, N.C.",1360000,11.2,French/West/Vaughan*,Independent
385,Pereira & O'Dell [Grupo ABC],San Francisco,1360000,13.6,Pereira & O'Dell ,Grupo ABC
386,Marcus Thomas,Cleveland,1345400,20.8,Marcus Thomas,Independent
387,Lockard & Wechsler,"Irvington, N.Y.",1329600,6.3,Lockard & Wechsler,Independent
388,Riester,Phoenix,1324600,-1.2,Riester,Independent
389,Cole & Weber United* [WPP (United)],Seattle,1320000,20.0,Cole & Weber United* ,WPP (United)
390,Spark Communications* [Publicis (SMG)],Chicago,1320000,7.3,Spark Communications* ,Publicis (SMG)
391,Attik* [Dentsu (Dentsu Network West)],San Francisco,1300000,30.0,Attik* ,Dentsu (Dentsu Network West)
392,Duncan Channon,San Francisco,1300000,30.0,Duncan Channon,Independent
393,Oneupweb,"Traverse City, Mich.",1300000,9.4,Oneupweb,Independent
394,Tierney* [Interpublic],Philadelphia,1300000,0.0,Tierney* ,Interpublic
395,Hunter Public Relations,New York,1281000,27.7,Hunter Public Relations,Independent
396,Euro RSCG Worldwide PR* [Havas (Euro RSCG)],New York,1278000,6.5,Euro RSCG Worldwide PR* ,Havas (Euro RSCG)
397,RJ Palmer*,New York,1278000,6.5,RJ Palmer*,Independent
398,Hanson,"Maumee, Ohio",1270000,,Hanson,Independent
399,Firstborn* [Dentsu (Dentsu Network West)],New York,1250000,47.1,Firstborn* ,Dentsu (Dentsu Network West)
400,Zeno Group [Daniel J. Edelman],New York,1246900,24.0,Zeno Group ,Daniel J. Edelman
401,Ron Foth Advertising,"Columbus, Ohio",1232800,1.1,Ron Foth Advertising,Independent
402,GKV,Baltimore,1230000,3.8,GKV,Independent
403,RF Binder Partners [Ruder Finn Group],New York,1230000,5.9,RF Binder Partners ,Ruder Finn Group
404,Didit,"Mineola, N.Y.",1222500,-2.2,Didit,Independent
405,Covario,San Diego,1213300,,Covario,Independent
406,Bozell,"Omaha, Neb.",1210000,5.2,Bozell,Independent
407,Swanson Russell,"Lincoln, Neb.",1210000,-2.4,Swanson Russell,Independent
408,Blitz Agency,"Santa Monica, Calif.",1205400,76.7,Blitz Agency,Independent
409,Hanley Wood Marketing,Minneapolis,1202300,44.2,Hanley Wood Marketing,Independent
410,Concentric Pharma Advertising,New York,1200000,33.3,Concentric Pharma Advertising,Independent
411,Empathy Lab,"Conshohocken, Pa.",1200000,50.0,Empathy Lab,Independent
412,Entr�e Health* [Omnicom (CDM Group)],New York,1200000,20.0,Entr�e Health* ,Omnicom (CDM Group)
413,Lippe Taylor,New York,1200000,14.3,Lippe Taylor,Independent
414,Proof* [WPP (Y&R {Burson-Marsteller})],New York,1200000,6.7,Proof* ,WPP (Y&R {Burson-Marsteller})
415,Mastermind Marketing,Atlanta,1195000,7.2,Mastermind Marketing,Independent
416,Hitchcock Fleming & Associates,"Akron, Ohio",1193800,2.6,Hitchcock Fleming & Associates,Independent
417,Sullivan Higdon & Sink,"Wichita, Kan.",1184600,16.6,Sullivan Higdon & Sink,Independent
418,Peppercom,New York,1182600,-6.3,Peppercom,Independent
419,Capstrat,"Raleigh, N.C.",1180000,13.1,Capstrat,Independent
420,American Communications Group*,"Torrance, Calif.",1178000,,American Communications Group*,Independent
421,Via Group,"Portland, Maine",1175000,24.2,Via Group,Independent
422,Designkitchen* [WPP (Y&R {Wunderman})],Chicago,1174200,3.0,Designkitchen* ,WPP (Y&R {Wunderman})
423,Archer Malmo,"Memphis, Tenn.",1172500,24.9,Archer Malmo,Independent
424,SS&K*,New York,1170000,,SS&K*,Independent
425,Hirons & Co.,Indianapolis,1168600,17.2,Hirons & Co.,Independent
426,5W Public Relations,New York,1165400,3.0,5W Public Relations,Independent
427,St. John & Partners Advertising & PR,"Jacksonville, Fla.",1159500,-2.9,St. John & Partners Advertising & PR,Independent
428,Cranford Johnson Robinson Woods*,"Little Rock, Ark.",1149000,-8.1,Cranford Johnson Robinson Woods*,Independent
429,IW Group* [Interpublic],"West Hollywood, Calif.",1140700,-0.4,IW Group* ,Interpublic
430,O2 Ideas,"Birmingham, Ala.",1137700,-2.0,O2 Ideas,Independent
431,PJA Advertising & Marketing,"Cambridge, Mass.",1137700,-0.8,PJA Advertising & Marketing,Independent
432,Roberts Communications,"Rochester, N.Y.",1131000,-0.1,Roberts Communications,Independent
433,"Aloysius, Butler & Clark","Wilmington, Del.",1127900,2.0,"Aloysius, Butler & Clark",Independent
434,GlynnDevins Advertising & Marketing,"Overland Park, Kan.",1126400,-6.2,GlynnDevins Advertising & Marketing,Independent
435,Sigma Marketing Group,"Rochester, N.Y.",1122200,10.0,Sigma Marketing Group,Independent
436,Grafica,"Chester, N.J.",1120000,6.7,Grafica,Independent
437,Ruth [Daniel J. Edelman],New York,1113200,35.7,Ruth ,Daniel J. Edelman
438,CRT/Tanaka,"Richmond, Va.",1108200,7.0,CRT/Tanaka,Independent
439,Boathouse Group,"Waltham, Mass.",1100000,6.8,Boathouse Group,Independent
440,Lapiz USA* [Publicis (Leo Burnett)],Chicago,1100000,25.0,Lapiz USA* ,Publicis (Leo Burnett)
441,Saatchi & Saatchi Healthcare Innovations* [Publicis (PHCG)],"Yardley, Pa.",1100000,0.0,Saatchi & Saatchi Healthcare Innovations* ,Publicis (PHCG)
442,Machado Garcia Serra,Miami,1088600,8.3,Machado Garcia Serra,Independent
443,PBJS* [Publicis (MSL Group)],Seattle,1072800,96.4,PBJS* ,Publicis (MSL Group)
444,Acento,Los Angeles,1070900,22.2,Acento,Independent
445,Connelly Partners,Boston,1070000,12.6,Connelly Partners,Independent
446,Sloane & Co.* [MDC Partners],New York,1070000,,Sloane & Co.* ,MDC Partners
447,M. Booth & Associates* [Next Fifteen Communications Group],New York,1067500,,M. Booth & Associates* ,Next Fifteen Communications Group
448,Atrinsic Interactive*,New York,1065000,-49.0,Atrinsic Interactive*,Independent
449,Stephenz Group*,"San Jose, Calif.",1063000,7.0,Stephenz Group*,Independent
450,Adams & Knight Communications,"Avon, Conn.",1062500,11.1,Adams & Knight Communications,Independent
451,Bromley Communications* [Publicis],San Antonio,1061800,-31.0,Bromley Communications* ,Publicis
452,Fame* [Omnicom (TBWA)],Minneapolis,1060000,65.6,Fame* ,Omnicom (TBWA)
453,Godfrey,"Lancaster, Pa.",1050000,41.9,Godfrey,Independent
454,The Gate Worldwide* [Media Square],New York,1050000,5.0,The Gate Worldwide* ,Media Square
455,Wpromote,"El Segundo, Calif.",1050000,26.5,Wpromote,Independent
456,DMW Worldwide,"Chesterbrook, Pa.",1044300,6.2,DMW Worldwide,Independent
457,Lewis Communications,"Mobile, Ala.",1033600,23.9,Lewis Communications,Independent
458,Anthology Marketing Group,Honolulu,1033100,-3.5,Anthology Marketing Group,Independent
459,Slingshot*,Dallas,1031200,2.0,Slingshot*,Independent
460,Tris3ct,Chicago,1019600,64.5,Tris3ct,Independent
461,Deep Focus [Engine Group],New York,1019200,23.7,Deep Focus ,Engine Group
462,Beanstalk* [Omnicom],New York,1010000,8.7,Beanstalk* ,Omnicom
463,Threshold Interactive,"Culver City, Calif.",1008800,20.0,Threshold Interactive,Independent
464,Rhea & Kaiser Marketing Communications*,"Naperville, Ill.",1007500,-30.5,Rhea & Kaiser Marketing Communications*,Independent
465,Accentmarketing* [Interpublic],"Coral Gables, Fla.",1003700,-4.4,Accentmarketing* ,Interpublic
466,Brand in Hand,"Santa Monica, Calif.",1000000,66.7,Brand in Hand,Independent
467,Cannonball Advertising,St. Louis,1000000,0.0,Cannonball Advertising,Independent
468,Casanova Pendrill* [Interpublic (McCann)],"Costa Mesa, Calif.",1000000,0.0,Casanova Pendrill* ,Interpublic (McCann)
469,Concept Farm*,New York,1000000,-13.0,Concept Farm*,Independent
470,Evolution Bureau* [Omnicom],San Francisco,1000000,100.0,Evolution Bureau* ,Omnicom
471,Genuine Interactive,Boston,1000000,100.0,Genuine Interactive,Independent
472,Publicis Healthware International* [Publicis (PHCG)],"New York/Salerno, Italy",1000000,0.0,Publicis Healthware International* ,Publicis (PHCG)
473,Sarkissian Mason,New York,1000000,33.3,Sarkissian Mason,Independent
474,TPG* [Omnicom],Philadelphia,1000000,24.3,TPG* ,Omnicom
475,FKQ Advertising & Marketing,"Clearwater, Fla.",999400,0.7,FKQ Advertising & Marketing,Independent
476,WDFA Marketing*,San Francisco,999000,,WDFA Marketing*,Independent
477,Shift Communications,"Newton, Mass.",994800,-6.5,Shift Communications,Independent
478,Clarity Coverdale Fury,Minneapolis,990000,-3.9,Clarity Coverdale Fury,Independent
479,Seiden Group,New York,990000,6.8,Seiden Group,Independent
480,Bailey Lauerman,"Lincoln, Neb.",978700,0.8,Bailey Lauerman,Independent
481,Admerasia,New York,975000,-9.3,Admerasia,Independent
482,IQ,Atlanta,972600,2.2,IQ,Independent
483,Palisades Media Group*,"Santa Monica, Calif.",972000,16.1,Palisades Media Group*,Independent
484,Callahan Creek,"Lawrence, Kan.",970800,-8.2,Callahan Creek,Independent
485,InterTrend Communications,"Long Beach, Calif.",970000,-0.5,InterTrend Communications,Independent
486,Heinrich Marketing,Denver,961800,,Heinrich Marketing,Independent
487,McGarrah/Jessee,"Austin, Texas",961000,11.9,McGarrah/Jessee,Independent
488,DGWB Advertising & Communications,"Santa Ana, Calif.",960000,14.3,DGWB Advertising & Communications,Independent
489,Iris [Iris Worldwide],New York,960000,28.0,Iris ,Iris Worldwide
490,Fathom Online Marketing,"Valley View, Ohio",957500,16.4,Fathom Online Marketing,Independent
491,Trozzolo Communications Group,"Kansas City, Mo.",955400,8.2,Trozzolo Communications Group,Independent
492,Neiman Group,"Harrisburg, Pa.",950700,19.5,Neiman Group,Independent
493,"Howard, Merrell & Partners*","Raleigh, N.C.",945500,2.8,"Howard, Merrell & Partners*",Independent
494,Wing* [WPP (Grey)],New York,943000,15.0,Wing* ,WPP (Grey)
495,Kaplow Communications*,New York,940000,-1.1,Kaplow Communications*,Independent
496,Gardner Nelson & Partners,New York,930000,9.4,Gardner Nelson & Partners,Independent
497,Roberts & Langer DDB* [Omnicom (DDB)],New York,930000,17.7,Roberts & Langer DDB* ,Omnicom (DDB)
498,Tombras Group*,"Knoxville, Tenn.",930000,-1.6,Tombras Group*,Independent
499,Bodden Partners,New York,928400,-46.0,Bodden Partners,Independent
500,R2integrated,Baltimore,916700,15.4,R2integrated,Independent
501,Catalyst,"Rochester, N.Y.",916200,-3.6,Catalyst,Independent
502,CDR Fundraising Group,"Bowie, Md.",907900,-4.7,CDR Fundraising Group,Independent
503,LeadDog Marketing Group,New York,905200,31.6,LeadDog Marketing Group,Independent
504,Translation Consulting & Brand Imaging* [Interpublic],New York,900000,30.0,Translation Consulting & Brand Imaging* ,Interpublic
505,Phelps Group,"Santa Monica, Calif.",898300,9.3,Phelps Group,Independent
506,LM&O Advertising,"Arlington, Va.",897600,-2.9,LM&O Advertising,Independent
507,Premium Surge Promotions [RiverNorth Group (KB Holdings)],Chicago,896000,163.5,Premium Surge Promotions ,RiverNorth Group (KB Holdings)
508,Mendelsohn Zien Advertising* [Hakuhodo DY Holdings],Los Angeles,893500,-13.3,Mendelsohn Zien Advertising* ,Hakuhodo DY Holdings
509,La Comunidad,Miami,890000,8.5,La Comunidad,Independent
510,RPM Connect [D.L. Ryan Cos. (Ryan Partnership)],Minneapolis,882300,10.7,RPM Connect ,D.L. Ryan Cos. (Ryan Partnership)
511,Marlin Network,"Springfield, Mo.",880900,19.2,Marlin Network,Independent
512,206 Inc.,Seattle,880500,70.6,206 Inc.,Independent
513,Borshoff,Indianapolis,879400,23.2,Borshoff,Independent
514,Blitz,"Waltham, Mass.",872600,11.1,Blitz,Independent
515,Strategic America,"West Des Moines, Iowa",869600,2.4,Strategic America,Independent
516,Ames Scullin O'Haire,Atlanta,858000,4.0,Ames Scullin O'Haire,Independent
517,Allied Media Corp.,"Alexandria, Va.",850000,16.5,Allied Media Corp.,Independent
518,MicroMass Communications,"Cary, N.C.",850000,-15.0,MicroMass Communications,Independent
519,SMZ,"Troy, Mich.",850000,-3.5,SMZ,Independent
520,Fuse,St. Louis,836500,-1.5,Fuse,Independent
521,Davies*,"Santa Barbara, Calif.",836000,19.0,Davies*,Independent
522,Fry Hammond Barr*,"Orlando, Fla.",835000,1.8,Fry Hammond Barr*,Independent
523,Proof Advertising,"Austin, Texas",823600,15.3,Proof Advertising,Independent
524,Hal Lewis Group*,Philadelphia,821500,9.5,Hal Lewis Group*,Independent
525,Nicholson Kovac,"Kansas City, Mo.",820500,-32.5,Nicholson Kovac,Independent
526,Big Spaceship,"Brooklyn, N.Y.",820000,13.9,Big Spaceship,Independent
527,Garrigan Lyman Group*,Seattle,820000,18.8,Garrigan Lyman Group*,Independent
528,BeCore Promotions,Los Angeles,815000,63.0,BeCore Promotions,Independent
529,Carton Donofrio Partners,Baltimore,810900,1.7,Carton Donofrio Partners,Independent
530,GS&F,"Nashville, Tenn.",810000,-1.8,GS&F,Independent
531,Redscout* [MDC Partners],New York,810000,0.0,Redscout* ,MDC Partners
532,Source Communications,"Hackensack, N.J.",807900,15.7,Source Communications,Independent
533,Castells & Asociados,Los Angeles,806800,17.1,Castells & Asociados,Independent
534,Pedone & Partners,New York,800000,14.3,Pedone & Partners,Independent
535,Tinsley Advertising & Marketing*,Miami,798300,-6.4,Tinsley Advertising & Marketing*,Independent
536,Interlex Communications,San Antonio,795000,,Interlex Communications,Independent
537,Chandelier Creative,New York,790000,31.7,Chandelier Creative,Independent
538,Yaffe Group*,"Southfield, Mich.",790000,12.9,Yaffe Group*,Independent
539,Black Twig Communications,St. Louis,786000,13.9,Black Twig Communications,Independent
540,Footsteps* [Omnicom],New York,780000,0.0,Footsteps* ,Omnicom
541,FullSix [FullSix Group],Paris,778500,10.0,FullSix ,FullSix Group
542,Fullhouse,Milwaukee,776000,-26.8,Fullhouse,Independent
543,Vladimir Jones,"Colorado Springs, Colo.",775600,2.9,Vladimir Jones,Independent
544,Radarworks,Seattle,770000,-12.5,Radarworks,Independent
545,San Jose Group,Chicago,760900,0.5,San Jose Group,Independent
546,Charleston/Orwig,"Hartland, Wis.",759500,30.7,Charleston/Orwig,Independent
547,Crosby Marketing Communications,"Annapolis, Md.",754300,-12.7,Crosby Marketing Communications,Independent
548,E.B. Lane,Phoenix,750000,15.4,E.B. Lane,Independent
549,Gary Group,"Santa Monica, Calif.",750000,0.0,Gary Group,Independent
550,Horn Group,San Francisco,750000,23.0,Horn Group,Independent
551,Kelliher Samets Volk,"Burlington, Vt.",750000,-6.3,Kelliher Samets Volk,Independent
552,Donat/Wald & Haque*,"Santa Monica, Calif.",747000,,Donat/Wald & Haque*,Independent
553,Doe-Anderson,"Louisville, Ky.",739800,-16.7,Doe-Anderson,Independent
554,Acquirgy*,"St. Petersburg, Fla.",736200,-1.8,Acquirgy*,Independent
555,Siltanen & Partners Advertising*,"El Segundo, Calif.",735000,0.0,Siltanen & Partners Advertising*,Independent
556,Liggett-Stashower*,Cleveland,728500,-16.1,Liggett-Stashower*,Independent
557,Vox Collective,New York,725100,18.9,Vox Collective,Independent
558,Martino Flynn*,"Pittsford, N.Y.",720800,,Martino Flynn*,Independent
559,Nelson Schmidt,Milwaukee,720000,18.0,Nelson Schmidt,Independent
560,SicolaMartin* [WPP (Y&R)],"Austin, Texas",720000,0.1,SicolaMartin* ,WPP (Y&R)
561,Titan Agency,Atlanta,720000,-7.0,Titan Agency,Independent
562,ISM,Boston,715000,-13.3,ISM,Independent
563,Simantel Group*,"Peoria, Ill.",713000,17.6,Simantel Group*,Independent
564,Gotham Direct,New York,710300,20.1,Gotham Direct,Independent
565,LatinSphere,"Long Beach, Calif.",710000,10.9,LatinSphere,Independent
566,Response Mine Interactive,Atlanta,710000,9.7,Response Mine Interactive,Independent
567,Vizergy,"Jacksonville, Fla.",709100,16.9,Vizergy,Independent
568,Amalgamated*,New York,702000,,Amalgamated*,Independent
569,Moses Anshell,Phoenix,700000,-6.7,Moses Anshell,Independent
570,Pavone,"Harrisburg, Pa.",700000,12.9,Pavone,Independent
571,Signal to Noise* [Omnicom (TBWA)],San Francisco,700000,,Signal to Noise* ,Omnicom (TBWA)
572,Tocquigny,"Austin, Texas",700000,6.1,Tocquigny,Independent
573,Alinean,"Orlando, Fla.",698200,15.9,Alinean,Independent
574,Weston/Mason,"Santa Monica, Calif.",697500,-9.1,Weston/Mason,Independent
575,O'Leary & Partners,"Newport Beach, Calif.",690000,0.0,O'Leary & Partners,Independent
576,RDA International,New York,686600,-9.5,RDA International,Independent
577,NYCA,"Solana Beach, Calif.",686600,2.8,NYCA,Independent
578,Luquire George Andrews,"Charlotte, N.C.",685900,25.4,Luquire George Andrews,Independent
579,Milici Valenti Ng Pack,Honolulu,676700,3.6,Milici Valenti Ng Pack,Independent
580,Lambesis,"Carlsbad, Calif.",675700,0.5,Lambesis,Independent
581,White Horse*,"Portland, Ore.",675000,-11.8,White Horse*,Independent
582,Noise [Engine Group],New York,670000,,Noise ,Engine Group
583,Gelia,"Williamsville, N.Y.",669200,24.9,Gelia,Independent
584,D Exposito & Partners,New York,667000,16.0,D Exposito & Partners,Independent
585,Camelot Communications*,Dallas,666500,,Camelot Communications*,Independent
586,Nurun* [Quebecor Media],Montreal,666100,26.1,Nurun* ,Quebecor Media
587,Chernoff Newman,"Columbia, S.C.",660900,1.2,Chernoff Newman,Independent
588,LSF Network,San Francisco,656100,96.3,LSF Network,Independent
589,Babcock & Jenkins,"Portland, Ore.",655200,-9.7,Babcock & Jenkins,Independent
590,Slack and Company,Chicago,653100,45.5,Slack and Company,Independent
591,TaCito Direct Marketing,Dallas,650000,18.2,TaCito Direct Marketing,Independent
592,Two West,"Kansas City, Mo.",649500,-3.0,Two West,Independent
593,Media Horizons,"Norwalk, Conn.",647000,7.5,Media Horizons,Independent
594,Korey Kay & Partners,New York,641000,12.5,Korey Kay & Partners,Independent
595,Agency Q,Washington,640300,-13.4,Agency Q,Independent
596,Lopito Ileana & Howie,"Guaynabo, Puerto Rico",640200,17.8,Lopito Ileana & Howie,Independent
597,Bayshore Solutions,"Tampa, Fla.",640000,4.9,Bayshore Solutions,Independent
598,Mono* [MDC Partners],Minneapolis,640000,33.3,Mono* ,MDC Partners
599,Profero,New York,630000,53.7,Profero,Independent
600,Hiebing Group,"Madison, Wis.",625400,11.3,Hiebing Group,Independent
601,HMH,"Portland, Ore.",623200,14.2,HMH,Independent
602,Digital Pulp,New York,620000,10.7,Digital Pulp,Independent
603,Topin & Associates,Chicago,615000,5.1,Topin & Associates,Independent
604,Threespot,Washington,612500,27.6,Threespot,Independent
605,Stone Ward,"Little Rock, Ark.",611400,4.6,Stone Ward,Independent
606,BoomBox,New York,610000,125.9,BoomBox,Independent
607,Sundog,"Fargo, N.D.",610000,18.4,Sundog,Independent
608,GodwinGroup,"Jackson, Miss.",605300,12.6,GodwinGroup,Independent
609,Gold n Fish Marketing Group,"Armonk, N.Y.",600000,71.4,Gold n Fish Marketing Group,Independent
610,Kemp Goldberg Partners,"Portland, Maine",600000,17.6,Kemp Goldberg Partners,Independent
