,AGENCY-COMPANY,HEADQUARTERS,2011-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
43,MediaVest USA* [Publicis],New York,169386000,9.0,MediaVest USA ,Publicis
44,Havas Health* [Havas],New York,167000000,10.6,Havas Health ,Havas
45,McGarryBowen* [Dentsu],New York,165000000,47.3,McGarryBowen ,Dentsu
46,Publicis* [Publicis],New York/Paris,163654000,-2.6,Publicis ,Publicis
47,iCrossing* [Hearst Corp.'s iCrossing],New York,161000000,18.3,iCrossing ,Hearst Corp.'s iCrossing
48,"Goodby, Silverstein & Partners* [Omnicom]",San Francisco,159083000,11.4,"Goodby, Silverstein & Partners ",Omnicom
49,Ogilvy Public Relations Worldwide* [WPP],New York,154200000,18.6,Ogilvy Public Relations Worldwide ,WPP
50,Cramer-Krasselt,Chicago,152595000,2.0,Cramer-Krasselt,Independent
51,CP&B* [MDC Partners],"Miami/Boulder, Colo.",151029000,1.2,CP&B ,MDC Partners
52,AKQA,San Francisco,150000000,20.0,AKQA,Independent
53,Ogilvy CommonHealth Worldwide* [WPP],"Parsippany, N.J.",150000000,0.0,Ogilvy CommonHealth Worldwide ,WPP
54,Integer Group* [Omnicom],"Lakewood, Colo.",149504000,9.0,Integer Group ,Omnicom
55,George P. Johnson [Project WorldWide],"Auburn Hills, Mich.",146016000,14.1,George P. Johnson ,Project WorldWide
56,The Agency Inside Harte-Hanks [Harte-Hanks],"Yardley, Pa.",145068000,4.3,The Agency Inside Harte-Hanks ,Harte-Hanks
57,Martin Agency* [Interpublic],"Richmond, Va.",139373000,4.5,Martin Agency ,Interpublic
58,Horizon Media*,New York,133000000,24.9,Horizon Media,Independent
59,Interbrand* [Omnicom],New York,125453000,16.8,Interbrand ,Omnicom
60,Hill & Knowlton Strategies* [WPP],New York,125000000,,Hill & Knowlton Strategies ,WPP
61,MSL Group* [Publicis],Paris,124494000,,MSL Group ,Publicis
62,Organic* [Omnicom],San Francisco,123000000,-4.7,Organic ,Omnicom
63,MediaCom* [WPP],New York,122901000,9.0,MediaCom ,WPP
64,RPA,"Santa Monica, Calif.",122400000,10.0,RPA,Independent
65,Campbell Ewald* [Interpublic],"Warren, Mich.",121000000,-22.9,Campbell Ewald ,Interpublic
66,Momentum Worldwide* [Interpublic],New York,120000000,9.1,Momentum Worldwide ,Interpublic
67,UM* [Interpublic],New York,119500000,6.2,UM ,Interpublic
68,G2* [WPP],New York,118000000,2.6,G2 ,WPP
69,DraftFCB Healthcare* [Interpublic],New York,116635000,11.1,DraftFCB Healthcare ,Interpublic
70,Digitas Health* [Publicis],Philadelphia,115000000,-17.9,Digitas Health ,Publicis
71,Ryan Partnership [Hyper Marketing],"Wilton, Conn.",114454000,9.6,Ryan Partnership ,Hyper Marketing
72,MediaWhiz [Hyper Marketing],New York,114083000,-5.1,MediaWhiz ,Hyper Marketing
73,Critical Mass* [Omnicom],Chicago,110000000,15.8,Critical Mass ,Omnicom
74,VML* [WPP],"Kansas City, Mo.",109800000,15.3,VML ,WPP
75,Zimmerman Advertising* [Omnicom],"Fort Lauderdale, Fla.",109000000,3.8,Zimmerman Advertising ,Omnicom
76,Mullen* [Interpublic],Boston,106578000,14.6,Mullen ,Interpublic
77,Marketing Arm* [Omnicom],Dallas,106500000,0.0,Marketing Arm ,Omnicom
78,Arnold Worldwide* [Havas],Boston,106000000,6.5,Arnold Worldwide ,Havas
79,Acquity Group,Chicago,106000000,46.2,Acquity Group,Independent
80,360i* [Dentsu],New York,105000000,40.0,360i ,Dentsu
81,Doner*,"Southfield, Mich.",101200000,-13.9,Doner,Independent
82,Proximity Worldwide* [Omnicom],New York,101098000,21.0,Proximity Worldwide ,Omnicom
83,Waggener Edstrom Worldwide,"Bellevue, Wash.",100539000,0.8,Waggener Edstrom Worldwide,Independent
84,GMR Marketing* [Omnicom],"New Berlin, Wis.",100000000,17.6,GMR Marketing ,Omnicom
85,TracyLocke* [Omnicom],Dallas,100000000,0.0,TracyLocke ,Omnicom
86,Carat* [Aegis Group],New York,98400000,23.0,Carat ,Aegis Group
87,GolinHarris* [Interpublic],Chicago,98100000,9.0,GolinHarris ,Interpublic
88,Publicis Modem* [Publicis],Paris,98000000,35.2,Publicis Modem ,Publicis
89,Gyro*,New York,96250000,8.5,Gyro,Independent
90,McCann Healthcare Worldwide* [Interpublic],"Parsippany, N.J.",95796000,0.6,McCann Healthcare Worldwide ,Interpublic
91,Jack Morton Worldwide* [Interpublic],Boston,95700000,16.0,Jack Morton Worldwide ,Interpublic
92,Initiative* [Interpublic],New York,93700000,5.3,Initiative ,Interpublic
93,Plattform Advertising [Ad Venture Interactive],"Lenexa, Kan.",93419000,36.4,Plattform Advertising ,Ad Venture Interactive
94,Sudler & Hennessey* [WPP],New York,92000000,0.0,Sudler & Hennessey ,WPP
95,Kirshenbaum Bond Senecal & Partners* [MDC Partners],New York,91492000,9.9,Kirshenbaum Bond Senecal & Partners ,MDC Partners
96,Goodness Mfg./Trailer Park,Los Angeles,91001000,11.0,Goodness Mfg./Trailer Park,Independent
97,MRM Worldwide* [Interpublic],New York,90000000,5.3,MRM Worldwide ,Interpublic
98,Porter Novelli* [Omnicom],New York,87834000,5.1,Porter Novelli ,Omnicom
99,Octagon* [Interpublic],"Norwalk, Conn.",87665000,3.5,Octagon ,Interpublic
100,Hawkeye [Hawkeye Group],Dallas,85422000,17.7,Hawkeye ,Hawkeye Group
101,Olson,Minneapolis,82765000,27.7,Olson,Independent
102,Targetbase* [Omnicom],"Irving, Texas",82267000,5.5,Targetbase ,Omnicom
103,OMG Entertainment & Sports* [Omnicom],New York,80497000,8.0,OMG Entertainment & Sports ,Omnicom
104,Roundarch Isobar* [Aegis Group],"London, U.K.",80331000,5.0,Roundarch Isobar ,Aegis Group
105,Landor Associates* [WPP],San Francisco,80000000,6.7,Landor Associates ,WPP
106,TMP Worldwide Advertising & Communications [TMP Worldwide],New York,79882000,15.3,TMP Worldwide Advertising & Communications ,TMP Worldwide
107,Ansira,St. Louis,78768000,13.3,Ansira,Independent
108,AbelsonTaylor,Chicago,77490000,10.0,AbelsonTaylor,Independent
109,MPG* [Havas],New York,77300000,18.9,MPG ,Havas
110,PHD* [Omnicom],London/New York,75939000,5.5,PHD ,Omnicom
111,Huge* [Interpublic],"Brooklyn, N.Y.",75073000,75.2,Huge ,Interpublic
112,Possible Worldwide* [WPP],New York,75000000,4.2,Possible Worldwide ,WPP
113,Cohn & Wolfe* [WPP],New York,74875000,8.9,Cohn & Wolfe ,WPP
114,Apco Worldwide,Washington,72903000,-2.8,Apco Worldwide,Independent
115,FTI Consulting [FTI Consulting (Strategic Communications)],New York,71731000,6.9,FTI Consulting ,FTI Consulting
116,GSD&M* [Omnicom],"Austin, Texas",71696000,5.4,GSD&M ,Omnicom
117,Moxie* [Publicis],Atlanta,71500000,10.0,Moxie ,Publicis
118,Geomentum* [Interpublic],"Downers Grove, Ill.",69320000,4.8,Geomentum ,Interpublic
119,SourceLink,"Itasca, Ill.",67700000,-6.7,SourceLink,Independent
120,iProspect* [Aegis Group],Boston,67400000,16.8,iProspect ,Aegis Group
121,ICC Lowe* [Interpublic],"Parsippany, N.J.",66600000,0.0,ICC Lowe ,Interpublic
122,CAHG* [Omnicom],Chicago,66534000,5.9,CAHG ,Omnicom
123,GlobalHue*,"Southfield, Mich.",65320000,-0.5,GlobalHue,Independent
124,22squared,Atlanta,64651000,6.4,22squared,Independent
125,Harrison & Star* [Omnicom],New York,64200000,7.0,Harrison & Star ,Omnicom
126,Brunswick*,London,61000000,3.0,Brunswick,Independent
127,Publicis Life Brands Medicus* [Publicis],New York,61000000,0.0,Publicis Life Brands Medicus ,Publicis
128,Derse*,Milwaukee,60619000,16.7,Derse,Independent
129,Kaplan Thaler Group* [Publicis],New York,60500000,10.0,Kaplan Thaler Group ,Publicis
130,Brierley & Partners* [WPP],"Plano, Texas",60000000,22.4,Brierley & Partners ,WPP
131,Group M Search* [WPP],St. Louis,60000000,10.0,Group M Search ,WPP
132,Glover Park Group* [WPP],Washington,60000000,0.0,Glover Park Group ,WPP
133,Resource Interactive,"Columbus, Ohio",60000000,13.2,Resource Interactive,Independent
134,Team Enterprises* [MDC Partners],"Fort Lauderdale, Fla.",60000000,0.0,Team Enterprises ,MDC Partners
135,Catapult RPM [Hyper Marketing],"Westport, Conn.",58825000,0.7,Catapult RPM ,Hyper Marketing
136,Team One* [Publicis],"El Segundo, Calif.",58390000,6.6,Team One ,Publicis
137,TBA Global*,New York,58000000,5.5,TBA Global,Independent
138,Global Experience Specialists* [Viad Corp.'s Global Experience Specialists],Las Vegas,57400000,2.7,Global Experience Specialists ,Viad Corp.'s Global Experience Specialists
139,Blast Radius* [WPP],New York,57400000,10.4,Blast Radius ,WPP
140,Siegel & Gale* [Omnicom],New York,56805000,,Siegel & Gale ,Omnicom
141,Tribal DDB* [Omnicom],New York,55110000,-38.9,Tribal DDB ,Omnicom
142,ePrize,"Pleasant Ridge, Mich.",53776000,28.0,ePrize,Independent
143,LBi* [LBi International],New York,53490000,16.3,LBi ,LBi International
144,Huntsworth Health* [Huntsworth],"Yardley, Pa.",52617000,-1.0,Huntsworth Health ,Huntsworth
145,Merkley & Partners* [Omnicom],New York,52500000,2.9,Merkley & Partners ,Omnicom
146,Periscope,Minneapolis,51474000,10.7,Periscope,Independent
147,GAPRC Group,"Stone Mountain, Ga.",51459000,2.7,GAPRC Group,Independent
148,Javelin Marketing Group* [Omnicom],"Irving, Texas",50000000,19.0,Javelin Marketing Group ,Omnicom
149,Bernard Hodes Group* [Omnicom],New York,50000000,-9.1,Bernard Hodes Group ,Omnicom
150,R2C Group,"Portland, Ore.",49379000,-4.9,R2C Group,Independent
151,Pacific Communications,"Costa Mesa, Calif.",49275000,18.4,Pacific Communications,Independent
152,Neo@Ogilvy* [WPP],New York,49220000,7.0,Neo@Ogilvy ,WPP
153,OMG Outdoor Media Group* [Omnicom],New York,48244000,12.5,OMG Outdoor Media Group ,Omnicom
154,OgilvyAction* [WPP],New York,48090000,11.8,OgilvyAction ,WPP
155,Optimedia International U.S.* [Publicis],New York,48000000,20.0,Optimedia International U.S. ,Publicis
156,Grayling* [Huntsworth],London,47635000,-8.1,Grayling ,Huntsworth
157,IMC* [IMC2],Dallas,46600000,-2.9,IMC ,IMC2
158,Moroch Partners,Dallas,46200000,9.5,Moroch Partners,Independent
159,McMurry,Phoenix,46000000,4.5,McMurry,Independent
160,Fallon Worldwide* [Publicis],Minneapolis,45103000,0.2,Fallon Worldwide ,Publicis
161,Euro RSCG Worldwide PR* [Havas],New York,45000000,0.0,Euro RSCG Worldwide PR ,Havas
162,GHG* [WPP],New York,44785000,0.0,GHG ,WPP
163,WCG,San Francisco,44470000,20.2,WCG,Independent
164,Bernstein-Rein Advertising,"Kansas City, Mo.",43117000,-1.0,Bernstein-Rein Advertising,Independent
165,Rauxa*,"Costa Mesa, Calif.",42536000,38.5,Rauxa,Independent
166,Carmichael Lynch* [Interpublic],Minneapolis,42441000,4.8,Carmichael Lynch ,Interpublic
167,Wasserman Media Group*,Los Angeles,42375000,15.8,Wasserman Media Group,Independent
168,CementBloc,New York,42241000,24.6,CementBloc,Independent
169,Ivie & Associates,"Flower Mound, Texas",42175000,20.2,Ivie & Associates,Independent
170,Hacker Group* [Interpublic],Seattle,41600000,24.2,Hacker Group ,Interpublic
171,Band Digital,Chicago,41210000,-4.2,Band Digital,Independent
172,GMMB* [Omnicom],Washington,41000000,0.0,GMMB ,Omnicom
173,Marketing Drive* [RiverNorth Group (KB Holdings)],"Norwalk, Conn.",41000000,-0.4,Marketing Drive ,RiverNorth Group
174,Martin Williams* [Omnicom],Minneapolis,40571000,5.5,Martin Williams ,Omnicom
175,Kekst & Co.* [Publicis],New York,40319000,0.8,Kekst & Co. ,Publicis
176,Bartle Bogle Hegarty*,London,40000000,2.6,Bartle Bogle Hegarty,Independent
177,Fry*,"Ann Arbor, Mich.",39920000,2.9,Fry,Independent
178,Group360 Worldwide*,St. Louis,39913000,-5.0,Group360 Worldwide,Independent
179,R&R Partners,Las Vegas,39601000,5.5,R&R Partners,Independent
180,Droga5*,New York,39420000,33.6,Droga5,Independent
181,Intouch Solutions,"Overland Park, Kan.",39159000,27.6,Intouch Solutions,Independent
182,Dieste* [Omnicom],Dallas,39024000,5.5,Dieste ,Omnicom
183,RLM Finsbury* [WPP],New York/London,39000000,-13.3,RLM Finsbury ,WPP
184,JWT Inside* [WPP],New York,38707000,0.0,JWT Inside ,WPP
185,MWW Group,"East Rutherford, N.J.",38626000,11.0,MWW Group,Independent
186,Saatchi & Saatchi Health Communications NY* [Publicis],New York,38000000,-18.3,Saatchi & Saatchi Health Communications NY ,Publicis
187,Ruder Finn [Ruder Finn Group],New York,37790000,,Ruder Finn ,Ruder Finn Group
188,McKinney,"Durham, N.C.",37400000,-6.5,McKinney,Independent
189,Mars Advertising,"Southfield, Mich.",37273000,5.1,Mars Advertising,Independent
190,E-Graphics Worldwide* [Omnicom],"Long Beach, Calif.",37000000,0.0,E-Graphics Worldwide ,Omnicom
191,SMG Performance Marketing* [Publicis],New York,37000000,15.6,SMG Performance Marketing ,Publicis
192,MKTG,New York,36856000,10.5,MKTG,Independent
193,Anomaly* [MDC Partners],New York,36828000,27.3,Anomaly ,MDC Partners
194,Maxus* [WPP],New York,36814000,23.0,Maxus ,WPP
195,BFG Communications,"Bluffton, S.C.",36770000,5.6,BFG Communications,Independent
196,Barkley,"Kansas City, Mo.",36745000,-13.3,Barkley,Independent
197,SolutionSet [Hyper Marketing],"Palo Alto, Calif.",36427000,91.5,SolutionSet ,Hyper Marketing
198,Campbell Mithun* [Interpublic],Minneapolis,36101000,4.8,Campbell Mithun ,Interpublic
199,Dachis Group*,"Austin, Texas",36000000,,Dachis Group,Independent
200,Team Epic* [Aegis Group],"Norwalk, Conn.",36000000,14.6,Team Epic ,Aegis Group
201,Engauge,"Columbus, Ohio",35819000,-2.2,Engauge,Independent
202,Marketing Werks,Chicago,35264000,2.3,Marketing Werks,Independent
203,U.S. International Media*,Los Angeles,35250000,0.7,U.S. International Media,Independent
204,Zaaz* [WPP],Seattle,35000000,6.1,Zaaz ,WPP
205,Grizzard Communications Group* [Omnicom],Atlanta,34599000,6.2,Grizzard Communications Group ,Omnicom
206,"Butler, Shine, Stern & Partners","Sausalito, Calif.",34585000,11.7,"Butler, Shine, Stern & Partners",Independent
207,Russ Reid Co.* [Omnicom],"Pasadena, Calif.",34526000,15.1,Russ Reid Co. ,Omnicom
208,Paradysz,New York,34329000,8.8,Paradysz,Independent
209,Performics* [Publicis],Chicago,34000000,17.7,Performics ,Publicis
210,Eric Mower & Associates,"Syracuse, N.Y.",33829000,10.7,Eric Mower & Associates,Independent
211,Saatchi & Saatchi X* [Publicis],"Springdale, Ark.",33696000,8.0,Saatchi & Saatchi X ,Publicis
212,BGT Partners,"Hallandale Beach, Fla.",33570000,10.0,BGT Partners,Independent
213,Marketing Store,"Lombard, Ill.",33251000,-9.4,Marketing Store,Independent
214,Bader Rutter & Associates,"Brookfield, Wis.",32828000,26.9,Bader Rutter & Associates,Independent
215,Mother New York [Mother Holdings],New York,32700000,36.3,Mother New York ,Mother Holdings
216,Switch,St. Louis,32600000,35.6,Switch,Independent
217,Saatchi & Saatchi Wellness* [Publicis],New York,32500000,18.6,Saatchi & Saatchi Wellness ,Publicis
218,BVK,Milwaukee,32200000,-16.6,BVK,Independent
219,Marc USA,Pittsburgh,32130000,17.5,Marc USA,Independent
220,The Search Agency*,Los Angeles,32120000,24.0,The Search Agency,Independent
221,ICR,"Norwalk, Conn.",32030000,20.8,ICR,Independent
222,Allen & Gerritsen,"Watertown, Mass.",31858000,12.0,Allen & Gerritsen,Independent
223,Haworth Marketing & Media,Minneapolis,31500000,10.5,Haworth Marketing & Media,Independent
224,Bravo Group* [WPP],Miami,31500000,5.0,Bravo Group ,WPP
225,Resolution Media* [Omnicom],Chicago,31440000,31.0,Resolution Media ,Omnicom
226,Scap Mundocom* [Publicis],"Saint-Denis, France/Chicago",31400000,-15.1,Scap Mundocom ,Publicis
227,M.J. Brunner,Pittsburgh,31265000,22.0,M.J. Brunner,Independent
228,Geary LSF Group,San Francisco,31120000,2.8,Geary LSF Group,Independent
229,Acronym Media,New York,31000000,5.1,Acronym Media,Independent
230,Zeta Interactive*,New York,30900000,0.0,Zeta Interactive,Independent
231,Integrated Media Solutions* [MDC Partners],New York,30800000,0.1,Integrated Media Solutions ,MDC Partners
232,72andSunny Partners* [MDC Partners],Los Angeles,30420000,37.9,72andSunny Partners ,MDC Partners
233,Quigley-Simpson,Los Angeles,30156000,13.4,Quigley-Simpson,Independent
234,Big Fuel* [Publicis],New York,30000000,500.0,Big Fuel ,Publicis
235,"Venables, Bell & Partners",San Francisco,29951000,-10.1,"Venables, Bell & Partners",Independent
236,Allied Integrated Marketing,"Cambridge, Mass.",29870000,14.9,Allied Integrated Marketing,Independent
237,Qorvis Communications*,Washington,29500000,-0.7,Qorvis Communications,Independent
238,Ackerman McQueen,Oklahoma City,29436000,-0.5,Ackerman McQueen,Independent
239,Colle & McVoy* [MDC Partners],Minneapolis,29368000,6.6,Colle & McVoy ,MDC Partners
240,Risdall Advertising,"New Brighton, Minn.",29214000,6.0,Risdall Advertising,Independent
241,Davis Elen Advertising,Los Angeles,29212000,15.2,Davis Elen Advertising,Independent
242,Cramer,"Norwood, Mass.",29000000,3.6,Cramer,Independent
243,HL Group Partners* [MDC Partners],New York,29000000,38.1,HL Group Partners ,MDC Partners
244,Kinetic* [WPP],London,28926000,4.5,Kinetic ,WPP
245,David & Goliath,"El Segundo, Calif.",28900000,37.0,David & Goliath,Independent
246,Macquarium Intelligent Communications*,Atlanta,28864000,-17.5,Macquarium Intelligent Communications,Independent
247,Lopez Negrete Communications,Houston,28260000,17.0,Lopez Negrete Communications,Independent
248,Ascentium,"Bellevue, Wash.",28000000,-35.0,Ascentium,Independent
249,Gotham* [Interpublic],New York,28000000,4.4,Gotham ,Interpublic
250,Impaqt [Merkle],Pittsburgh,27443000,46.8,Impaqt ,Merkle
251,DKC,New York,27414000,13.0,DKC,Independent
252,BKV,"Overland Park, Kan.",27400000,17.4,BKV,Independent
253,iostudio,"Nashville, Tenn.",27264000,29.4,iostudio,Independent
254,Source Marketing* [MDC Partners],"Norwalk, Conn.",27133000,24.5,Source Marketing ,MDC Partners
255,Mercury Media,"Santa Monica, Calif.",27132000,9.7,Mercury Media,Independent
256,CMD,"Portland, Ore.",27100000,3.0,CMD,Independent
257,Anderson Direct Marketing,"Poway, Calif.",26000000,-11.9,Anderson Direct Marketing,Independent
258,RTC* [WPP],Washington,26000000,2.2,RTC ,WPP
259,FutureBrand* [Interpublic],London,26000000,17.6,FutureBrand ,Interpublic
260,Mr. Youth [LBi International],New York,26000000,30.0,Mr. Youth ,LBi International
261,Inter/Media Advertising*,"Woodland Hills, Calif.",26000000,-1.5,Inter/Media Advertising,Independent
262,CMI/Compas,"King of Prussia, Pa.",26000000,18.2,CMI/Compas,Independent
263,MMGY Global,"Kansas City, Mo.",25982000,10.1,MMGY Global,Independent
264,Pop,Seattle,25587000,11.1,Pop,Independent
265,Brodeur Partners*,Boston,25500000,0.0,Brodeur Partners,Independent
266,Enlighten,"Ann Arbor, Mich.",25000000,13.6,Enlighten,Independent
267,Marina Maher Communications* [Omnicom],New York,25000000,0.0,Marina Maher Communications ,Omnicom
268,WDCW,Seattle,25000000,11.1,WDCW,Independent
269,Alcone Marketing* [Omnicom],"Irvine, Calif.",24850000,13.6,Alcone Marketing ,Omnicom
270,Laughlin Constable,Milwaukee,24400000,25.1,Laughlin Constable,Independent
271,Dailey* [Interpublic],"West Hollywood, Calif.",24102000,4.8,Dailey ,Interpublic
272,Wire Stone,San Francisco,24008000,19.9,Wire Stone,Independent
273,Star Group*,"Voorhees, N.J.",23927000,-22.8,Star Group,Independent
274,TM Advertising* [Interpublic],Dallas,23800000,0.0,TM Advertising ,Interpublic
275,Osborn & Barr,St. Louis,23648000,10.4,Osborn & Barr,Independent
276,LatinWorks* [Omnicom],"Austin, Texas",23600000,6.5,LatinWorks ,Omnicom
277,rEvolution,Chicago,23500000,38.2,rEvolution,Independent
278,CCG Marketing Solutions,"West Caldwell, N.J.",23427000,-2.0,CCG Marketing Solutions,Independent
279,Conill* [Publicis],"Torrance, Calif.",23258000,18.0,Conill ,Publicis
280,Magnani Caruso Dutton,New York,23250000,23.3,Magnani Caruso Dutton,Independent
281,Vitro* [MDC Partners],San Diego,23100000,,Vitro ,MDC Partners
282,Finn Partners [Ruder Finn Group],New York,23063000,,Finn Partners ,Ruder Finn Group
283,Amp Agency,Boston,23059000,7.8,Amp Agency,Independent
284,Eveo Communications Group,San Francisco,23000000,-16.4,Eveo Communications Group,Independent
285,Just Marketing International*,"Zionsville, Ind.",23000000,4.1,Just Marketing International,Independent
286,Burrell Communications Group* [Publicis],Chicago,23000000,3.6,Burrell Communications Group ,Publicis
287,T3,"Austin, Texas",22990000,-12.1,T3,Independent
288,Definition 6,Atlanta,22858000,,Definition 6,Independent
289,Empower MediaMarketing*,Cincinnati,22750000,0.0,Empower MediaMarketing,Independent
290,Doremus* [Omnicom],New York,22200000,11.0,Doremus ,Omnicom
291,Eleven,San Francisco,22073000,1.3,Eleven,Independent
292,Fahlgren Mortine,"Columbus, Ohio",21929000,8.7,Fahlgren Mortine,Independent
293,Blue State Digital* [WPP],New York,21858000,1.9,Blue State Digital ,WPP
294,Creative Alliance*,"Louisville, Ky.",21785000,-9.8,Creative Alliance,Independent
295,Rockfish* [WPP],"Rogers, Ark.",21760000,54.3,Rockfish ,WPP
296,Agency212*,New York,21500000,0.0,Agency212,Independent
297,Covario,San Diego,21321000,75.7,Covario,Independent
298,Element 79* [Omnicom],Chicago,21307000,-9.2,Element 79 ,Omnicom
299,Communefx* [MDC Partners],"Cranberry Township, Pa.",21275000,40.2,Communefx ,MDC Partners
300,Intermark Group,"Birmingham, Ala.",21212000,7.1,Intermark Group,Independent
301,Sterling-Rice Group,"Boulder, Colo.",21052000,-4.0,Sterling-Rice Group,Independent
302,Kern Organization* [Omnicom],"Woodland Hills, Calif.",21000000,9.2,Kern Organization ,Omnicom
303,Upshot,Chicago,20950000,1.5,Upshot,Independent
304,Marquette Group,"Peoria, Ill.",20920000,,Marquette Group,Independent
305,Regan Communications [Regan Communications Group],Boston,20824000,7.0,Regan Communications ,Regan Communications Group
306,GA Communication Group,Chicago,20800000,-1.9,GA Communication Group,Independent
307,Cone Communications* [Omnicom],Boston,20501000,10.0,Cone Communications ,Omnicom
308,Cooney/Waters Group [Creston],New York,20433000,45.0,Cooney/Waters Group ,Creston
309,Avrett Free Ginsberg* [Interpublic],New York,20300000,1.8,Avrett Free Ginsberg ,Interpublic
310,Fitzgerald & Co.* [Interpublic],Atlanta,20100000,2.3,Fitzgerald & Co. ,Interpublic
311,180 Amsterdam/180LA* [Omnicom],"Amsterdam/Santa Monica, Calif.",20000000,43.4,180 Amsterdam/180LA ,Omnicom
312,JWT Action* [WPP],"Akron, Ohio",20000000,3.1,JWT Action ,WPP
313,Biolumina* [Omnicom],New York,20000000,,Biolumina ,Omnicom
314,Razorfish Health* [Publicis],Philadelphia,20000000,11.1,Razorfish Health ,Publicis
315,Images USA*,Atlanta,19830000,3.3,Images USA,Independent
316,Adcom Group,Cleveland,19700000,12.6,Adcom Group,Independent
317,Fitch* [WPP],"Columbus, Ohio",19665000,42.5,Fitch ,WPP
318,Allison & Partners* [MDC Partners],San Francisco,19400000,25.2,Allison & Partners ,MDC Partners
319,Nurun* [Quebecor Media's Nurun],Montreal,19307000,27.3,Nurun ,Quebecor Media's Nurun
