,AGENCY-COMPANY,HEADQUARTERS,2014-REVENUE,% CHG,AGENCY-NAME,AGENCY-OWNER
22,FleishmanHillard* [Omnicom],St. Louis,35248400,5.4,FleishmanHillard* ,Omnicom
23,IN Marketing Services* [Advantage Sales and Marketing],"Irvine, Calif.",35216900,19.4,IN Marketing Services* ,Advantage Sales and Marketing
24,Havas Worldwide* [Havas],New York,34290000,12.6,Havas Worldwide* ,Havas
25,TBWA Worldwide* [Omnicom],New York,33096500,2.0,TBWA Worldwide* ,Omnicom
26,FCB* [Interpublic],New York,32887600,-5.2,FCB* ,Interpublic
27,Grey* [WPP],New York,31784400,8.0,Grey* ,WPP
28,inVentiv Health*,New York,30128000,12.0,inVentiv Health*,Independent
29,Rosetta* [Publicis],"Hamilton, N.J.",29335700,8.5,Rosetta* ,Publicis
30,Mindshare Worldwide* [WPP],New York,28962000,5.7,Mindshare Worldwide* ,WPP
31,OgilvyOne Worldwide* [WPP],New York,28810000,25.2,OgilvyOne Worldwide* ,WPP
32,Saatchi & Saatchi* [Publicis],New York,28800000,9.8,Saatchi & Saatchi* ,Publicis
33,DDB Worldwide* [Omnicom],New York,28794300,4.0,DDB Worldwide* ,Omnicom
34,Starcom USA* [Publicis],Chicago,28673400,2.8,Starcom USA* ,Publicis
35,Ketchum* [Omnicom],New York,28000000,6.5,Ketchum* ,Omnicom
36,OMD Worldwide* [Omnicom],New York,27494600,12.1,OMD Worldwide* ,Omnicom
37,Ogilvy & Mather Advertising* [WPP],New York,27380000,10.4,Ogilvy & Mather Advertising* ,WPP
38,MediaVest USA* [Publicis],New York,27023400,7.4,MediaVest USA* ,Publicis
39,R/GA* [Interpublic],New York,25830700,8.5,R/GA* ,Interpublic
40,MRM//McCann* [Interpublic],New York,25782500,10.5,MRM//McCann* ,Interpublic
41,eBay Enterprise [eBay],"King of Prussia, Pa.",25300000,-5.6,eBay Enterprise ,eBay
42,Freeman,Dallas,24600000,9.3,Freeman,Independent
43,Zenith* [Publicis],New York,23625200,5.0,Zenith* ,Publicis
44,Novus Media* [Omnicom],"Plymouth, Minn.",21973800,0.0,Novus Media* ,Omnicom
45,MarketStar* [Omnicom],"Ogden, Utah",21609100,0.0,MarketStar* ,Omnicom
46,MEC* [WPP],London,21460000,16.6,MEC* ,WPP
47,FCB Health* [Interpublic],New York,20871700,9.4,FCB Health* ,Interpublic
48,McGarryBowen* [Dentsu],New York,20000000,-4.8,McGarryBowen* ,Dentsu
49,Burson-Marsteller* [WPP],New York,19735400,1.0,Burson-Marsteller* ,WPP
50,Hill Holliday* [Interpublic],Boston,19053200,-5.0,Hill Holliday* ,Interpublic
51,Geometry Global* [WPP],New York,19040600,5.0,Geometry Global* ,WPP
52,Havas Health* [Havas],New York,18850000,4.1,Havas Health* ,Havas
53,Deutsch* [Interpublic],New York,18800000,0.1,Deutsch* ,Interpublic
54,iCrossing* [Hearst Corp.],New York,18745000,3.0,iCrossing* ,Hearst Corp.
55,Horizon Media*,New York,18709400,16.0,Horizon Media*,Independent
56,Richards Group,Dallas,18600000,1.1,Richards Group,Independent
57,Wieden & Kennedy*,"Portland, Ore.",18291700,2.9,Wieden & Kennedy*,Independent
58,MediaCom* [WPP],New York,17516000,16.0,MediaCom* ,WPP
59,Catapult [Alliance Data Systems Corp.],"Westport, Conn.",17121800,28.2,Catapult ,Alliance Data Systems Corp.
60,Huge* [Interpublic],"Brooklyn, N.Y.",16900000,33.1,Huge* ,Interpublic
61,Marketing Arm* [Omnicom],Dallas,16500000,10.5,Marketing Arm* ,Omnicom
62,VML* [WPP],"Kansas City, Mo.",16400000,19.9,VML* ,WPP
63,Carat* [Dentsu],New York,16194700,5.5,Carat* ,Dentsu
64,Integer Group* [Omnicom],"Lakewood, Colo.",15780000,8.6,Integer Group* ,Omnicom
65,AKQA* [WPP],San Francisco,15000000,8.7,AKQA* ,WPP
66,CP&B* [MDC Partners],"Boulder, Colo.",14840700,-6.9,CP&B* ,MDC Partners
67,Ogilvy CommonHealth Worldwide* [WPP],"Parsippany, N.J.",14550000,0.5,Ogilvy CommonHealth Worldwide* ,WPP
68,Cramer-Krasselt,Chicago,14537100,-4.6,Cramer-Krasselt,Independent
69,George P. Johnson [Project WorldWide],"Auburn Hills, Mich.",14468900,4.3,George P. Johnson ,Project WorldWide
70,Interbrand* [Omnicom],New York,14319100,2.3,Interbrand* ,Omnicom
71,360i* [Dentsu],New York,14319000,11.0,360i* ,Dentsu
72,Mullen* [Interpublic],Boston,13987500,8.0,Mullen* ,Interpublic
73,Possible* [WPP],Seattle,13909100,18.6,Possible* ,WPP
74,Hill&Knowlton Strategies* [WPP],New York,13842400,-1.5,Hill&Knowlton Strategies* ,WPP
75,GMR Marketing* [Omnicom],"New Berlin, Wis.",13770000,8.0,GMR Marketing* ,Omnicom
76,Match Marketing Group,"Mississauga, Ontario",13520000,3.5,Match Marketing Group,Independent
77,Meredith Xcelerated Marketing [Meredith Corp.],"Des Moines, Iowa",13100000,2.3,Meredith Xcelerated Marketing ,Meredith Corp.
78,Organic* [Omnicom],San Francisco,12743900,2.3,Organic* ,Omnicom
79,UM* [Interpublic],New York,12452200,4.5,UM* ,Interpublic
80,Octagon* [Interpublic],"Norwalk, Conn.",12390500,15.2,Octagon* ,Interpublic
81,Assembly* [MDC Partners],New York,12235000,,Assembly* ,MDC Partners
82,Zimmerman Advertising* [Omnicom],"Fort Lauderdale, Fla.",12170500,0.0,Zimmerman Advertising* ,Omnicom
83,Jack Morton Worldwide* [Interpublic],Boston,12147500,0.0,Jack Morton Worldwide* ,Interpublic
84,Moxie* [Publicis],Atlanta,12100000,0.0,Moxie* ,Publicis
85,Martin Agency* [Interpublic],"Richmond, Va.",12092900,0.9,Martin Agency* ,Interpublic
86,72andSunny* [MDC Partners],"Playa Vista, Calif.",12000800,38.6,72andSunny* ,MDC Partners
87,Proximity* [Omnicom],New York,11985400,5.1,Proximity* ,Omnicom
88,Ogilvy Public Relations* [WPP],New York,11530000,-4.9,Ogilvy Public Relations* ,WPP
89,Trailer Park [Engine Group],Los Angeles,11500000,9.5,Trailer Park ,Engine Group
90,Digitas Health LifeBrands* [Publicis],Philadelphia,11500000,15.0,Digitas Health LifeBrands* ,Publicis
91,Golin* [Interpublic],Chicago,11431300,6.0,Golin* ,Interpublic
92,Gyro*,New York,11400000,3.6,Gyro*,Independent
93,Lowe* [Interpublic],London,11345600,-5.0,Lowe* ,Interpublic
94,KBS+* [MDC Partners],New York,11064300,6.9,KBS+* ,MDC Partners
95,Havas Media Group* [Havas],"Puteaux, France",10990000,17.4,Havas Media Group* ,Havas
96,"Goodby, Silverstein & Partners* [Omnicom]",San Francisco,10856600,-10.0,"Goodby, Silverstein & Partners* ",Omnicom
97,PlattForm Advertising,"Lenexa, Kan.",10727200,2.1,PlattForm Advertising,Independent
98,Maxus* [WPP],New York,10553700,36.5,Maxus* ,WPP
99,RPA,"Santa Monica, Calif.",10500000,4.0,RPA,Independent
100,Initiative* [Interpublic],New York,10449600,12.5,Initiative* ,Interpublic
101,Doner* [MDC Partners],"Southfield, Mich.",10440500,-0.7,Doner* ,MDC Partners
102,MSL Group* [Publicis],Paris,10325400,-7.0,MSL Group* ,Publicis
103,Critical Mass* [Omnicom],"Calgary, Alberta",10300000,13.2,Critical Mass* ,Omnicom
104,CDM New York* [Omnicom],New York,10211400,-5.4,CDM New York* ,Omnicom
105,Olson [ICF International's Olson],Minneapolis,10146500,8.5,Olson ,ICF International's Olson
106,Klick Health [Klick Inc.],Toronto,10096700,25.1,Klick Health ,Klick Inc.
107,MRY* [Publicis],New York,10000000,-1.0,MRY* ,Publicis
108,OMG Entertainment & Sports* [Omnicom],New York,9845300,5.0,OMG Entertainment & Sports* ,Omnicom
109,Sudler & Hennessey* [WPP],New York,9700000,-2.3,Sudler & Hennessey* ,WPP
110,iProspect* [Dentsu],Boston,9665900,1.1,iProspect* ,Dentsu
111,Ansira,St. Louis,9555600,0.3,Ansira,Independent
112,TracyLocke* [Omnicom],Dallas,9555000,-7.5,TracyLocke* ,Omnicom
113,McCann Health* [Interpublic],New York,9520100,4.8,McCann Health* ,Interpublic
114,Arnold Worldwide* [Havas],Boston,9500000,-6.9,Arnold Worldwide* ,Havas
115,PHD* [Omnicom],New York,9387900,5.5,PHD* ,Omnicom
116,GHG* [WPP],New York,9312100,1.7,GHG* ,WPP
117,Derse*,Milwaukee,9218600,6.1,Derse*,Independent
118,Momentum Worldwide* [Interpublic],New York,9197200,4.3,Momentum Worldwide* ,Interpublic
119,McMurry/TMG,New York,9152500,0.3,McMurry/TMG,Independent
120,Harrison & Star* [Omnicom],New York,8911200,43.5,Harrison & Star* ,Omnicom
121,Waggener Edstrom Communications,"Bellevue, Wash.",8754800,-10.9,Waggener Edstrom Communications,Independent
122,Isobar* [Dentsu],London,8700000,-1.7,Isobar* ,Dentsu
123,TMP Worldwide Advertising & Communications,New York,8654400,-0.9,TMP Worldwide Advertising & Communications,Independent
124,Marketing Werks,Chicago,8481000,16.4,Marketing Werks,Independent
125,GSD&M* [Omnicom],"Austin, Texas",8385000,7.5,GSD&M* ,Omnicom
126,Brierley & Partners* [WPP],"Plano, Texas",8368300,6.4,Brierley & Partners* ,WPP
127,Targetbase* [Omnicom],"Irving, Texas",8350300,0.0,Targetbase* ,Omnicom
128,Cohn & Wolfe* [WPP],New York,8290900,9.1,Cohn & Wolfe* ,WPP
129,Global Experience Specialists* [Viad Corp.'s Global Experience Specialists],Las Vegas,8290000,10.4,Global Experience Specialists* ,Viad Corp.'s Global Experience Specialists
130,Porter Novelli* [Omnicom],New York,8236600,2.5,Porter Novelli* ,Omnicom
131,Team One* [Publicis],Los Angeles,8111000,19.1,Team One* ,Publicis
132,VSA Partners,Chicago,8069000,9.0,VSA Partners,Independent
133,Javelin Marketing Group* [Omnicom],"Irving, Texas",8010000,23.2,Javelin Marketing Group* ,Omnicom
134,Group360 Worldwide*,St. Louis,8000000,23.1,Group360 Worldwide*,Independent
135,Droga5*,New York,7800000,44.4,Droga5*,Independent
136,Landor* [WPP],San Francisco,7714300,-4.8,Landor* ,WPP
137,Intouch Solutions,"Overland Park, Kan.",7680400,13.4,Intouch Solutions,Independent
138,Blast Radius* [WPP],"Vancouver, British Columbia",7650000,2.0,Blast Radius* ,WPP
139,W2O Group,San Francisco,7567000,8.6,W2O Group,Independent
140,22squared,Atlanta,7514400,7.3,22squared,Independent
141,Resource/Ammirati,"Columbus, Ohio",7500000,13.6,Resource/Ammirati,Independent
142,Mirum* [WPP],San Diego,7496300,13.9,Mirum* ,WPP
143,EPAM Systems,"Newtown, Pa.",7400000,,EPAM Systems,Independent
144,Huntsworth Health [Huntsworth],"Yardley, Pa.",7380900,15.2,Huntsworth Health ,Huntsworth
145,Brunswick Group*,London,7060000,8.3,Brunswick Group*,Independent
146,Spark* [Publicis],Chicago,7038900,35.0,Spark* ,Publicis
147,HelloWorld,"Pleasant Ridge, Mich.",7000000,7.2,HelloWorld,Independent
148,CAHG* [Omnicom],Chicago,6972200,8.5,CAHG* ,Omnicom
149,Periscope,Minneapolis,6951600,4.6,Periscope,Independent
150,Apco Worldwide,Washington,6907300,-9.8,Apco Worldwide,Independent
151,Merkley & Partners* [Omnicom],New York,6684200,6.1,Merkley & Partners* ,Omnicom
152,SourceLink,"Itasca, Ill.",6680000,-8.6,SourceLink,Independent
153,Team Enterprises* [MDC Partners],"Fort Lauderdale, Fla.",6500000,0.0,Team Enterprises* ,MDC Partners
154,OMG Outdoor Media Group* [Omnicom],New York,6487000,5.5,OMG Outdoor Media Group* ,Omnicom
155,FTI Consulting (Strategic Communications)*,New York,6421000,0.5,FTI Consulting (Strategic Communications)*,Independent
156,Pacific Communications,"Costa Mesa, Calif.",6385700,15.4,Pacific Communications,Independent
157,AbelsonTaylor,Chicago,6368100,-7.9,AbelsonTaylor,Independent
158,Moroch Partners,Dallas,6342800,5.3,Moroch Partners,Independent
159,Glover Park Group* [WPP],Washington,6193400,0.0,Glover Park Group* ,WPP
160,Optimedia International U.S.* [Publicis],New York,6188400,1.1,Optimedia International U.S.* ,Publicis
161,DDB Health/DDB Remedy* [Omnicom],New York,6086600,-0.5,DDB Health/DDB Remedy* ,Omnicom
162,Wasserman Media Group*,Los Angeles,6028000,12.8,Wasserman Media Group*,Independent
163,Resolution Media* [Omnicom],Chicago,6016300,14.6,Resolution Media* ,Omnicom
164,SMG Performance Marketing* [Publicis],Chicago,5996300,12.0,SMG Performance Marketing* ,Publicis
165,Rauxa,"Costa Mesa, Calif.",5963700,9.5,Rauxa,Independent
166,Tribal Worldwide* [Omnicom],New York,5947400,2.3,Tribal Worldwide* ,Omnicom
167,Finn Partners,New York,5892100,9.2,Finn Partners,Independent
168,R&R Partners,Las Vegas,5864700,24.4,R&R Partners,Independent
169,Ivie & Associates,"Flower Mound, Texas",5776400,4.7,Ivie & Associates,Independent
170,Marketing Store,Chicago,5750100,17.5,Marketing Store,Independent
171,Allen & Gerritsen,Boston,5743500,5.0,Allen & Gerritsen,Independent
172,PMK-BNC* [Interpublic],"West Hollywood, Calif.",5500000,10.0,PMK-BNC* ,Interpublic
173,GMMB* [Omnicom],Washington,5500000,71.9,GMMB* ,Omnicom
174,PureRed,"Stone Mountain, Ga.",5450900,-6.7,PureRed,Independent
175,Mars Agency,"Southfield, Mich.",5423100,9.4,Mars Agency,Independent
176,MWWPR,New York,5351700,14.8,MWWPR,Independent
177,Saatchi & Saatchi Wellness* [Publicis],New York,5200000,4.0,Saatchi & Saatchi Wellness* ,Publicis
178,Anomaly* [MDC Partners],New York,5152300,19.4,Anomaly* ,MDC Partners
179,Neo@Ogilvy* [WPP],New York,5121900,14.6,Neo@Ogilvy* ,WPP
180,GlobalHue*,"Southfield, Mich.",5081600,-7.3,GlobalHue*,Independent
181,ICR,New York,5068800,19.4,ICR,Independent
182,CDMiConnect* [Omnicom],New York,5048400,23.2,CDMiConnect* ,Omnicom
183,Acronym,New York,5020000,39.4,Acronym,Independent
184,Publicis Life Brands Medicus* [Publicis],New York,5000000,0.0,Publicis Life Brands Medicus* ,Publicis
185,Fusion Marketing,St. Louis,5000000,4.2,Fusion Marketing,Independent
186,TPN* [Omnicom],Dallas,4950000,10.0,TPN* ,Omnicom
187,Performics* [Publicis],Chicago,4871600,4.7,Performics* ,Publicis
188,Healthcare Consultancy Group* [Omnicom],New York,4845000,2.0,Healthcare Consultancy Group* ,Omnicom
189,Russ Reid Co.* [Omnicom],"Pasadena, Calif.",4842800,6.4,Russ Reid Co.* ,Omnicom
190,Sard Verbinnen & Co.*,New York,4760000,7.2,Sard Verbinnen & Co.*,Independent
191,Giant Creative Strategy,San Francisco,4700000,34.3,Giant Creative Strategy,Independent
192,Ackerman McQueen,Oklahoma City,4688700,15.4,Ackerman McQueen,Independent
193,AgencyRx* [Omnicom],New York,4654300,-9.1,AgencyRx* ,Omnicom
194,Barkley,"Kansas City, Mo.",4653300,5.5,Barkley,Independent
195,Ruder Finn,New York,4635200,23.8,Ruder Finn,Independent
196,Paradysz & PM Digital,New York,4597100,8.9,Paradysz & PM Digital,Independent
197,CementBloc,New York,4541600,-3.4,CementBloc,Independent
198,David & Goliath*,"El Segundo, Calif.",4495800,16.5,David & Goliath*,Independent
199,Water Cooler Group*,"Norwalk, Conn.",4450600,7.4,Water Cooler Group*,Independent
200,R2C Group,"Portland, Ore.",4423900,3.5,R2C Group,Independent
201,Carmichael Lynch* [Interpublic],Minneapolis,4404000,8.0,Carmichael Lynch* ,Interpublic
202,Havas PR* [Havas],New York,4390000,-6.0,Havas PR* ,Havas
203,U.S. International Media*,Los Angeles,4366100,0.6,U.S. International Media*,Independent
204,Marc USA,Pittsburgh,4341700,5.8,Marc USA,Independent
205,Tukaiz,"Franklin Park, Ill.",4283400,-7.9,Tukaiz,Independent
206,Commonground/MGS,New York,4249200,4.4,Commonground/MGS,Independent
207,MKTG* [Dentsu],New York,4245700,1.1,MKTG* ,Dentsu
208,Lopez Negrete Communications,Houston,4230000,26.3,Lopez Negrete Communications,Independent
209,DKC,New York,4150000,13.7,DKC,Independent
210,JWT Inside* [WPP],"Santa Monica, Calif.",4109000,3.5,JWT Inside* ,WPP
211,BFG Communications,"Bluffton, S.C.",4107200,-27.3,BFG Communications,Independent
212,Allied Integrated Marketing,"Cambridge, Mass.",4053100,8.0,Allied Integrated Marketing,Independent
213,EG+ Worldwide* [Omnicom],"Long Beach, Calif.",4030100,1.7,EG+ Worldwide* ,Omnicom
214,Code & Theory,New York,4000000,33.3,Code & Theory,Independent
215,Mithun* [Interpublic],Minneapolis,3978000,0.0,Mithun* ,Interpublic
216,Finsbury* [WPP],New York,3969300,0.0,Finsbury* ,WPP
217,Sparks,Philadelphia,3922500,18.1,Sparks,Independent
218,"Venables, Bell & Partners",San Francisco,3900000,-4.9,"Venables, Bell & Partners",Independent
219,Essence,London,3851100,63.3,Essence,Independent
220,Deep Focus [Engine Group],New York,3850100,29.7,Deep Focus ,Engine Group
221,Siegel & Gale* [Omnicom],New York,3844800,-15.5,Siegel & Gale* ,Omnicom
222,BVK,Milwaukee,3840000,13.6,BVK,Independent
223,Magna Global* [Interpublic],New York,3803000,9.4,Magna Global* ,Interpublic
224,Colle & McVoy* [MDC Partners],Minneapolis,3800000,2.7,Colle & McVoy* ,MDC Partners
225,Discovery USA* [Publicis],Chicago,3800000,0.0,Discovery USA* ,Publicis
226,Bernstein-Rein Advertising,"Kansas City, Mo.",3749200,-12.4,Bernstein-Rein Advertising,Independent
227,Grayling [Huntsworth],London,3731500,-4.1,Grayling ,Huntsworth
228,Bartle Bogle Hegarty* [Publicis],London,3724600,13.9,Bartle Bogle Hegarty* ,Publicis
229,HackerAgency* [Interpublic],Seattle,3722900,-9.0,HackerAgency* ,Interpublic
230,Inter/Media Advertising*,"Woodland Hills, Calif.",3684500,8.2,Inter/Media Advertising*,Independent
231,Big Fuel Communications* [Publicis],New York,3667300,45.0,Big Fuel Communications* ,Publicis
232,Mercury Media*,"Santa Monica, Calif.",3638000,5.0,Mercury Media*,Independent
233,Translation*,New York,3631600,5.3,Translation*,Independent
234,Rockfish* [WPP],"Rogers, Ark.",3630900,0.0,Rockfish* ,WPP
235,Eric Mower & Associates,"Syracuse, N.Y.",3626000,0.3,Eric Mower & Associates,Independent
236,LatinWorks* [Omnicom],"Austin, Texas",3601000,-0.9,LatinWorks* ,Omnicom
237,Bader Rutter & Associates,"Brookfield, Wis.",3579700,-6.2,Bader Rutter & Associates,Independent
238,Adcom Group,Cleveland,3531200,21.3,Adcom Group,Independent
239,Marina Maher Communications* [Omnicom],New York,3530000,6.0,Marina Maher Communications* ,Omnicom
240,Kekst & Co.* [Publicis],New York,3500000,1.4,Kekst & Co.* ,Publicis
241,Conill* [Publicis],"El Segundo, Calif.",3449600,15.0,Conill* ,Publicis
242,Saatchi & Saatchi X* [Publicis],"Springdale, Ark.",3420100,0.0,Saatchi & Saatchi X* ,Publicis
243,Doremus* [Omnicom],New York,3406100,1.2,Doremus* ,Omnicom
244,FutureBrand* [Interpublic],London,3402500,3.4,FutureBrand* ,Interpublic
245,Anderson Direct & Digital,"Poway, Calif.",3401200,-10.9,Anderson Direct & Digital,Independent
246,Grizzard Communications Group* [Omnicom],Atlanta,3397500,-6.7,Grizzard Communications Group* ,Omnicom
247,Kinetic* [WPP],New York,3395600,11.0,Kinetic* ,WPP
248,McKinney [Cheil Worldwide],"Durham, N.C.",3389600,6.6,McKinney ,Cheil Worldwide
249,Brodeur Partners*,Boston,3335400,9.0,Brodeur Partners*,Independent
250,Pop* [Advance Publications],Seattle,3317900,-3.6,Pop* ,Advance Publications
251,Mother New York [Mother Holdings],New York,3300000,4.8,Mother New York ,Mother Holdings
252,MCD Partners,New York,3250000,13.0,MCD Partners,Independent
253,MMGY Global,"Kansas City, Mo.",3249000,7.4,MMGY Global,Independent
254,CMD,"Portland, Ore.",3218700,7.4,CMD,Independent
255,Ayzenberg Group,"Pasadena, Calif.",3200000,4.9,Ayzenberg Group,Independent
256,Bravo Group* [WPP],Miami,3200000,0.0,Bravo Group* ,WPP
257,Allison & Partners* [MDC Partners],San Francisco,3174000,,Allison & Partners* ,MDC Partners
258,Team Epic* [Dentsu],"Norwalk, Conn.",3173800,-8.8,Team Epic* ,Dentsu
259,PadillaCRT,Minneapolis,3162400,-2.2,PadillaCRT,Independent
260,CDM Princeton* [Omnicom],"Princeton, N.J.",3142200,19.0,CDM Princeton* ,Omnicom
261,Fallon* [Publicis],Minneapolis,3128700,-19.0,Fallon* ,Publicis
262,CCG Marketing Solutions,"West Caldwell, N.J.",3100000,4.6,CCG Marketing Solutions,Independent
263,Matomy* [Matomy Media Group],New York,3061800,21.2,Matomy* ,Matomy Media Group
264,Eleven,San Francisco,3050600,18.6,Eleven,Independent
265,T3,"Austin, Texas",3037500,-1.6,T3,Independent
266,Davis Elen Advertising,Los Angeles,3033200,9.7,Davis Elen Advertising,Independent
267,Swirl*,San Francisco,3013700,33.5,Swirl*,Independent
268,WongDoody,Seattle,3000000,3.4,WongDoody,Independent
269,Publicis Health Media* [Publicis],Philadelphia,3000000,20.0,Publicis Health Media* ,Publicis
270,CMI/Compas*,"King of Prussia, Pa.",2990300,13.4,CMI/Compas*,Independent
271,Vizeum* [Dentsu],New York,2987100,160.0,Vizeum* ,Dentsu
272,Orion Holdings* [Interpublic],New York,2979600,1.3,Orion Holdings* ,Interpublic
273,Fahlgren Mortine,"Columbus, Ohio",2968100,6.2,Fahlgren Mortine,Independent
274,Wire Stone,San Francisco,2932700,11.5,Wire Stone,Independent
275,Firstborn* [Dentsu],New York,2924200,8.3,Firstborn* ,Dentsu
276,Brunner,Pittsburgh,2910000,0.3,Brunner,Independent
277,Greater Than One,New York,2904500,21.3,Greater Than One,Independent
278,Laughlin Constable,Milwaukee,2850000,-1.7,Laughlin Constable,Independent
279,180 Amsterdam/180LA* [Omnicom],Amsterdam,2845600,21.6,180 Amsterdam/180LA* ,Omnicom
280,Star Group,"Voorhees, N.J.",2842500,8.0,Star Group,Independent
281,Alma* [Omnicom],Miami,2841500,13.7,Alma* ,Omnicom
282,Zeno Group [DJE Holdings],New York,2829900,0.6,Zeno Group ,DJE Holdings
283,Switch,St. Louis,2823500,-13.7,Switch,Independent
284,"Butler, Shine, Stern & Partners","Sausalito, Calif.",2821100,-3.9,"Butler, Shine, Stern & Partners",Independent
285,ID Media* [Interpublic],New York,2800000,7.7,ID Media* ,Interpublic
286,Blue State Digital* [WPP],New York,2800000,0.0,Blue State Digital* ,WPP
287,Lewis PR,San Francisco,2790000,22.9,Lewis PR,Independent
288,Fitch* [WPP],London,2775900,0.0,Fitch* ,WPP
289,Omelet,"Culver City, Calif.",2760000,10.0,Omelet,Independent
290,Jackson Marketing Group,"Greenville, S.C.",2725000,9.0,Jackson Marketing Group,Independent
291,A.B. Data,Milwaukee,2710700,-17.1,A.B. Data,Independent
292,Martin Williams* [Omnicom],Minneapolis,2680000,-4.8,Martin Williams* ,Omnicom
293,Grupo Gallegos,"Huntington Beach, Calif.",2600000,40.5,Grupo Gallegos,Independent
294,Cramer,"Norwood, Mass.",2600000,-10.3,Cramer,Independent
295,Enlighten,"Ann Arbor, Mich.",2600000,18.2,Enlighten,Independent
296,Dailey* [Interpublic],"West Hollywood, Calif.",2591300,0.0,Dailey* ,Interpublic
297,Cadient,"Malvern, Pa.",2550000,24.4,Cadient,Independent
298,Regan Communications Group*,Boston,2547500,9.0,Regan Communications Group*,Independent
299,G&S Business Communications*,New York,2543800,13.1,G&S Business Communications*,Independent
300,Kobie Marketing,"St. Petersburg, Fla.",2533300,26.2,Kobie Marketing,Independent
301,Alcone Marketing* [Omnicom],"Irvine, Calif.",2530300,0.0,Alcone Marketing* ,Omnicom
302,Tapestry* [Publicis],Chicago,2527900,4.5,Tapestry* ,Publicis
303,Didit,"Mineola, N.Y.",2524000,9.4,Didit,Independent
304,Mekanism,San Francisco,2516100,14.0,Mekanism,Independent
305,M&C Saatchi,London,2500900,34.2,M&C Saatchi,Independent
306,OutCast Agency [Next Fifteen Communications Group],San Francisco,2500000,19.0,OutCast Agency ,Next Fifteen Communications Group
307,Biolumina* [Omnicom],New York,2500000,8.9,Biolumina* ,Omnicom
308,Source Marketing* [MDC Partners],"Norwalk, Conn.",2500000,-10.7,Source Marketing* ,MDC Partners
309,Text 100 [Next Fifteen Communications Group],New York,2485200,20.0,Text 100 ,Next Fifteen Communications Group
310,Adelphi Group* [Omnicom],New York,2482100,0.7,Adelphi Group* ,Omnicom
311,Fuseideas,"Winchester, Mass.",2455000,9.6,Fuseideas,Independent
312,Empower MediaMarketing,Cincinnati,2450000,18.4,Empower MediaMarketing,Independent
313,French/West/Vaughan,"Raleigh, N.C.",2420200,0.8,French/West/Vaughan,Independent
314,Pereira & O'Dell [Grupo ABC],San Francisco,2400000,20.0,Pereira & O'Dell ,Grupo ABC
315,Via Agency,"Portland, Maine",2385000,6.0,Via Agency,Independent
316,MMB*,Boston,2382300,11.1,MMB*,Independent
317,Upshot,Chicago,2370000,5.3,Upshot,Independent
318,Concentric Health Experience* [MDC Partners],New York,2340000,25.8,Concentric Health Experience* ,MDC Partners
319,GA Communication Group,Chicago,2310000,2.7,GA Communication Group,Independent
320,Coyne Public Relations,"Parsippany, N.J.",2301000,14.8,Coyne Public Relations,Independent
321,Gravity Media,New York,2294500,3.0,Gravity Media,Independent
322,HL Group* [MDC Partners],New York,2279500,9.6,HL Group* ,MDC Partners
323,Geary LSF Group,San Francisco,2265900,-14.9,Geary LSF Group,Independent
324,Revolution,Chicago,2263000,20.0,Revolution,Independent
325,EVB*,"Oakland, Calif.",2254500,23.1,EVB*,Independent
